protein_id,refseq_product
WP_010997734.1,hypothetical protein
WP_010997735.1,DUF2267 domain-containing protein
WP_010997736.1,sensor histidine kinase
WP_010997737.1,pre-peptidase C-terminal domain-containing protein
WP_010997738.1,hypothetical protein
WP_010997739.1,hypothetical protein
WP_010997741.1,carboxypeptidase regulatory-like domain-containing protein
WP_010997742.1,polyphosphate kinase 1
WP_010997743.1,response regulator
WP_010997744.1,hypothetical protein
WP_010997745.1,DUF2854 domain-containing protein
WP_010997746.1,chlororespiratory reduction protein 7
WP_010997747.1,hypothetical protein
WP_010997748.1,response regulator
WP_010997749.1,histidine kinase
WP_010997750.1,hypothetical protein
WP_010997752.1,YlqD family protein
WP_010997755.1,dihydrolipoamide acetyltransferase family protein
WP_010997756.1,tetratricopeptide repeat protein
WP_010997757.1,DUF1565 domain-containing protein
WP_010997758.1,DUF3493 domain-containing protein
WP_010997762.1,GmrSD restriction endonuclease domain-containing protein
WP_010997763.1,hypothetical protein
WP_010997765.1,EcoAI/FtnUII family type I restriction enzme subunit R
WP_010997766.1,type I restriction-modification system subunit M
WP_010997767.1,hypothetical protein
WP_010997768.1,PIN domain-containing protein
WP_010997769.1,restriction endonuclease subunit S
WP_010997774.1,TniB family NTP-binding protein
WP_010997775.1,Mu transposase C-terminal domain-containing protein
WP_010997776.1,type II restriction endonuclease
WP_010997778.1,M42 family metallopeptidase
WP_010997779.1,SGNH/GDSL hydrolase family protein
WP_010997781.1,hypothetical protein
WP_010997783.1,TIGR04255 family protein
WP_010997784.1,hypothetical protein
WP_010997786.1,ATP-dependent zinc metalloprotease FtsH2
WP_010997788.1,aspartate kinase
WP_010997789.1,XisI protein
WP_010997790.1,TetR/AcrR family transcriptional regulator
WP_010997791.1,ABC exporter membrane fusion protein
WP_010997792.1,ABC transporter permease DevC
WP_010997793.1,DevA family ABC transporter ATP-binding protein
WP_010997794.1,Uma2 family endonuclease
WP_010997795.1,amidophosphoribosyltransferase
WP_010997796.1,phosphoribosylformylglycinamidine synthase subunit PurL
WP_010997797.1,allophycocyanin subunit alpha-B
WP_010997798.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
WP_010997799.1,ATP-binding protein
WP_010997800.1,DUF6439 family protein
WP_010997802.1,asparagine--tRNA ligase
WP_010997803.1,calcium-binding protein
WP_010997804.1,response regulator transcription factor
WP_010997805.1,co-chaperone GroES
WP_010997806.1,chaperonin GroEL
WP_010997807.1,HNH endonuclease signature motif containing protein
WP_010997808.1,hypothetical protein
WP_010997809.1,hypothetical protein
WP_010997810.1,urease accessory protein UreD
WP_010997811.1,urease subunit gamma
WP_010997812.1,urease subunit beta
WP_010997813.1,GxxExxY protein
WP_010997814.1,urease subunit alpha
WP_010997816.1,aldehyde dehydrogenase family protein
WP_010997817.1,sulfite oxidase-like oxidoreductase
WP_010997818.1,50S ribosomal protein L32
WP_010997819.1,hypothetical protein
WP_010997820.1,caspase family protein
WP_010997821.1,Mo-dependent nitrogenase C-terminal domain-containing protein
WP_010997822.1,ribonuclease J
WP_010997823.1,4-hydroxy-tetrahydrodipicolinate synthase
WP_010997824.1,aspartate-semialdehyde dehydrogenase
WP_010997825.1,trigger factor
WP_010997826.1,ATP-dependent Clp endopeptidase proteolytic subunit ClpP
WP_010997827.1,ATP-dependent protease ATP-binding subunit ClpX
WP_010997828.1,alpha/beta fold hydrolase
WP_010997829.1,type II toxin-antitoxin system HicB family antitoxin
WP_010997831.1,NAD(P)/FAD-dependent oxidoreductase
WP_010997833.1,O-antigen ligase family protein
WP_010997835.1,mechanosensitive ion channel family protein
WP_010997836.1,mechanosensitive ion channel family protein
WP_010997838.1,AGE family epimerase/isomerase
WP_010997841.1,glycosyltransferase family 4 protein
WP_010997842.1,glycosyltransferase
WP_010997845.1,M15 family metallopeptidase
WP_010997847.1,phosphoribosyltransferase
WP_010997848.1,MFS transporter
WP_010997850.1,phycocyanobilin:ferredoxin oxidoreductase
WP_010997853.1,HlyD family efflux transporter periplasmic adaptor subunit
WP_010997854.1,ABC transporter permease DevC
WP_010997855.1,DevA family ABC transporter ATP-binding protein
WP_010997856.1,hypothetical protein
WP_010997857.1,HAD family hydrolase
WP_010997858.1,hypothetical protein
WP_010997859.1,excinuclease ABC subunit UvrA
WP_010997860.1,arginine--tRNA ligase
WP_010997862.1,hypothetical protein
WP_010997863.1,hypothetical protein
WP_010997864.1,heavy-metal-associated domain-containing protein
WP_010997865.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase
WP_010997866.1,cation-translocating P-type ATPase
WP_010997867.1,aspartate ammonia-lyase
WP_010997868.1,DUF362 domain-containing protein
WP_010997869.1,chlorophyll a/b-binding protein
WP_010997871.1,nuclear transport factor 2 family protein
WP_010997872.1,3' terminal RNA ribose 2'-O-methyltransferase Hen1
WP_010997873.1,polynucleotide kinase-phosphatase
WP_010997875.1,hypothetical protein
WP_010997876.1,class I fructose-bisphosphate aldolase
WP_010997877.1,hypothetical protein
WP_010997878.1,Uma2 family endonuclease
WP_010997879.1,Mo-dependent nitrogenase C-terminal domain-containing protein
WP_010997880.1,GTPase ObgE
WP_010997881.1,heterocyst differentiation pentapeptide repeat protein HetL
WP_010997882.1,NAD(P)H-dependent flavin oxidoreductase
WP_010997883.1,photosystem II q(b) protein
WP_010997884.1,ArsR/SmtB family transcription factor
WP_010997885.1,beta-carotene ketolase CrtO
WP_010997886.1,LmeA family phospholipid-binding protein
WP_010997887.1,cytochrome P450
WP_010997888.1,cupin domain-containing protein
WP_010997889.1,cysteine hydrolase family protein
WP_010997890.1,amidohydrolase
WP_010997891.1,class I SAM-dependent methyltransferase
WP_010997892.1,ferrochelatase
WP_010997893.1,DUF2808 domain-containing protein
WP_010997894.1,SDR family NAD(P)-dependent oxidoreductase
WP_010997895.1,BCSC C-terminal domain-containing protein
WP_010997896.1,DUF3131 domain-containing protein
WP_010997897.1,DUF3131 domain-containing protein
WP_010997899.1,STAS domain-containing protein
WP_010997900.1,SpoIIE family protein phosphatase
WP_010997901.1,ATP-binding protein
WP_010997902.1,GAF domain-containing protein
WP_010997903.1,peptide ABC transporter substrate-binding protein
WP_010997905.1,hybrid sensor histidine kinase/response regulator
WP_010997906.1,ATP-binding response regulator
WP_010997907.1,response regulator
WP_010997909.1,response regulator transcription factor
WP_010997912.1,aldehyde dehydrogenase family protein
WP_010997913.1,hypothetical protein
WP_010997914.1,serine/threonine-protein kinase
WP_010997915.1,rhomboid family intramembrane serine protease
WP_010997916.1,hypothetical protein
WP_010997917.1,FHA domain-containing protein
WP_010997918.1,hypothetical protein
WP_010997919.1,hypothetical protein
WP_010997920.1,PIN domain-containing protein
WP_010997922.1,hypothetical protein
WP_010997923.1,heavy metal translocating P-type ATPase
WP_010997925.1,TM2 domain-containing protein
WP_010997926.1,CPBP family intramembrane glutamic endopeptidase
WP_010997928.1,YcjF family protein
WP_010997929.1,response regulator transcription factor
WP_010997930.1,NACHT domain-containing protein
WP_010997931.1,rhodanese-like domain-containing protein
WP_010997932.1,ribonuclease H-like domain-containing protein
WP_010997933.1,CAP domain-containing protein
WP_010997934.1,CAP domain-containing protein
WP_010997935.1,tryptophan synthase subunit beta
WP_010997936.1,translation initiation factor
WP_010997937.1,YqaE/Pmp3 family membrane protein
WP_010997938.1,fasciclin domain-containing protein
WP_010997939.1,glutathione S-transferase family protein
WP_010997940.1,helicase HerA domain-containing protein
WP_010997941.1,"RNA polymerase sigma factor, RpoD/SigA family"
WP_010997942.1,hypothetical protein
WP_010997945.1,homospermidine biosynthesis protein
WP_010997947.1,P-loop NTPase fold protein
WP_010997948.1,tetratricopeptide repeat protein
WP_010997949.1,Dps family protein
WP_010997950.1,carbamoyl-phosphate synthase large subunit
WP_010997954.1,CBS domain-containing protein
WP_010997955.1,phycobilisome degradation protein NblB
WP_010997956.1,pre-peptidase C-terminal domain-containing protein
WP_010997959.1,hypothetical protein
WP_010997960.1,DUF4351 domain-containing protein
WP_010997961.1,DUF456 domain-containing protein
WP_010997962.1,cofactor assembly of complex C subunit B
WP_010997963.1,response regulator transcription factor RpaB
WP_010997964.1,DNA repair protein RadA
WP_010997965.1,Uma2 family endonuclease
WP_010997966.1,SDH family Clp fold serine proteinase
WP_010997967.1,peptidoglycan-binding domain-containing protein
WP_010997968.1,hypothetical protein
WP_010997969.1,ribosome maturation factor RimP
WP_010997970.1,transcription termination factor NusA
WP_010997971.1,YlxR family protein
WP_010997973.1,translation initiation factor IF-2
WP_010997974.1,low-complexity tail membrane protein
WP_010997975.1,hypothetical protein
WP_010997976.1,alpha/beta hydrolase
WP_010997977.1,SDR family oxidoreductase
WP_010997978.1,Rpn family recombination-promoting nuclease/putative transposase
WP_010997979.1,tetratricopeptide repeat protein
WP_010997981.1,NAD(P)H-quinone oxidoreductase subunit J
WP_010997982.1,NADH dehydrogenase subunit K
WP_010997983.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit C
WP_010997984.1,rubredoxin
WP_010997985.1,photosynthesis system II assembly factor Ycf48
WP_010997986.1,cytochrome b559 subunit alpha
WP_010997987.1,cytochrome b559 subunit beta
WP_010997988.1,photosystem II reaction center protein L
WP_010997989.1,photosystem II reaction center protein J
WP_010997990.1,photosystem I reaction center subunit VIII
WP_010997991.1,hypothetical protein
WP_010997992.1,hypothetical protein
WP_010997993.1,hypothetical protein
WP_010997994.1,RNA polymerase sigma factor SigF
WP_010997995.1,photosystem II manganese-stabilizing polypeptide
WP_010997998.1,cell division protein FtsQ/DivIB
WP_010997999.1,cell division protein FtsZ
WP_010998000.1,glutathione synthase
WP_010998001.1,glutaredoxin 3
WP_010998002.1,PEP-CTERM sorting domain-containing protein
WP_010998003.1,GTPase HflX
WP_010998004.1,HAD family hydrolase
WP_010998005.1,DNA double-strand break repair nuclease NurA
WP_010998006.1,"GTP 3',8-cyclase MoaA"
WP_010998007.1,aromatic ring-hydroxylating oxygenase subunit alpha
WP_010998009.1,hypothetical protein
WP_010998010.1,Rid family detoxifying hydrolase
WP_010998011.1,NUDIX domain-containing protein
WP_010998012.1,4-alpha-glucanotransferase
WP_010998013.1,helix-turn-helix domain-containing protein
WP_010998014.1,pseudouridine synthase
WP_010998015.1,LmeA family phospholipid-binding protein
WP_010998016.1,phosphatidate cytidylyltransferase
WP_010998017.1,"precorrin-6Y C5,15-methyltransferase subunit CbiT"
WP_010998018.1,serine/threonine protein kinase
WP_010998020.1,cyanophycin synthetase
WP_010998023.1,tRNA (guanosine(37)-N1)-methyltransferase TrmD
WP_010998024.1,"2-C-methyl-D-erythritol 2,4-cyclodiphosphate synthase"
WP_010998025.1,ABC transporter substrate-binding protein
WP_010998026.1,nickel pincer cofactor biosynthesis protein LarB
WP_010998027.1,hypothetical protein
WP_010998028.1,argininosuccinate lyase
WP_010998029.1,hypothetical protein
WP_010998031.1,hypothetical protein
WP_010998032.1,diflavin flavoprotein
WP_010998034.1,hypothetical protein
WP_010998036.1,diflavin flavoprotein
WP_010998037.1,pantothenate kinase
WP_010998038.1,SDR family oxidoreductase
WP_010998039.1,alpha/beta fold hydrolase
WP_010998042.1,peptide-methionine (R)-S-oxide reductase MsrB
WP_010998043.1,B12-binding domain-containing radical SAM protein
WP_010998044.1,ArsR/SmtB family transcription factor
WP_010998045.1,MBL fold metallo-hydrolase
WP_010998046.1,rhodanese-like domain-containing protein
WP_010998047.1,sulfite exporter TauE/SafE family protein
WP_010998048.1,Uma2 family endonuclease
WP_010998049.1,NAD-dependent epimerase/dehydratase family protein
WP_010998050.1,uroporphyrinogen decarboxylase
WP_010998051.1,hypothetical protein
WP_010998053.1,aspartoacylase
WP_010998054.1,succinate--CoA ligase subunit alpha
WP_010998055.1,succinate--CoA ligase subunit beta
WP_010998056.1,hypothetical protein
WP_010998058.1,hypothetical protein
WP_010998060.1,tRNA (5-methylaminomethyl-2-thiouridine)(34)-methyltransferase MnmD
WP_010998061.1,response regulator
WP_010998062.1,bifunctional UDP-N-acetylglucosamine diphosphorylase/glucosamine-1-phosphate N-acetyltransferase GlmU
WP_010998063.1,isoaspartyl peptidase/L-asparaginase
WP_010998064.1,DUF2256 domain-containing protein
WP_010998067.1,hypothetical protein
WP_010998068.1,dynamin family protein
WP_010998071.1,peptidoglycan-binding domain-containing protein
WP_010998072.1,rhomboid family intramembrane serine protease
WP_010998073.1,hypothetical protein
WP_010998074.1,glycoside hydrolase family 10 protein
WP_010998075.1,"cobyrinate a,c-diamide synthase"
WP_010998076.1,HU family DNA-binding protein
WP_010998078.1,dihydrolipoyl dehydrogenase family protein
WP_010998079.1,ABC transporter substrate-binding protein
WP_010998080.1,FTR1 family iron permease
WP_010998081.1,ferritin-like domain-containing protein
WP_010998082.1,helix-hairpin-helix domain-containing protein
WP_010998083.1,multicopper oxidase domain-containing protein
WP_010998085.1,energy-coupling factor ABC transporter substrate-binding protein
WP_010998086.1,cobalt ECF transporter T component CbiQ
WP_010998087.1,energy-coupling factor ABC transporter ATP-binding protein
WP_010998088.1,energy-coupling factor ABC transporter permease
WP_010998089.1,energy-coupling factor transporter transmembrane component T family protein
WP_010998091.1,Cof-type HAD-IIB family hydrolase
WP_010998093.1,Crp/Fnr family transcriptional regulator
WP_010998094.1,LysR family transcriptional regulator
WP_010998095.1,NnrU family protein
WP_010998096.1,thioredoxin family protein
WP_010998097.1,NAD(P)H-quinone oxidoreductase subunit 5
WP_010998098.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit D1
WP_010998100.1,hypothetical protein
WP_010998101.1,DUF433 domain-containing protein
WP_010998102.1,DUF5615 family PIN-like protein
WP_010998103.1,hypothetical protein
WP_010998105.1,phosphoglucomutase/phosphomannomutase family protein
WP_010998106.1,PD-(D/E)XK nuclease family protein
WP_010998108.1,leucyl/phenylalanyl-tRNA--protein transferase
WP_010998109.1,hypothetical protein
WP_010998110.1,30S ribosomal protein S14
WP_010998111.1,endonuclease III
WP_010998112.1,RIP metalloprotease RseP
WP_010998113.1,type II toxin-antitoxin system VapC family toxin
WP_010998114.1,hypothetical protein
WP_010998115.1,type II toxin-antitoxin system Phd/YefM family antitoxin
WP_010998117.1,serine--tRNA ligase
WP_010998120.1,PadR family transcriptional regulator
WP_010998121.1,cofactor assembly of complex C subunit B
WP_010998123.1,GAF domain-containing sensor histidine kinase
WP_010998125.1,hypothetical protein
WP_010998127.1,hypothetical protein
WP_010998128.1,exonuclease subunit SbcC
WP_010998129.1,CBS domain-containing protein
WP_010998130.1,hypothetical protein
WP_010998131.1,rhodanese-like domain-containing protein
WP_010998132.1,photosystem II reaction center protein PsbZ
WP_010998133.1,"6,7-dimethyl-8-ribityllumazine synthase"
WP_010998134.1,hypothetical protein
WP_010998135.1,glutamate-5-semialdehyde dehydrogenase
WP_010998136.1,GIY-YIG nuclease family protein
WP_010998137.1,protein kinase domain-containing protein
WP_010998138.1,DUF7219 family protein
WP_010998140.1,chlorophyll a/b light-harvesting protein pcb
WP_010998141.1,chlorophyll a/b binding light-harvesting protein
WP_010998142.1,chlorophyll a/b binding light-harvesting protein
WP_010998143.1,chlorophyll a/b binding light-harvesting protein
WP_010998144.1,hypothetical protein
WP_010998145.1,hypothetical protein
WP_010998146.1,hypothetical protein
WP_010998148.1,pyruvate kinase
WP_010998150.1,Crp/Fnr family transcriptional regulator
WP_010998151.1,SDR family oxidoreductase
WP_010998152.1,chorismate mutase
WP_010998153.1,signal peptide peptidase SppA
WP_010998154.1,hypothetical protein
WP_010998155.1,MlaE family lipid ABC transporter permease subunit
WP_010998156.1,DUF3119 family protein
WP_010998157.1,DUF3086 domain-containing protein
WP_010998158.1,glucose-6-phosphate dehydrogenase assembly protein OpcA
WP_010998159.1,glucose-6-phosphate dehydrogenase
WP_010998160.1,transaldolase
WP_010998161.1,class 1 fructose-bisphosphatase
WP_010998162.1,RNA recognition motif domain-containing protein
WP_010998164.1,cytochrome ubiquinol oxidase subunit I
WP_010998165.1,MFS transporter
WP_010998167.1,DUF1636 family protein
WP_010998170.1,(2Fe-2S) ferredoxin domain-containing protein
WP_010998172.1,FecCD family ABC transporter permease
WP_010998174.1,hypothetical protein
WP_010998175.1,"ribonucleoside-triphosphate reductase, adenosylcobalamin-dependent"
WP_010998176.1,Npun_F5749 family FMN-dependent PPOX-type flavoprotein
WP_010998177.1,serine O-acetyltransferase
WP_010998178.1,hypothetical protein
WP_010998180.1,WG repeat-containing protein
WP_010998181.1,Uma2 family endonuclease
WP_010998182.1,DUF3352 domain-containing protein
WP_010998183.1,rhodanese-like domain-containing protein
WP_010998184.1,heat-inducible transcriptional repressor HrcA
WP_010998185.1,hypothetical protein
WP_010998186.1,glutathione S-transferase family protein
WP_010998187.1,hypothetical protein
WP_010998188.1,hypothetical protein
WP_010998189.1,DUF2382 domain-containing protein
WP_010998191.1,DUF2382 domain-containing protein
WP_010998192.1,transketolase
WP_010998194.1,S-methyl-5'-thioadenosine phosphorylase
WP_010998195.1,YgfZ/GcvT domain-containing protein
WP_010998196.1,hypothetical protein
WP_010998197.1,fatty acyl-AMP ligase
WP_010998198.1,acyl-CoA dehydrogenase
WP_010998199.1,acyl carrier protein
WP_010998201.1,hypothetical protein
WP_010998203.1,CDP-diacylglycerol--glycerol-3-phosphate 3-phosphatidyltransferase
WP_010998204.1,DUF58 domain-containing protein
WP_010998205.1,ferredoxin thioredoxin reductase catalytic beta subunit
WP_010998206.1,DUF309 domain-containing protein
WP_010998207.1,LptA/OstA family protein
WP_010998208.1,LPS export ABC transporter ATP-binding protein
WP_010998209.1,LptF/LptG family permease
WP_010998211.1,lysine--tRNA ligase
WP_010998212.1,calcium-binding protein
WP_010998214.1,M48 family metallopeptidase
WP_010998215.1,helicase C-terminal domain-containing protein
WP_010998216.1,DUF2839 domain-containing protein
WP_010998217.1,DUF1815 family protein
WP_010998219.1,acyl-CoA thioesterase
WP_010998220.1,RluA family pseudouridine synthase
WP_010998221.1,glycoside hydrolase family 10 protein
WP_010998222.1,transposase
WP_010998223.1,FHA domain-containing protein
WP_010998224.1,FHA domain-containing protein
WP_010998225.1,deoxyribonuclease V
WP_010998226.1,hypothetical protein
WP_010998228.1,YifB family Mg chelatase-like AAA ATPase
WP_010998229.1,hypothetical protein
WP_010998232.1,J domain-containing protein
WP_010998233.1,ChaB family protein
WP_010998234.1,NAD(P)/FAD-dependent oxidoreductase
WP_010998235.1,HAD-IA family hydrolase
WP_010998236.1,hybrid sensor histidine kinase/response regulator
WP_010998237.1,response regulator
WP_010998238.1,hypothetical protein
WP_010998239.1,LysR family transcriptional regulator
WP_010998240.1,photosystem II repair protein Psb32
WP_010998241.1,DUF4346 domain-containing protein
WP_010998242.1,GNAT family N-acetyltransferase
WP_010998243.1,RibD family protein
WP_010998245.1,Gfo/Idh/MocA family protein
WP_010998248.1,hypothetical protein
WP_010998249.1,magnesium/cobalt transporter CorA
WP_010998250.1,glycine--tRNA ligase subunit beta
WP_010998251.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
WP_010998252.1,DUF3611 family protein
WP_010998253.1,TspO/MBR family protein
WP_010998254.1,TspO/MBR family protein
WP_010998256.1,hypothetical protein
WP_010998257.1,DUF3172 domain-containing protein
WP_010998259.1,homoserine dehydrogenase
WP_010998260.1,ferredoxin--NADP reductase
WP_010998261.1,hypothetical protein
WP_010998262.1,phosphoribulokinase
WP_010998263.1,methionine adenosyltransferase
WP_010998265.1,glycosyltransferase
WP_010998266.1,glycosyltransferase family 39 protein
WP_010998267.1,LA_3751/LA_3752 family putative glycosyltransferase
WP_010998268.1,"7,8-didemethyl-8-hydroxy-5-deazariboflavin synthase subunit CofH"
WP_010998269.1,amino acid ABC transporter substrate-binding protein
WP_010998270.1,phosphoglycerate kinase
WP_010998271.1,universal stress protein
WP_010998272.1,DUF433 domain-containing protein
WP_010998273.1,DUF5615 family PIN-like protein
WP_010998275.1,type II toxin-antitoxin system Phd/YefM family antitoxin
WP_010998277.1,BrnT family toxin
WP_010998278.1,DUF4145 domain-containing protein
WP_010998279.1,translational GTPase TypA
WP_010998280.1,serine/threonine-protein kinase
WP_010998281.1,Uma2 family endonuclease
WP_010998282.1,Uma2 family endonuclease
WP_010998283.1,nucleotide exchange factor GrpE
WP_010998284.1,Dps family protein
WP_010998285.1,ParB N-terminal domain-containing protein
WP_010998286.1,SpoIID/LytB domain-containing protein
WP_010998287.1,ferredoxin PetF1
WP_010998289.1,type I methionyl aminopeptidase
WP_010998290.1,Coq4 family protein
WP_010998291.1,pentapeptide repeat-containing protein
WP_010998293.1,PCP reductase family protein
WP_010998295.1,NAD(P)H-quinone oxidoreductase subunit F
WP_010998296.1,NADH-quinone oxidoreductase subunit M
WP_010998298.1,hypothetical protein
WP_010998300.1,7-carboxy-7-deazaguanine synthase QueE
WP_010998301.1,DUF3318 domain-containing protein
WP_010998304.1,amino acid ABC transporter permease
WP_010998305.1,amino acid ABC transporter permease
WP_010998307.1,glycosyltransferase family 4 protein
WP_010998308.1,ribosome silencing factor
WP_010998309.1,CGLD27 family protein
WP_010998310.1,asparaginase
WP_010998311.1,slr1306 family protein
WP_010998312.1,DNA cytosine methyltransferase
WP_010998313.1,deoxyribose-phosphate aldolase
WP_010998314.1,DNA repair protein RecO
WP_010998317.1,glycosyltransferase family 4 protein
WP_010998318.1,DUF262 domain-containing protein
WP_010998319.1,peptidase
WP_010998320.1,preprotein translocase subunit SecG
WP_010998321.1,"2,3-bisphosphoglycerate-independent phosphoglycerate mutase"
WP_010998322.1,ABC-F family ATP-binding cassette domain-containing protein
WP_010998323.1,Rpn family recombination-promoting nuclease/putative transposase
WP_010998324.1,peptide chain release factor 1
WP_010998325.1,50S ribosomal protein L31
WP_010998326.1,30S ribosomal protein S9
WP_010998327.1,50S ribosomal protein L13
WP_010998328.1,tRNA pseudouridine(38-40) synthase TruA
WP_010998329.1,50S ribosomal protein L17
WP_010998330.1,DNA-directed RNA polymerase subunit alpha
WP_010998331.1,30S ribosomal protein S11
WP_010998332.1,30S ribosomal protein S13
WP_010998333.1,50S ribosomal protein L36
WP_010998334.1,adenylate kinase
WP_010998335.1,preprotein translocase subunit SecY
WP_010998336.1,50S ribosomal protein L15
WP_010998337.1,30S ribosomal protein S5
WP_010998338.1,50S ribosomal protein L18
WP_010998339.1,50S ribosomal protein L6
WP_010998340.1,30S ribosomal protein S8
WP_010998341.1,50S ribosomal protein L5
WP_010998342.1,50S ribosomal protein L24
WP_010998343.1,50S ribosomal protein L14
WP_010998344.1,30S ribosomal protein S17
WP_010998345.1,50S ribosomal protein L29
WP_010998346.1,50S ribosomal protein L16
WP_010998347.1,30S ribosomal protein S3
WP_010998348.1,50S ribosomal protein L22
WP_010998349.1,30S ribosomal protein S19
WP_010998350.1,50S ribosomal protein L2
WP_010998351.1,50S ribosomal protein L23
WP_010998352.1,50S ribosomal protein L4
WP_010998353.1,50S ribosomal protein L3
WP_010998354.1,NAD(P)H-quinone oxidoreductase subunit N
WP_010998355.1,GNAT family N-acetyltransferase
WP_010998356.1,hypothetical protein
WP_010998357.1,ABC transporter permease
WP_010998358.1,pentapeptide repeat-containing protein
WP_010998359.1,alpha/beta fold hydrolase
WP_010998361.1,cardiolipin synthase
WP_010998362.1,hypothetical protein
WP_010998363.1,putative bifunctional diguanylate cyclase/phosphodiesterase
WP_010998364.1,DUF2335 domain-containing protein
WP_010998367.1,DUF262 domain-containing protein
WP_010998368.1,HEPN domain-containing protein
WP_010998369.1,zinc-dependent peptidase
WP_010998370.1,"threonine ammonia-lyase, biosynthetic"
WP_010998371.1,AAA family ATPase
WP_010998373.1,bifunctional glutamate N-acetyltransferase/amino-acid acetyltransferase ArgJ
WP_010998376.1,phytase
WP_010998377.1,peptidase domain-containing ABC transporter
WP_010998378.1,HlyD family efflux transporter periplasmic adaptor subunit
WP_010998379.1,DUF427 domain-containing protein
WP_010998380.1,universal stress protein
WP_010998381.1,K(+)-transporting ATPase subunit C
WP_010998382.1,K(+)-transporting ATPase subunit F
WP_010998383.1,potassium-transporting ATPase subunit KdpB
WP_010998384.1,potassium-transporting ATPase subunit KdpA
WP_010998386.1,primosomal protein N'
WP_010998387.1,RpoD/SigA family RNA polymerase sigma factor
WP_010998388.1,GNAT family N-acetyltransferase
WP_010998389.1,cytochrome c6 PetJ
WP_010998390.1,Gfo/Idh/MocA family protein
WP_010998397.1,hypothetical protein
WP_010998398.1,hypothetical protein
WP_010998399.1,GAF domain-containing protein
WP_010998400.1,hypothetical protein
WP_010998401.1,cytochrome b6-f complex subunit PetN
WP_010998404.1,hypothetical protein
WP_010998406.1,hopanoid-associated sugar epimerase
WP_010998407.1,adenosyl-hopene transferase HpnH
WP_010998408.1,DUF2237 family protein
WP_010998409.1,hypothetical protein
WP_010998410.1,quinone-dependent dihydroorotate dehydrogenase
WP_010998412.1,FAD-dependent hydroxylase
WP_010998414.1,YebC/PmpR family DNA-binding transcriptional regulator
WP_010998415.1,ABC transporter substrate-binding protein
WP_010998417.1,TetR/AcrR family transcriptional regulator
WP_010998418.1,ABC exporter membrane fusion protein
WP_010998421.1,creatininase family protein
WP_010998422.1,carotenoid oxygenase family protein
WP_010998423.1,folate/biopterin family MFS transporter
WP_010998424.1,beta-ketoacyl-ACP synthase
WP_010998427.1,photosystem I assembly protein Ycf4
WP_010998428.1,photosystem II D2 protein (photosystem q(a) protein)
WP_010998429.1,photosystem II reaction center protein CP43
WP_010998431.1,hypothetical protein
WP_010998432.1,peptidoglycan-binding domain-containing protein
WP_010998433.1,SH3 domain-containing protein
WP_010998434.1,AAA family ATPase
WP_010998435.1,Nif11-like leader peptide family natural product precursor
WP_010998436.1,DUF1802 family protein
WP_010998438.1,hypothetical protein
WP_010998441.1,pentapeptide repeat-containing protein
WP_010998442.1,DICT sensory domain-containing protein
WP_010998444.1,DUF2809 domain-containing protein
WP_010998447.1,DUF4079 domain-containing protein
WP_010998448.1,hypothetical protein
WP_010998449.1,ABC transporter ATP-binding protein
WP_010998450.1,response regulator transcription factor
WP_010998451.1,DUF6761 family protein
WP_010998453.1,COG3650 family protein
WP_010998454.1,phospho-N-acetylmuramoyl-pentapeptide-transferase
WP_010998455.1,DUF3134 domain-containing protein
WP_010998456.1,PAP/fibrillin family protein
WP_010998457.1,photosystem I reaction center subunit IV
WP_010998458.1,DNA-formamidopyrimidine glycosylase
WP_010998459.1,NAD(P)H-quinone oxidoreductase subunit O
WP_010998461.1,"beta-1,6-N-acetylglucosaminyltransferase"
WP_010998463.1,ATP-dependent Clp protease adapter ClpS
WP_010998465.1,pyridoxal phosphate-dependent aminotransferase
WP_010998466.1,hypothetical protein
WP_010998467.1,STAS domain-containing protein
WP_010998468.1,TIGR03960 family B12-binding radical SAM protein
WP_010998469.1,Rne/Rng family ribonuclease
WP_010998470.1,ribonuclease HII
WP_010998471.1,DUF1997 domain-containing protein
WP_010998472.1,prephenate dehydratase
WP_010998473.1,LON peptidase substrate-binding domain-containing protein
WP_010998474.1,30S ribosomal protein S10
WP_010998475.1,elongation factor Tu
WP_010998476.1,elongation factor G
WP_010998477.1,30S ribosomal protein S7
WP_010998478.1,HesB/IscA family protein
WP_010998479.1,phosphomannose isomerase type II C-terminal cupin domain
WP_010998480.1,phosphodiester glycosidase family protein
WP_010998481.1,glutamate synthase-related protein
WP_010998482.1,polysaccharide deacetylase family protein
WP_010998483.1,ArnT family glycosyltransferase
WP_010998484.1,ArnT family glycosyltransferase
WP_010998485.1,hypothetical protein
WP_010998486.1,hypothetical protein
WP_010998487.1,mannosyltransferase family protein
WP_010998489.1,hypothetical protein
WP_010998490.1,MoaD/ThiS family protein
WP_010998491.1,Rieske 2Fe-2S domain-containing protein
WP_010998492.1,J domain-containing protein
WP_010998494.1,ATP-dependent Clp protease proteolytic subunit
