protein_id,refseq_product
WP_011244339.1,phenylalanine--tRNA ligase subunit alpha
WP_011244340.1,5'/3'-nucleotidase SurE
WP_011244342.1,transcriptional coactivator PipX
WP_011244343.1,YggS family pyridoxal phosphate-dependent enzyme
WP_011244346.1,glycerol-3-phosphate 1-O-acyltransferase PlsY
WP_011244347.1,DUF2949 domain-containing protein
WP_011244348.1,FAD-dependent hydroxylase
WP_011244351.1,ABC transporter permease
WP_011244352.1,TM0106 family RecB-like putative nuclease
WP_011244354.1,photosystem I core protein PsaA
WP_011244355.1,photosystem I core protein PsaB
WP_011244356.1,aminomethyl-transferring glycine dehydrogenase
WP_011244357.1,glycine cleavage system protein GcvH
WP_011244359.1,PRC-barrel domain-containing protein
WP_011244360.1,adenosylmethionine decarboxylase
WP_011244361.1,hypothetical protein
WP_011244364.1,DNA/RNA nuclease SfsA
WP_011244366.1,helix-turn-helix domain-containing protein
WP_011244367.1,hypothetical protein
WP_011244375.1,phycobilisome rod-core linker polypeptide
WP_011244376.1,glucose-6-phosphate isomerase
WP_011244377.1,glycosyltransferase family 4 protein
WP_011244378.1,glycosyltransferase family 2 protein
WP_011244379.1,undecaprenyl-phosphate glucose phosphotransferase
WP_011244380.1,glycosyltransferase
WP_011244382.1,ribosome maturation factor RimP
WP_011244384.1,YlxR family protein
WP_011244386.1,low-complexity tail membrane protein
WP_011244387.1,DUF3493 domain-containing protein
WP_011244388.1,YggT family protein
WP_011244389.1,photosystem II reaction center X protein
WP_011244391.1,TolB family protein
WP_011244392.1,TolB family protein
WP_011244394.1,ribonuclease Z
WP_011244398.1,pantetheine-phosphate adenylyltransferase
WP_011244399.1,hypothetical protein
WP_011244400.1,anti-sigma factor
WP_011244401.1,sigma-70 family RNA polymerase sigma factor
WP_011244407.1,RNA recognition motif domain-containing protein
WP_011244409.1,high light inducible protein
WP_011244410.1,hypothetical protein
WP_011244411.1,bifunctional phosphoribosyl-AMP cyclohydrolase/phosphoribosyl-ATP diphosphatase HisIE
WP_011244412.1,acireductone synthase
WP_011244413.1,methylthioribulose 1-phosphate dehydratase
WP_011244414.1,S-methyl-5-thioribose-1-phosphate isomerase
WP_011244415.1,large conductance mechanosensitive channel protein MscL
WP_011244417.1,cation diffusion facilitator family transporter
WP_011244418.1,hypothetical protein
WP_011244421.1,fructosamine kinase family protein
WP_011244422.1,15-cis-phytoene synthase CrtB
WP_011244424.1,NAD(P)H-quinone oxidoreductase subunit M
WP_011244428.1,thioredoxin family protein
WP_011244430.1,photosynthetic/respiratory NAD(P)H-quinone oxidoreductase subunit D1
WP_011244431.1,LapA family protein
WP_011244433.1,nucleotidyltransferase family protein
WP_011244434.1,tetratricopeptide repeat protein
WP_011244436.1,AbrB family transcriptional regulator
WP_011244439.1,chlororespiratory reduction protein 7
WP_011244442.1,S66 peptidase family protein
WP_011244443.1,photosystem II protein Y
WP_011244444.1,gamma carbonic anhydrase family protein
WP_011244447.1,helix-turn-helix domain-containing protein
WP_011244449.1,"acetyl-CoA carboxylase, carboxyltransferase subunit beta"
WP_011244451.1,6-pyruvoyl trahydropterin synthase family protein
WP_011244453.1,hypothetical protein
WP_011244454.1,hypothetical protein
WP_011244456.1,2TM domain-containing protein
WP_011244457.1,Ig-like domain-containing protein
WP_011244458.1,hypothetical protein
WP_011244459.1,excinuclease ABC subunit UvrC
WP_011244460.1,pyruvate dehydrogenase (acetyl-transferring) E1 component subunit alpha
WP_011244461.1,ARC6/PARC6 family protein
WP_011244462.1,peroxiredoxin
WP_011244464.1,organoarsenical effux MFS transporter ArsJ
WP_011244469.1,prepilin peptidase
WP_011244471.1,type 2 isopentenyl-diphosphate Delta-isomerase
WP_011244472.1,DUF4330 domain-containing protein
WP_011244473.1,metallophosphoesterase family protein
WP_011244474.1,DUF1995 family protein
WP_011244475.1,cysteine desulfurase family protein
WP_011244476.1,hypothetical protein
WP_011244477.1,diaminopimelate epimerase
WP_011244481.1,sigma-70 family RNA polymerase sigma factor
WP_011244482.1,anti-sigma factor family protein
WP_011244483.1,gamma-glutamylcyclotransferase family protein
WP_011244485.1,helix-turn-helix domain-containing protein
WP_011244488.1,signal peptide peptidase SppA
WP_011244489.1,chorismate mutase
WP_011244490.1,hypothetical protein
WP_011244491.1,hypothetical protein
WP_011244492.1,photosystem I reaction center subunit XII
WP_011244496.1,hypothetical protein
WP_011244497.1,DUF2996 domain-containing protein
WP_011244498.1,magnesium-protoporphyrin IX monomethyl ester (oxidative) cyclase
WP_011244499.1,peptidylprolyl isomerase
WP_011244501.1,HlyD family type I secretion periplasmic adaptor subunit
WP_011244502.1,class I SAM-dependent methyltransferase
WP_011244503.1,glycosyltransferase family 4 protein
WP_011244505.1,dCTP deaminase
WP_011244507.1,3-isopropylmalate dehydratase large subunit
WP_011244508.1,TIGR04168 family protein
WP_011244510.1,2OG-Fe(II) oxygenase
WP_011244513.1,rhodanese-related sulfurtransferase
WP_011244514.1,NYN domain-containing protein
WP_011244515.1,hypothetical protein
WP_011244516.1,glycoside hydrolase family 57 protein
WP_011244517.1,class I SAM-dependent methyltransferase
WP_011244518.1,glycosyltransferase family 4 protein
WP_011244520.1,HAD-IA family hydrolase
WP_011244521.1,adenylyltransferase/cytidyltransferase family protein
WP_011244522.1,GUN4 domain-containing protein
WP_011244523.1,photosystem II complex extrinsic protein PsbU
WP_011244525.1,AAA family ATPase
WP_011244526.1,DUF58 domain-containing protein
WP_011244527.1,transglutaminase TgpA family protein
WP_011244528.1,hypothetical protein
WP_011244529.1,TldD/PmbA family protein
WP_011244530.1,tRNA (cytidine(34)-2'-O)-methyltransferase
WP_011244531.1,response regulator transcription factor
WP_011244532.1,sensor histidine kinase
WP_011244533.1,YHS domain-containing (seleno)protein
WP_011244534.1,efflux RND transporter periplasmic adaptor subunit
WP_011244535.1,efflux RND transporter permease subunit
WP_011244536.1,hypothetical protein
WP_011244539.1,NAD(+) kinase
WP_011244542.1,Tic22 family protein
WP_011244544.1,response regulator transcription factor
WP_011244545.1,putative bifunctional diguanylate cyclase/phosphodiesterase
WP_011244546.1,heme oxygenase (biliverdin-producing)
WP_011244551.1,precorrin-2 C(20)-methyltransferase
WP_011244552.1,precorrin-8X methylmutase
WP_011244553.1,precorrin-3B synthase
WP_011244554.1,bifunctional cobalt-precorrin-7 (C(5))-methyltransferase/cobalt-precorrin-6B (C(15))-methyltransferase
WP_011244555.1,RNA polymerase sigma factor SigC
WP_011244556.1,aspartate-semialdehyde dehydrogenase
WP_011244557.1,4-hydroxy-tetrahydrodipicolinate synthase
WP_011244559.1,hypothetical protein
WP_011244560.1,preQ(1) synthase
WP_011244565.1,esterase/lipase family protein
WP_011244566.1,ferredoxin:protochlorophyllide reductase (ATP-dependent) subunit B
WP_011244567.1,DUF2605 domain-containing protein
WP_011244570.1,hypothetical protein
WP_011244571.1,ParA family protein
WP_011244572.1,CAAD domain-containing protein
WP_011244573.1,GuaB3 family IMP dehydrogenase-related protein
WP_011244574.1,thioredoxin
WP_011244575.1,1-(5-phosphoribosyl)-5-[(5-phosphoribosylamino)methylideneamino]imidazole-4-carboxamide isomerase
WP_011244576.1,TIGR02450 family Trp-rich protein
WP_011244578.1,NAD-dependent epimerase/dehydratase family protein
WP_011244580.1,CBS domain-containing protein
WP_011244583.1,tetratricopeptide repeat protein
WP_011244586.1,hypothetical protein
WP_011244591.1,molecular chaperone HtpG
WP_011244596.1,NUDIX domain-containing protein
WP_011244597.1,thioredoxin-dependent thiol peroxidase
WP_011244598.1,4'-phosphopantetheinyl transferase family protein
WP_011244599.1,hypothetical protein
WP_011244600.1,Fur family transcriptional regulator
WP_011244601.1,DUF3685 domain-containing protein
WP_011244602.1,alpha/beta fold hydrolase
WP_011244603.1,Spy/CpxP family protein refolding chaperone
WP_011244605.1,hypothetical protein
WP_011244607.1,YciI family protein
WP_011244608.1,SsrA-binding protein SmpB
WP_011244611.1,porphobilinogen synthase
WP_011244612.1,PQQ-dependent sugar dehydrogenase
WP_011244614.1,DnaJ C-terminal domain-containing protein
WP_011244615.1,translocation/assembly module TamB domain-containing protein
WP_011244616.1,Fe-S cluster assembly sulfur transfer protein SufU
WP_011244617.1,Ycf51 family protein
WP_011244618.1,DUF4332 domain-containing protein
WP_011244620.1,UPF0182 family protein
WP_011244621.1,threonine synthase
WP_011244622.1,MoaD/ThiS family protein
WP_011244623.1,DNA mismatch repair endonuclease MutL
WP_011244626.1,hypothetical protein
WP_011244627.1,PhoH family protein
WP_011244628.1,30S ribosomal protein S21
WP_011244630.1,30S ribosomal protein S16
WP_011244633.1,hypothetical protein
WP_011244639.1,inositol monophosphatase family protein
WP_011244645.1,hypothetical protein
WP_011244647.1,hypothetical protein
WP_011244648.1,GNAT family N-acetyltransferase
WP_011244649.1,HEAT repeat domain-containing protein
WP_011244650.1,DUF2997 domain-containing protein
WP_011244652.1,ferredoxin
WP_011244654.1,aldo/keto reductase
WP_011244657.1,acyl-CoA thioesterase
WP_011244658.1,NAD(P)H-quinone oxidoreductase subunit H
WP_011244660.1,UDP-N-acetylmuramate--L-alanine ligase
WP_011244661.1,UDP-N-acetylmuramate dehydrogenase
WP_011244663.1,SufS family cysteine desulfurase
WP_011244665.1,Fe-S cluster assembly ATPase SufC
WP_011244666.1,Fe-S cluster assembly protein SufB
WP_011244667.1,ferredoxin-thioredoxin reductase catalytic domain-containing protein
WP_011244668.1,iron-sulfur cluster biosynthesis transcriptional regulator SufR
WP_011244669.1,hypothetical protein
WP_011244670.1,phosphoribosyltransferase
WP_011244671.1,thioredoxin family protein
WP_011244675.1,signal peptidase II
WP_011244677.1,hypothetical protein
WP_011244679.1,sulfate ABC transporter substrate-binding protein
WP_011244680.1,HEAT repeat domain-containing protein
WP_011244681.1,hypothetical protein
WP_011244684.1,(Fe-S)-binding protein
WP_011244686.1,uracil phosphoribosyltransferase
WP_011244689.1,DUF1818 family protein
WP_011244690.1,hypothetical protein
WP_011244691.1,DNA-directed RNA polymerase subunit omega
WP_011244694.1,hypothetical protein
WP_011244696.1,photosystem II reaction center protein I
WP_011244697.1,hypothetical protein
WP_011244699.1,TIGR04376 family protein
WP_011244700.1,GDP-L-fucose synthase
WP_011244701.1,MATE family efflux transporter
WP_011244702.1,winged helix-turn-helix transcriptional regulator
WP_011244703.1,CDGSH iron-sulfur domain-containing protein
WP_011244707.1,response regulator
WP_011244708.1,restriction endonuclease
WP_011244711.1,sulfurtransferase
WP_011244712.1,sulfate ABC transporter permease subunit CysW
WP_011244714.1,sulfate ABC transporter substrate-binding protein
WP_011244715.1,sulfate ABC transporter permease subunit CysW
WP_011244716.1,Crp/Fnr family transcriptional regulator
WP_011244721.1,photosystem II reaction center protein Psb28
WP_011244723.1,NAD(P)/FAD-dependent oxidoreductase
WP_011244724.1,hypothetical protein
WP_011244725.1,2TM domain-containing protein
WP_011244726.1,hypothetical protein
WP_011244727.1,cofactor assembly of complex C subunit B
WP_011244728.1,M15 family metallopeptidase
WP_011244730.1,potassium-transporting ATPase subunit KdpB
WP_011244732.1,UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase
WP_011244733.1,neutral zinc metallopeptidase
WP_011244736.1,cysteine--tRNA ligase
WP_011244737.1,COP23 domain-containing protein
WP_011244739.1,NAD(P)H-dependent oxidoreductase
WP_011244741.1,catalase/peroxidase HPI
WP_011244742.1,hypothetical protein
WP_011244747.1,rubrerythrin family protein
WP_011244748.1,Fur family transcriptional regulator
WP_011244750.1,hypothetical protein
WP_011244751.1,ribonuclease III
WP_011244753.1,sensor domain-containing diguanylate cyclase
WP_011244754.1,TIGR00341 family protein
WP_011244756.1,energy-coupling factor ABC transporter ATP-binding protein
WP_011244765.1,Na(+)/H(+) antiporter subunit B
WP_011244767.1,monovalent cation/H(+) antiporter subunit G
WP_011244768.1,hypothetical protein
WP_011244770.1,cation:proton antiporter subunit C
WP_011244771.1,sodium-dependent bicarbonate transport family permease
WP_011244772.1,P-II family nitrogen regulator
WP_011244776.1,16S rRNA (guanine(966)-N(2))-methyltransferase RsmD
WP_011244777.1,imidazole glycerol phosphate synthase subunit HisH
WP_011244778.1,DUF3370 domain-containing protein
WP_011244779.1,HIT family protein
WP_011244781.1,glutaredoxin family protein
WP_011244782.1,membrane protein insertion efficiency factor YidD
WP_011244783.1,30S ribosomal protein S4
WP_011244785.1,nitrate ABC transporter permease
WP_011244786.1,nitrate ABC transporter ATP-binding protein
WP_011244787.1,nitrate ABC transporter ATP-binding protein
WP_011244788.1,metal-binding protein
WP_011244790.1,DUF3153 domain-containing protein
WP_011244791.1,tetratricopeptide repeat protein
WP_011244792.1,acetylglutamate kinase
WP_011244793.1,DUF2854 domain-containing protein
WP_011244794.1,ferredoxin PetF1
WP_011244795.1,50S ribosomal protein L11 methyltransferase
WP_011244796.1,phosphoglycerate dehydrogenase
WP_011244797.1,hypothetical protein
WP_011244799.1,DUF2252 domain-containing protein
WP_011244802.1,lipoyl synthase
WP_011244804.1,tRNA 2-thiouridine(34) synthase MnmA
WP_011244805.1,RNA polymerase sigma factor SigF
WP_011244806.1,SRPBCC family protein
WP_011244808.1,1-deoxy-D-xylulose-5-phosphate reductoisomerase
WP_011244809.1,pseudouridine synthase
WP_011244811.1,histidine phosphatase family protein
WP_011244812.1,sensor histidine kinase
WP_011244813.1,ATP-dependent helicase
WP_011244814.1,histidinol dehydrogenase
WP_011244815.1,30S ribosomal protein S20
WP_011244822.1,E3 ubiquitin ligase family protein
WP_011244823.1,sigma 54-interacting transcriptional regulator
WP_011244824.1,DUF2499 domain-containing protein
WP_011244825.1,polysaccharide pyruvyl transferase CsaB
WP_011244826.1,TOBE domain-containing protein
WP_011244827.1,molybdate ABC transporter substrate-binding protein
WP_011244829.1,succinate dehydrogenase/fumarate reductase iron-sulfur subunit
WP_011244833.1,hypothetical protein
WP_011244835.1,alpha/beta fold hydrolase
WP_011377392.1,HEAT repeat domain-containing protein
WP_011377393.1,DUF1254 domain-containing protein
WP_011377394.1,NAD(P)-dependent alcohol dehydrogenase
WP_011377397.1,permease
WP_011377398.1,YtxH domain-containing protein
WP_011377401.1,30S ribosomal protein S6
WP_011377402.1,glycine--tRNA ligase subunit beta
WP_011377403.1,"sulfite reductase, ferredoxin dependent"
WP_011377404.1,pentapeptide repeat-containing protein
WP_011377405.1,DUF4336 domain-containing protein
WP_011377407.1,alpha/beta hydrolase
WP_011377409.1,hypothetical protein
WP_011377410.1,hypothetical protein
WP_011377411.1,hypothetical protein
WP_011377412.1,NUDIX hydrolase
WP_011377413.1,NADP-dependent phosphogluconate dehydrogenase
WP_011377414.1,SLC13 family permease
WP_011377415.1,FAD-dependent oxidoreductase
WP_011377417.1,exostosin domain-containing protein
WP_011377418.1,type IV pilin protein
WP_011377419.1,type IV pilin protein
WP_011377420.1,tetratricopeptide repeat protein
WP_011377421.1,GNAT family N-acetyltransferase
WP_011377422.1,DegT/DnrJ/EryC1/StrS family aminotransferase
WP_011377423.1,hypothetical protein
WP_011377425.1,"CDP-glucose 4,6-dehydratase"
WP_011377426.1,DUF2887 domain-containing protein
WP_011377428.1,hypothetical protein
WP_011377429.1,hypothetical protein
WP_011377430.1,RNA-binding S4 domain-containing protein
WP_011377431.1,ABC transporter ATP-binding protein
WP_011377432.1,hypothetical protein
WP_011377433.1,HAD family hydrolase
WP_011377434.1,site-2 protease family protein
WP_011377435.1,dTMP kinase
WP_011377436.1,DNA polymerase III subunit delta'
WP_011377437.1,response regulator transcription factor
WP_011377438.1,cobaltochelatase subunit CobN
WP_011377439.1,hypothetical protein
WP_011377440.1,NAD(P)/FAD-dependent oxidoreductase
WP_011377441.1,Uma2 family endonuclease
WP_011377443.1,NAD+ synthase
WP_011377445.1,Dps family protein
WP_011377446.1,helix-turn-helix domain-containing protein
WP_011377447.1,Hsp70 family protein
WP_011377448.1,"deoxyribodipyrimidine photo-lyase, 8-HDF type"
WP_011377449.1,cupin domain-containing protein
WP_011377450.1,Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatB
WP_011377451.1,nucleoside deaminase
WP_011377452.1,lipid-A-disaccharide synthase-related protein
WP_011377455.1,hypothetical protein
WP_011377456.1,cyclic nucleotide-binding domain-containing protein
WP_011377457.1,NAD(P)/FAD-dependent oxidoreductase
WP_011377459.1,O-antigen ligase family protein
WP_011377460.1,M23 family metallopeptidase
WP_011377461.1,biosynthetic-type acetolactate synthase large subunit
WP_011377462.1,protein translocase subunit SecF
WP_011377463.1,protein translocase subunit SecD
WP_011377464.1,alpha-ketoacid dehydrogenase subunit beta
WP_011377465.1,hypothetical protein
WP_011377466.1,AAA family ATPase
WP_011377467.1,methylated-DNA--[protein]-cysteine S-methyltransferase
WP_011377469.1,response regulator
WP_011377471.1,hypothetical protein
WP_011377472.1,molybdopterin-synthase adenylyltransferase MoeB
WP_011377473.1,hypothetical protein
WP_011377474.1,hypothetical protein
WP_011377476.1,hypothetical protein
WP_011377477.1,lipopolysaccharide assembly protein LapA domain-containing protein
WP_011377478.1,ABC transporter permease
WP_011377481.1,class I SAM-dependent methyltransferase
WP_011377482.1,hypothetical protein
WP_011377483.1,gamma-glutamyltransferase
WP_011377484.1,hypothetical protein
WP_011377486.1,DNA polymerase I
WP_011377487.1,folate/biopterin family MFS transporter
WP_011377488.1,DUF2231 domain-containing protein
WP_011377489.1,DUF2231 domain-containing protein
WP_011377490.1,cbb3-type cytochrome c oxidase subunit I
WP_011377491.1,bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD
WP_011377492.1,bifunctional nicotinamide-nucleotide adenylyltransferase/Nudix hydroxylase
WP_011377493.1,hypothetical protein
WP_011377494.1,tetratricopeptide repeat protein
WP_011377495.1,Npun_F0494 family protein
WP_011377496.1,cobyric acid synthase CobQ
WP_011377497.1,chorismate synthase
WP_011377500.1,HAD family hydrolase
WP_011377501.1,hypothetical protein
WP_011377502.1,hypothetical protein
WP_011377504.1,23S rRNA (uracil(1939)-C(5))-methyltransferase RlmD
WP_011377506.1,amino acid ABC transporter permease
WP_011377507.1,amino acid ABC transporter permease
WP_011377508.1,Hsp20/alpha crystallin family protein
WP_011377509.1,ATP-binding protein
WP_011377511.1,VOC family protein
WP_011377512.1,ATP-dependent Clp protease ATP-binding subunit
WP_011377513.1,ribosomal protein S18-alanine N-acetyltransferase
WP_011377515.1,alpha/beta fold hydrolase
WP_011377518.1,NuoF family protein
WP_011377519.1,competence/damage-inducible protein A
WP_011377520.1,potassium channel family protein
WP_011377521.1,quinone-dependent dihydroorotate dehydrogenase
WP_011377522.1,bifunctional phosphopantothenoylcysteine decarboxylase/phosphopantothenate--cysteine ligase CoaBC
WP_011377523.1,caspase family protein
WP_011377525.1,single-stranded DNA-binding protein
WP_011377526.1,phospholipase D-like domain-containing protein
WP_011377528.1,addiction module protein
WP_011377529.1,cation:proton antiporter
WP_011377530.1,NAD(P)H-quinone oxidoreductase subunit F
WP_011377531.1,YraN family protein
WP_011377532.1,adenylosuccinate lyase
WP_011377533.1,hypothetical protein
WP_011377534.1,hypothetical protein
WP_011377535.1,FtsW/RodA/SpoVE family cell cycle protein
WP_011377538.1,F0F1 ATP synthase subunit B
WP_011377539.1,F0F1 ATP synthase subunit alpha
WP_011377540.1,F0F1 ATP synthase subunit gamma
WP_011377541.1,DUF7219 family protein
WP_011377542.1,photosystem II protein Psb27
WP_011377543.1,bile acid:sodium symporter family protein
WP_011377544.1,glycoside hydrolase family 3 protein
WP_011377545.1,metallophosphoesterase family protein
WP_011377546.1,hypothetical protein
WP_011377547.1,bile acid:sodium symporter family protein
WP_011377549.1,flavin monoamine oxidase family protein
WP_011377550.1,homoserine O-succinyltransferase
WP_011377551.1,hypothetical protein
WP_011377552.1,cupin domain-containing protein
WP_011377553.1,hypothetical protein
WP_011377554.1,M16 family metallopeptidase
WP_011377555.1,DUF3119 family protein
WP_011377557.1,hypothetical protein
WP_011377558.1,hypothetical protein
WP_011377559.1,glycosyltransferase family 4 protein
WP_011377561.1,murein transglycosylase A
WP_011377562.1,LmeA family phospholipid-binding protein
WP_011377563.1,hypothetical protein
WP_011377564.1,bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase
WP_011377565.1,glycoside hydrolase 100 family protein
WP_011377567.1,DNA polymerase III subunit delta
WP_011377568.1,phosphoribosylanthranilate isomerase
WP_011377569.1,"ribbon-helix-helix protein, CopG family"
WP_011377571.1,homocysteine biosynthesis protein
WP_011377573.1,peptide ligase PGM1-related protein
WP_011377574.1,MAPEG family protein
WP_011377575.1,hypothetical protein
WP_011377576.1,1-deoxy-D-xylulose-5-phosphate synthase
WP_011377578.1,protelomerase family protein
WP_011377579.1,competence protein CoiA
WP_011377580.1,hypothetical protein
WP_011377582.1,ammonium transporter
WP_011377584.1,GAF domain-containing sensor histidine kinase
WP_011377585.1,tRNA guanosine(34) transglycosylase Tgt
WP_011377586.1,low molecular weight protein-tyrosine-phosphatase
WP_011377589.1,alkene reductase
WP_011377590.1,hypothetical protein
WP_011377593.1,translation elongation factor 4
WP_011377594.1,photosynthesis regulation sensor histidine kinase CikB
WP_011377595.1,trypsin-like peptidase domain-containing protein
WP_011377597.1,histidine phosphatase family protein
WP_011377599.1,hypothetical protein
WP_011377600.1,polyphosphate:AMP phosphotransferase
WP_011377601.1,antitoxin Xre-like helix-turn-helix domain-containing protein
WP_011377602.1,methyltransferase
WP_011377603.1,hypothetical protein
WP_011377605.1,LptA/OstA family protein
WP_011377606.1,DUF309 domain-containing protein
WP_011377607.1,hypothetical protein
WP_011377609.1,ester cyclase
WP_011377610.1,carbohydrate ABC transporter permease
WP_011377612.1,glycosyltransferase family 8 protein
WP_011377613.1,tRNA epoxyqueuosine(34) reductase QueG
WP_011377614.1,tetratricopeptide repeat protein
WP_011377615.1,lipoyl synthase
WP_011377616.1,NADPH-dependent FMN reductase
WP_011377617.1,YciI family protein
WP_011377618.1,TerC family protein
WP_011377619.1,DUF6464 family protein
WP_011377620.1,hypothetical protein
WP_011377621.1,efflux RND transporter periplasmic adaptor subunit
WP_011377622.1,hypothetical protein
WP_011377623.1,ABC transporter ATP-binding protein
WP_011377624.1,Sll0314/Alr1548 family TPR repeat-containing protein
WP_011377626.1,FAD-binding oxidoreductase
WP_011377627.1,cytosine deaminase
WP_011377628.1,VOC family protein
WP_011377629.1,hypothetical protein
WP_011377631.1,penicillin-binding protein 2
WP_011377632.1,HhoA/HhoB/HtrA family serine endopeptidase
WP_011377635.1,ATP-dependent 6-phosphofructokinase
WP_011377636.1,DUF3887 domain-containing protein
WP_011377637.1,DUF2808 domain-containing protein
WP_011377638.1,"1,4-dihydroxy-2-naphthoyl-CoA synthase"
WP_011377641.1,bestrophin family protein
WP_011377642.1,leucyl/phenylalanyl-tRNA--protein transferase
WP_011377643.1,"1,2-dihydroxy-3-keto-5-methylthiopentene dioxygenase"
WP_011377644.1,NADH-quinone oxidoreductase subunit M
WP_011377645.1,mechanosensitive ion channel family protein
WP_011377647.1,citrate synthase
WP_011377648.1,hypothetical protein
WP_011377649.1,adenosylhomocysteinase
WP_011377650.1,ABC transporter ATP-binding protein/permease
WP_011377651.1,thioredoxin-disulfide reductase
WP_011377652.1,circadian clock protein LdpA
WP_011377653.1,R3H domain-containing nucleic acid-binding protein
WP_011377654.1,hypothetical protein
WP_011377655.1,50S ribosomal protein L1
WP_011377656.1,50S ribosomal protein L11
WP_011377657.1,transcription termination/antitermination protein NusG
WP_011377658.1,fumarate reductase/succinate dehydrogenase flavoprotein subunit
WP_011377659.1,heavy-metal-associated domain-containing protein
WP_011377661.1,hypothetical protein
WP_011377662.1,"L,D-transpeptidase"
WP_011377663.1,trypsin-like peptidase domain-containing protein
WP_011377664.1,RNA polymerase sigma factor RpoD
WP_011377665.1,photosystem I assembly protein Ycf4
WP_011377666.1,photosystem II reaction center protein CP43
WP_011377670.1,FecR family protein
WP_011377671.1,mechanosensitive ion channel domain-containing protein
WP_011377674.1,COG2426 family protein
WP_011377675.1,"RNA polymerase sigma factor, RpoD/SigA family"
WP_011377677.1,cofactor assembly of complex C subunit B
WP_011377678.1,lipid-A-disaccharide synthase-related protein
WP_011377679.1,PadR family transcriptional regulator
WP_011377680.1,RNA recognition motif domain-containing protein
WP_011377681.1,2-C-methyl-D-erythritol 4-phosphate cytidylyltransferase
WP_011377682.1,glycosyltransferase family 9 protein
WP_011377683.1,CPBP family intramembrane glutamic endopeptidase
WP_011377684.1,ATP-dependent Clp protease adapter ClpS
WP_011377685.1,hypothetical protein
WP_011377688.1,SAM hydrolase/SAM-dependent halogenase family protein
WP_011377689.1,DNA-processing protein DprA
WP_011377690.1,"precorrin-6Y C5,15-methyltransferase subunit CbiT"
WP_011377691.1,aminotransferase class I/II-fold pyridoxal phosphate-dependent enzyme
WP_011377693.1,hypothetical protein
WP_011377695.1,primase-helicase zinc-binding domain-containing protein
WP_011377696.1,hypothetical protein
WP_011377697.1,phage baseplate assembly protein V
WP_011377698.1,DUF4815 domain-containing protein
WP_011377699.1,hypothetical protein
WP_011377700.1,phage tail protein
WP_011377702.1,phage tail sheath C-terminal domain-containing protein
WP_011377703.1,phage major tail tube protein
WP_011377704.1,phage tail assembly protein
WP_011377705.1,phage tail tape measure protein
WP_011377706.1,"contractile injection system protein, VgrG/Pvc8 family"
WP_011377708.1,D-Ala-D-Ala carboxypeptidase family metallohydrolase
WP_011377710.1,DUF488 domain-containing protein
WP_011377711.1,hypothetical protein
WP_011377712.1,restriction endonuclease
WP_011377714.1,helix-turn-helix domain-containing protein
WP_011377716.1,Rho termination factor N-terminal domain-containing protein
WP_011377718.1,hypothetical protein
WP_011377721.1,bifunctional methylenetetrahydrofolate dehydrogenase/methenyltetrahydrofolate cyclohydrolase FolD
WP_011377722.1,hypothetical protein
WP_011377724.1,serine/threonine protein kinase
WP_011377725.1,phosphoenolpyruvate synthase
WP_011377726.1,ABC transporter ATP-binding protein
WP_011377728.1,hypothetical protein
WP_011377729.1,RNA recognition motif domain-containing protein
WP_011377730.1,CCA tRNA nucleotidyltransferase
WP_011377731.1,MFS transporter
WP_011377732.1,DciA family protein
WP_011377733.1,hypothetical protein
WP_011377735.1,chromophore lyase CpcT/CpeT
WP_011377737.1,allophycocyanin alpha chain-like protein
WP_011377738.1,HAD-IIB family hydrolase
WP_011377740.1,hypothetical protein
WP_011377741.1,cation:proton antiporter
WP_011377742.1,putative bifunctional diguanylate cyclase/phosphodiesterase
WP_011377743.1,phosphoribosylformylglycinamidine synthase subunit PurS
WP_011377744.1,hypothetical protein
WP_011377746.1,bifunctional lysylphosphatidylglycerol flippase/synthetase MprF
WP_011377747.1,C40 family peptidase
WP_011377748.1,cobalamin biosynthesis protein CobW
WP_011377749.1,septal ring lytic transglycosylase RlpA family protein
WP_011377750.1,asparagine--tRNA ligase
WP_011377751.1,HD domain-containing protein
WP_011377752.1,RuBisCO accumulation factor 1
WP_011377753.1,alpha/beta hydrolase
WP_011377754.1,Holliday junction branch migration DNA helicase RuvB
WP_011377755.1,sll0787 family AIR synthase-like protein
WP_011377756.1,MSMEG_0567/Sll0786 family nitrogen starvation N-acetyltransferase
WP_011377757.1,MSMEG_0568 family radical SAM protein
WP_011377758.1,MSMEG_0572/Sll0783 family nitrogen starvation response protein
WP_011377759.1,glutathione-disulfide reductase
WP_011377760.1,PHP domain-containing protein
WP_011377762.1,protoporphyrinogen oxidase HemJ
WP_011377763.1,phosphoribosylformylglycinamidine cyclo-ligase
WP_011377764.1,GH116 family glycosyl hydrolase
WP_011377766.1,GAF domain-containing protein
WP_011377767.1,hybrid sensor histidine kinase/response regulator
WP_011377768.1,hypothetical protein
WP_011377770.1,helix-hairpin-helix domain-containing protein
WP_011377772.1,DEAD/DEAH box helicase
WP_011377776.1,prephenate dehydratase
