old_locus_tag,protein_id
Synpcc7942_1422,WP_011242448.1
Synpcc7942_1423,WP_011378029.1
Synpcc7942_1424,WP_011242446.1
Synpcc7942_1425,WP_011242445.1
Synpcc7942_1426,WP_011242444.1
Synpcc7942_1427,WP_011242443.1
Synpcc7942_1428,WP_011242442.1
Synpcc7942_1429,WP_011242441.1
Synpcc7942_1430,WP_011242440.1
Synpcc7942_1431,WP_011242439.1
Synpcc7942_1432,WP_011378031.1
Synpcc7942_1433,WP_011242437.1
Synpcc7942_1434,WP_011242436.1
Synpcc7942_1435,WP_011242435.1
Synpcc7942_1436,WP_231621300.1
Synpcc7942_1437,WP_011242433.1
Synpcc7942_1438,WP_231621403.1
Synpcc7942_1439,WP_011242430.1
Synpcc7942_1440,WP_011242429.1
Synpcc7942_1441,WP_011242428.1
Synpcc7942_1442,WP_011242427.1
Synpcc7942_1443,WP_011242426.1
Synpcc7942_1445,WP_011378034.1
Synpcc7942_1446,WP_011378035.1
Synpcc7942_1447,WP_011378036.1
Synpcc7942_1448,WP_011242422.1
Synpcc7942_1449,WP_011242421.1
Synpcc7942_1450,WP_011378037.1
Synpcc7942_1451,WP_011242419.1
Synpcc7942_1452,WP_011378038.1
Synpcc7942_1453,WP_011378039.1
Synpcc7942_1454,WP_011242416.1
Synpcc7942_1455,WP_011242415.1
Synpcc7942_1456,WP_011242414.1
Synpcc7942_1457,WP_011242413.1
Synpcc7942_1458,WP_011378040.1
Synpcc7942_1459,WP_011242411.1
Synpcc7942_1460,WP_011242410.1
Synpcc7942_1461,WP_071818118.1
Synpcc7942_1462,WP_011242408.1
Synpcc7942_1463,WP_011378042.1
Synpcc7942_1464,WP_011378043.1
Synpcc7942_1465,WP_039755680.1
Synpcc7942_1466,WP_173282540.1
Synpcc7942_1467,WP_011378044.1
Synpcc7942_1468,WP_011244765.1
Synpcc7942_1469,WP_011378045.1
Synpcc7942_1470,WP_011244767.1
Synpcc7942_1471,WP_011244768.1
Synpcc7942_1472,WP_011378046.1
Synpcc7942_1473,WP_011378047.1
Synpcc7942_1474,WP_011244770.1
Synpcc7942_1475,WP_011244771.1
Synpcc7942_1476,WP_011244772.1
Synpcc7942_1477,WP_011378048.1
Synpcc7942_1478,WP_011378049.1
Synpcc7942_1479,WP_011378050.1
Synpcc7942_1480,WP_011244776.1
Synpcc7942_1481,WP_011244777.1
Synpcc7942_1482,WP_011244778.1
Synpcc7942_1483,WP_011244779.1
Synpcc7942_1484,WP_011378051.1
Synpcc7942_1485,WP_011244781.1
Synpcc7942_1486,WP_011244782.1
Synpcc7942_1487,WP_011244783.1
Synpcc7942_1488,WP_011378052.1
Synpcc7942_1489,WP_011244785.1
Synpcc7942_1490,WP_011244786.1
Synpcc7942_1491,WP_011244787.1
Synpcc7942_1492,WP_011244788.1
Synpcc7942_1493,WP_011378054.1
Synpcc7942_1494,WP_011244790.1
Synpcc7942_1495,WP_011244791.1
Synpcc7942_1496,WP_011244792.1
Synpcc7942_1497,WP_011244793.1
Synpcc7942_1498,WP_011378055.1
Synpcc7942_1499,WP_011244794.1
Synpcc7942_1500,WP_011244795.1
Synpcc7942_1501,WP_011244796.1
Synpcc7942_1502,WP_011244797.1
Synpcc7942_1503,WP_011378057.1
Synpcc7942_1504,WP_011244799.1
Synpcc7942_1505,WP_011378058.1
Synpcc7942_1506,WP_231621289.1
Synpcc7942_1507,WP_011244802.1
Synpcc7942_1508,WP_011378060.1
Synpcc7942_1509,WP_011244804.1
Synpcc7942_1510,WP_011244805.1
Synpcc7942_1511,WP_011244806.1
Synpcc7942_1512,WP_011378061.1
Synpcc7942_1513,WP_011244808.1
Synpcc7942_1514,WP_011244809.1
Synpcc7942_1515,WP_011378062.1
Synpcc7942_1516,WP_011244811.1
Synpcc7942_1517,WP_011244812.1
Synpcc7942_1518,WP_011244813.1
Synpcc7942_1519,WP_011244814.1
Synpcc7942_1520,WP_011244815.1
Synpcc7942_1521,WP_011378063.1
Synpcc7942_1522,WP_011378064.1
Synpcc7942_1525,WP_011378067.1
Synpcc7942_1526,WP_011244822.1
Synpcc7942_1527,WP_011244823.1
Synpcc7942_1528,WP_011244824.1
Synpcc7942_1529,WP_011244825.1
Synpcc7942_1530,WP_011244826.1
Synpcc7942_1531,WP_011244827.1
Synpcc7942_1532,WP_231621290.1
Synpcc7942_1533,WP_011244829.1
Synpcc7942_1534,WP_011378069.1
Synpcc7942_1535,WP_231621291.1
Synpcc7942_1536,WP_231621292.1
Synpcc7942_1538,WP_011244833.1
Synpcc7942_1540,WP_011244835.1
Synpcc7942_1541,WP_011242314.1
Synpcc7942_1542,WP_011242315.1
Synpcc7942_1543,WP_011378074.1
Synpcc7942_1544,WP_011378075.1
Synpcc7942_1545,WP_011242317.1
Synpcc7942_1546,WP_011242318.1
Synpcc7942_1547,WP_011378076.1
Synpcc7942_1548,WP_011378077.1
Synpcc7942_1549,WP_011242320.1
Synpcc7942_1550,WP_011378078.1
Synpcc7942_1551,WP_231621293.1
Synpcc7942_1552,WP_039755692.1
Synpcc7942_1553,WP_011242324.1
Synpcc7942_1554,WP_265575068.1
Synpcc7942_1555,WP_039755956.1
Synpcc7942_1556,WP_011378080.1
Synpcc7942_1557,WP_011378081.1
Synpcc7942_1558,WP_011378082.1
Synpcc7942_1559,WP_011242330.1
Synpcc7942_1560,WP_011242331.1
Synpcc7942_1561,WP_155813835.1
Synpcc7942_1562,WP_011378084.1
Synpcc7942_1563,WP_231621294.1
Synpcc7942_1564,WP_011242335.1
Synpcc7942_1565,WP_011378085.1
Synpcc7942_1566,WP_196794073.1
Synpcc7942_1567,WP_011378087.1
Synpcc7942_1568,WP_231621296.1
Synpcc7942_1569,WP_011242339.1
Synpcc7942_1570,WP_011378089.1
Synpcc7942_1571,WP_231621297.1
Synpcc7942_1572,WP_011378090.1
Synpcc7942_1573,WP_011242343.1
Synpcc7942_1574,WP_011242344.1
Synpcc7942_1575,WP_011378091.1
Synpcc7942_1576,WP_011242346.1
Synpcc7942_1577,WP_039755959.1
Synpcc7942_1578,WP_231621402.1
Synpcc7942_1579,WP_039755702.1
Synpcc7942_1580,WP_011378094.1
Synpcc7942_1581,WP_011242351.1
Synpcc7942_1582,WP_011378095.1
Synpcc7942_1583,WP_011378096.1
Synpcc7942_1584,WP_011378097.1
Synpcc7942_1585,WP_011378098.1
Synpcc7942_1586,WP_011378099.1
Synpcc7942_1587,WP_011378100.1
Synpcc7942_1588,WP_011378101.1
Synpcc7942_1589,WP_011378102.1
Synpcc7942_1590,WP_011242360.1
Synpcc7942_1591,WP_011242361.1
Synpcc7942_1592,WP_011378103.1
Synpcc7942_1593,WP_011378104.1
Synpcc7942_1594,WP_011242364.1
Synpcc7942_1595,WP_011242365.1
Synpcc7942_1596,WP_011242366.1
Synpcc7942_1597,WP_011242367.1
Synpcc7942_1598,WP_011242368.1
Synpcc7942_1599,WP_011242369.1
Synpcc7942_1600,WP_011242370.1
Synpcc7942_1601,WP_011242371.1
Synpcc7942_1602,WP_011378105.1
Synpcc7942_1603,WP_011378106.1
Synpcc7942_1604,WP_011378107.1
Synpcc7942_1605,WP_011378108.1
Synpcc7942_1606,WP_011378109.1
Synpcc7942_1607,WP_011378110.1
Synpcc7942_1608,WP_011378111.1
Synpcc7942_1609,WP_011378112.1
Synpcc7942_1610,WP_011378113.1
Synpcc7942_1611,WP_011242381.1
Synpcc7942_1612,WP_011242382.1
Synpcc7942_1613,WP_011378114.1
Synpcc7942_1614,WP_011242384.1
Synpcc7942_1615,WP_011242385.1
Synpcc7942_1616,WP_011242386.1
Synpcc7942_1617,WP_011242387.1
Synpcc7942_1618,WP_011242388.1
Synpcc7942_1619,WP_011378115.1
Synpcc7942_1620,WP_011242391.1
Synpcc7942_1621,WP_011242392.1
Synpcc7942_1622,WP_011242393.1
Synpcc7942_1623,WP_011242394.1
Synpcc7942_1624,WP_011378116.1
Synpcc7942_1625,WP_011242396.1
Synpcc7942_1626,WP_011242397.1
Synpcc7942_1627,WP_011378117.1
Synpcc7942_1628,WP_011242400.1
Synpcc7942_1629,WP_011242401.1
Synpcc7942_1630,WP_011242402.1
Synpcc7942_1631,WP_011242403.1
Synpcc7942_1632,WP_011242404.1
Synpcc7942_1633,WP_231621299.1
Synpcc7942_1634,WP_011242406.1
Synpcc7942_1635,WP_011378118.1
Synpcc7942_1636,WP_011378119.1
Synpcc7942_1637,WP_011243185.1
Synpcc7942_1638,WP_011378120.1
Synpcc7942_1639,WP_011244756.1
Synpcc7942_1640,WP_011378121.1
Synpcc7942_1641,WP_011378122.1
Synpcc7942_1642,WP_011244754.1
Synpcc7942_1643,WP_011244753.1
Synpcc7942_1644,WP_039755675.1
Synpcc7942_1645,WP_011244751.1
Synpcc7942_1646,WP_011244750.1
Synpcc7942_1647,WP_011378124.1
Synpcc7942_1648,WP_011244748.1
Synpcc7942_1649,WP_011244747.1
Synpcc7942_1650,WP_011378125.1
Synpcc7942_1651,WP_011378126.1
Synpcc7942_1652,WP_011378127.1
Synpcc7942_1653,WP_011378128.1
Synpcc7942_1654,WP_011244742.1
Synpcc7942_1655,WP_011378129.1
Synpcc7942_1656,WP_011244741.1
Synpcc7942_1657,WP_011378130.1
Synpcc7942_1658,WP_011378131.1
Synpcc7942_1659,WP_011244739.1
Synpcc7942_1660,WP_011378132.1
Synpcc7942_1661,WP_011244737.1
Synpcc7942_1662,WP_011244736.1
Synpcc7942_1663,WP_155813933.1
Synpcc7942_1664,WP_011378134.1
Synpcc7942_1665,WP_011378135.1
Synpcc7942_1666,WP_011244733.1
Synpcc7942_1667,WP_011244732.1
Synpcc7942_1668,WP_196794074.1
Synpcc7942_1669,WP_011244730.1
Synpcc7942_1670,WP_011378136.1
Synpcc7942_1671,WP_190528538.1
Synpcc7942_1672,WP_011244728.1
Synpcc7942_1673,WP_011244727.1
Synpcc7942_1674,WP_011244726.1
Synpcc7942_1675,WP_011244725.1
Synpcc7942_1676,WP_011244724.1
Synpcc7942_1677,WP_011244723.1
Synpcc7942_1678,WP_231621287.1
Synpcc7942_1679,WP_011244721.1
Synpcc7942_1680,WP_011378138.1
Synpcc7942_1681,WP_011378139.1
Synpcc7942_1682,WP_011378140.1
Synpcc7942_1683,WP_011378141.1
Synpcc7942_1684,WP_011244716.1
Synpcc7942_1685,WP_011244715.1
Synpcc7942_1686,WP_011244714.1
Synpcc7942_1687,WP_011378142.1
Synpcc7942_1688,WP_011244712.1
Synpcc7942_1689,WP_011244711.1
Synpcc7942_1690,WP_155813991.1
Synpcc7942_1691,WP_011378144.1
Synpcc7942_1692,WP_011244708.1
Synpcc7942_1693,WP_011244707.1
Synpcc7942_1694,WP_011378145.1
Synpcc7942_1695,WP_011378146.1
Synpcc7942_1696,WP_011378147.1
Synpcc7942_1697,WP_011244703.1
Synpcc7942_1698,WP_011244702.1
Synpcc7942_1699,WP_011244701.1
Synpcc7942_1700,WP_011244700.1
Synpcc7942_1701,WP_011244699.1
Synpcc7942_1702,WP_011378149.1
Synpcc7942_1703,WP_039755667.1
Synpcc7942_1704,WP_011244697.1
Synpcc7942_1705,WP_011244696.1
Synpcc7942_1706,WP_231621286.1
Synpcc7942_1707,WP_011244694.1
Synpcc7942_1708,WP_011378151.1
Synpcc7942_1709,WP_011378152.1
Synpcc7942_1710,WP_011244691.1
Synpcc7942_1711,WP_011244690.1
Synpcc7942_1712,WP_011244689.1
Synpcc7942_1713,WP_011378153.1
Synpcc7942_1714,WP_011378154.1
Synpcc7942_1715,WP_011244686.1
Synpcc7942_1716,WP_011378155.1
Synpcc7942_1717,WP_011244684.1
Synpcc7942_1718,WP_011378157.1
Synpcc7942_1719,WP_011378158.1
Synpcc7942_1720,WP_011244681.1
Synpcc7942_1721,WP_011244680.1
Synpcc7942_1722,WP_011244679.1
Synpcc7942_1723,WP_011378159.1
Synpcc7942_1724,WP_011244677.1
Synpcc7942_1725,WP_231621285.1
Synpcc7942_1726,WP_011244675.1
Synpcc7942_1727,WP_011378160.1
Synpcc7942_1728,WP_011378161.1
Synpcc7942_1729,WP_011378162.1
Synpcc7942_1730,WP_011244671.1
Synpcc7942_1731,WP_011244670.1
Synpcc7942_1732,WP_011244669.1
Synpcc7942_1733,WP_011244668.1
Synpcc7942_1734,WP_011244667.1
Synpcc7942_1735,WP_011244666.1
Synpcc7942_1736,WP_011244665.1
Synpcc7942_1737,WP_011378164.1
Synpcc7942_1738,WP_011244663.1
Synpcc7942_1739,WP_011378165.1
Synpcc7942_1740,WP_011244661.1
Synpcc7942_1741,WP_011244660.1
Synpcc7942_1742,WP_011378166.1
Synpcc7942_1743,WP_011244658.1
Synpcc7942_1744,WP_011244657.1
Synpcc7942_1745,WP_011378167.1
Synpcc7942_1746,WP_011378168.1
Synpcc7942_1747,WP_011244654.1
Synpcc7942_1748,WP_011378169.1
Synpcc7942_1749,WP_011244652.1
Synpcc7942_1750,WP_011378170.1
Synpcc7942_1751,WP_011244650.1
Synpcc7942_1752,WP_011244649.1
Synpcc7942_1753,WP_011244648.1
Synpcc7942_1754,WP_011244647.1
Synpcc7942_1755,WP_039755658.1
Synpcc7942_1757,WP_011244645.1
Synpcc7942_1758,WP_039755656.1
Synpcc7942_1759,WP_265575013.1
Synpcc7942_1760,WP_011378176.1
Synpcc7942_1761,WP_231621284.1
Synpcc7942_1762,WP_011378178.1
Synpcc7942_1763,WP_011244639.1
Synpcc7942_1764,WP_126147814.1
Synpcc7942_1765,WP_011378179.1
Synpcc7942_1766,WP_011378180.1
Synpcc7942_1767,WP_011378181.1
Synpcc7942_1768,WP_231621283.1
Synpcc7942_1769,WP_011244633.1
Synpcc7942_1770,WP_011378183.1
Synpcc7942_1771,WP_039755651.1
Synpcc7942_1772,WP_011244630.1
Synpcc7942_1773,WP_011378185.1
Synpcc7942_1774,WP_011244628.1
Synpcc7942_1775,WP_011244627.1
Synpcc7942_1776,WP_011378186.1
Synpcc7942_1777,WP_011244626.1
Synpcc7942_1778,WP_011378187.1
Synpcc7942_1779,WP_011378188.1
Synpcc7942_1780,WP_011244623.1
Synpcc7942_1781,WP_011244622.1
Synpcc7942_1782,WP_011244621.1
Synpcc7942_1783,WP_011244620.1
Synpcc7942_1784,WP_234701778.1
Synpcc7942_1785,WP_011244618.1
Synpcc7942_1786,WP_011244617.1
Synpcc7942_1787,WP_011244616.1
Synpcc7942_1788,WP_011244615.1
Synpcc7942_1789,WP_011244614.1
Synpcc7942_1790,WP_011378191.1
Synpcc7942_1791,WP_011244612.1
Synpcc7942_1792,WP_011244611.1
Synpcc7942_1793,WP_011378192.1
Synpcc7942_1794,WP_011378193.1
Synpcc7942_1795,WP_011244608.1
Synpcc7942_1796,WP_011244607.1
Synpcc7942_1797,WP_011378194.1
Synpcc7942_1798,WP_011244605.1
Synpcc7942_1799,WP_011378195.1
Synpcc7942_1800,WP_011244603.1
Synpcc7942_1801,WP_011244602.1
Synpcc7942_1802,WP_011244601.1
Synpcc7942_1803,WP_011244600.1
Synpcc7942_1804,WP_011244599.1
Synpcc7942_1805,WP_011244598.1
Synpcc7942_1806,WP_011244597.1
Synpcc7942_1807,WP_011244596.1
Synpcc7942_1808,WP_011378198.1
Synpcc7942_1809,WP_011378199.1
Synpcc7942_1810,WP_011378200.1
Synpcc7942_1811,WP_011378201.1
Synpcc7942_1812,WP_152034137.1
Synpcc7942_1813,WP_011244591.1
Synpcc7942_1814,WP_155813928.1
Synpcc7942_1815,WP_011378204.1
Synpcc7942_1816,WP_011378205.1
Synpcc7942_1817,WP_011378206.1
Synpcc7942_1818,WP_011244586.1
Synpcc7942_1819,WP_231621282.1
Synpcc7942_1820,WP_011378207.1
Synpcc7942_1821,WP_011244583.1
Synpcc7942_1822,WP_173282536.1
Synpcc7942_1823,WP_011378209.1
Synpcc7942_1824,WP_011244580.1
Synpcc7942_1825,WP_039755939.1
Synpcc7942_1826,WP_011244578.1
Synpcc7942_1827,WP_011378210.1
Synpcc7942_1828,WP_011244576.1
Synpcc7942_1829,WP_011244575.1
Synpcc7942_1830,WP_011244574.1
Synpcc7942_1831,WP_011244573.1
Synpcc7942_1832,WP_011244572.1
Synpcc7942_1833,WP_011244571.1
Synpcc7942_1834,WP_011244570.1
Synpcc7942_1835,WP_011378211.1
Synpcc7942_1836,WP_011378212.1
Synpcc7942_1837,WP_011244567.1
Synpcc7942_1838,WP_011244566.1
Synpcc7942_1839,WP_011244565.1
Synpcc7942_1840,WP_011378213.1
Synpcc7942_1841,WP_011378214.1
Synpcc7942_1842,WP_011378215.1
Synpcc7942_1843,WP_011378216.1
Synpcc7942_1844,WP_011244560.1
Synpcc7942_1845,WP_011244559.1
Synpcc7942_1846,WP_011378217.1
Synpcc7942_1847,WP_011244557.1
Synpcc7942_1848,WP_011244556.1
Synpcc7942_1849,WP_011244555.1
Synpcc7942_1850,WP_011244554.1
Synpcc7942_1851,WP_011244553.1
Synpcc7942_1852,WP_011244552.1
Synpcc7942_1853,WP_011244551.1
Synpcc7942_1854,WP_011378218.1
Synpcc7942_1855,WP_011378219.1
Synpcc7942_1856,WP_011378220.1
Synpcc7942_1857,WP_011378221.1
Synpcc7942_1858,WP_011244546.1
Synpcc7942_1859,WP_011244545.1
Synpcc7942_1860,WP_011244544.1
Synpcc7942_1861,WP_231621396.1
Synpcc7942_1862,WP_011244542.1
Synpcc7942_1863,WP_011378223.1
Synpcc7942_1864,WP_011378224.1
Synpcc7942_1865,WP_011244539.1
Synpcc7942_1866,WP_011378225.1
Synpcc7942_1867,WP_011378226.1
Synpcc7942_1868,WP_011244536.1
Synpcc7942_1869,WP_011244535.1
Synpcc7942_1870,WP_011244534.1
Synpcc7942_1871,WP_011244533.1
Synpcc7942_1872,WP_011244532.1
Synpcc7942_1873,WP_011244531.1
Synpcc7942_1874,WP_011244530.1
Synpcc7942_1875,WP_011244529.1
Synpcc7942_1876,WP_011244528.1
Synpcc7942_1877,WP_011244527.1
Synpcc7942_1878,WP_011244526.1
Synpcc7942_1879,WP_011244525.1
Synpcc7942_1880,WP_011378228.1
Synpcc7942_1881,WP_011378229.1
Synpcc7942_1882,WP_011244523.1
Synpcc7942_1883,WP_011244522.1
Synpcc7942_1884,WP_011244521.1
Synpcc7942_1885,WP_011244520.1
Synpcc7942_1886,WP_011378230.1
Synpcc7942_1887,WP_011244518.1
Synpcc7942_1888,WP_011244517.1
Synpcc7942_1889,WP_011244516.1
Synpcc7942_1890,WP_011244515.1
Synpcc7942_1891,WP_011244514.1
Synpcc7942_1892,WP_011244513.1
Synpcc7942_1893,WP_011378231.1
Synpcc7942_1894,WP_011378232.1
Synpcc7942_1895,WP_011244510.1
Synpcc7942_1896,WP_011378233.1
Synpcc7942_1897,WP_011244508.1
Synpcc7942_1898,WP_011244507.1
Synpcc7942_1899,WP_011378234.1
Synpcc7942_1900,WP_011244505.1
Synpcc7942_1901,WP_011378235.1
Synpcc7942_1902,WP_011244503.1
Synpcc7942_1903,WP_011244502.1
Synpcc7942_1904,WP_011244501.1
Synpcc7942_1905,WP_011378236.1
Synpcc7942_1906,WP_011244499.1
Synpcc7942_1907,WP_011244498.1
Synpcc7942_1908,WP_011244497.1
Synpcc7942_1909,WP_011244496.1
Synpcc7942_1910,WP_199290572.1
Synpcc7942_1911,WP_011378237.1
Synpcc7942_1912,WP_321167203.1
Synpcc7942_1912a,WP_011244492.1
Synpcc7942_1913,WP_011244491.1
Synpcc7942_1914,WP_011244490.1
Synpcc7942_1915,WP_011244489.1
Synpcc7942_1916,WP_011244488.1
Synpcc7942_1917,WP_190528534.1
Synpcc7942_1918,WP_011378239.1
Synpcc7942_1919,WP_011244485.1
Synpcc7942_1920,WP_011378240.1
Synpcc7942_1921,WP_011244483.1
Synpcc7942_1922,WP_011244482.1
Synpcc7942_1923,WP_011244481.1
Synpcc7942_1924,WP_011378241.1
Synpcc7942_1925,WP_011378242.1
Synpcc7942_1926,WP_231621395.1
Synpcc7942_1927,WP_011244477.1
Synpcc7942_1928,WP_011244476.1
Synpcc7942_1929,WP_011244475.1
Synpcc7942_1930,WP_011244474.1
Synpcc7942_1931,WP_011244473.1
Synpcc7942_1932,WP_011244472.1
Synpcc7942_1933,WP_011244471.1
Synpcc7942_1934,WP_071818121.1
Synpcc7942_1935,WP_011244469.1
Synpcc7942_1936,WP_011378244.1
Synpcc7942_1937,WP_011378245.1
Synpcc7942_1938,WP_011378246.1
Synpcc7942_1939,WP_011378247.1
Synpcc7942_1940,WP_011244464.1
Synpcc7942_1941,WP_011378248.1
Synpcc7942_1942,WP_011244462.1
Synpcc7942_1943,WP_011244461.1
Synpcc7942_1944,WP_011244460.1
Synpcc7942_1945,WP_011244459.1
Synpcc7942_1946,WP_011244458.1
Synpcc7942_1947,WP_011244457.1
Synpcc7942_1948,WP_011244456.1
Synpcc7942_1949,WP_011378249.1
Synpcc7942_1950,WP_011244454.1
Synpcc7942_1951,WP_011244453.1
Synpcc7942_1952,WP_011378250.1
Synpcc7942_1953,WP_011244451.1
Synpcc7942_1954,WP_011378251.1
Synpcc7942_1955,WP_011378252.1
Synpcc7942_1956,WP_011244449.1
Synpcc7942_1957,WP_231621394.1
Synpcc7942_1958,WP_011244447.1
Synpcc7942_1959,WP_011378253.1
Synpcc7942_1960,WP_011378254.1
Synpcc7942_1961,WP_011244444.1
Synpcc7942_1962,WP_011244443.1
Synpcc7942_1963,WP_011244442.1
Synpcc7942_1964,WP_039755627.1
Synpcc7942_1965,WP_011378256.1
Synpcc7942_1966,WP_011244439.1
Synpcc7942_1967,WP_011378257.1
Synpcc7942_1968,WP_011378258.1
Synpcc7942_1969,WP_011244436.1
Synpcc7942_1972,WP_011244434.1
Synpcc7942_1973,WP_011244433.1
Synpcc7942_1974,WP_011378261.1
Synpcc7942_1975,WP_011244431.1
Synpcc7942_1976,WP_011244430.1
Synpcc7942_1977,WP_011378262.1
Synpcc7942_1978,WP_011244428.1
Synpcc7942_1979,WP_011378263.1
Synpcc7942_1980,WP_011378264.1
Synpcc7942_1981,WP_011378265.1
Synpcc7942_1982,WP_011244424.1
Synpcc7942_1983,WP_011378266.1
Synpcc7942_1984,WP_011244422.1
Synpcc7942_1985,WP_011244421.1
Synpcc7942_1986,WP_039755620.1
Synpcc7942_1987,WP_011378268.1
Synpcc7942_1988,WP_011244418.1
Synpcc7942_1989,WP_011244417.1
Synpcc7942_1990,WP_011378269.1
Synpcc7942_1991,WP_011244415.1
Synpcc7942_1992,WP_011244414.1
Synpcc7942_1993,WP_011244413.1
Synpcc7942_1994,WP_011244412.1
Synpcc7942_1995,WP_011244411.1
Synpcc7942_1996,WP_011244410.1
Synpcc7942_1997,WP_011244409.1
Synpcc7942_1998,WP_231621393.1
Synpcc7942_1999,WP_011244407.1
Synpcc7942_2000,WP_011378270.1
Synpcc7942_2001,WP_011378271.1
Synpcc7942_2002,WP_011378272.1
Synpcc7942_2003,WP_231621392.1
Synpcc7942_2004,WP_011244401.1
Synpcc7942_2005,WP_011244400.1
Synpcc7942_2006,WP_011244399.1
Synpcc7942_2007,WP_011244398.1
Synpcc7942_2008,WP_011378274.1
Synpcc7942_2009,WP_011378275.1
Synpcc7942_2010,WP_039755617.1
Synpcc7942_2011,WP_011244394.1
Synpcc7942_2012,WP_231621391.1
Synpcc7942_2013,WP_011244392.1
Synpcc7942_2014,WP_011244391.1
Synpcc7942_2015,WP_011378278.1
Synpcc7942_2016,WP_011244389.1
Synpcc7942_2017,WP_011244388.1
Synpcc7942_2018,WP_011244387.1
Synpcc7942_2019,WP_011244386.1
Synpcc7942_2020,WP_011378279.1
Synpcc7942_2021,WP_011244384.1
Synpcc7942_2022,WP_011378280.1
Synpcc7942_2023,WP_011244382.1
Synpcc7942_2024,WP_231621390.1
Synpcc7942_2025,WP_011244380.1
Synpcc7942_2026,WP_011244379.1
Synpcc7942_2027,WP_011244378.1
Synpcc7942_2028,WP_011244377.1
Synpcc7942_2029,WP_011244376.1
Synpcc7942_2030,WP_011244375.1
Synpcc7942_2031,WP_011378281.1
Synpcc7942_2032,WP_011378282.1
Synpcc7942_2033,WP_011378283.1
Synpcc7942_2034,WP_011378284.1
Synpcc7942_2035,WP_011378285.1
Synpcc7942_2036,WP_011378286.1
Synpcc7942_2037,WP_011244367.1
Synpcc7942_2038,WP_011244366.1
Synpcc7942_2039,WP_011378287.1
Synpcc7942_2040,WP_011244364.1
Synpcc7942_2041,WP_011378288.1
Synpcc7942_2042,WP_011244361.1
Synpcc7942_2043,WP_011244360.1
Synpcc7942_2044,WP_011244359.1
Synpcc7942_2045,WP_011378289.1
Synpcc7942_2046,WP_011244357.1
Synpcc7942_2047,WP_011244356.1
Synpcc7942_2048,WP_011244355.1
Synpcc7942_2049,WP_011244354.1
Synpcc7942_2050,WP_126147644.1
Synpcc7942_2051,WP_011244352.1
Synpcc7942_2052,WP_011244351.1
Synpcc7942_2053,WP_011378291.1
Synpcc7942_2054,WP_011378292.1
Synpcc7942_2055,WP_011244348.1
Synpcc7942_2057,WP_011244346.1
Synpcc7942_2058,WP_011378294.1
Synpcc7942_2059,WP_011378295.1
Synpcc7942_2060,WP_011244343.1
Synpcc7942_2061,WP_011244342.1
Synpcc7942_2062,WP_011378296.1
Synpcc7942_2063,WP_011244340.1
Synpcc7942_2064,WP_011244339.1
Synpcc7942_2065,WP_011378297.1
Synpcc7942_2066,WP_011244337.1
Synpcc7942_2067,WP_011378298.1
Synpcc7942_2068,WP_011244335.1
Synpcc7942_2069,WP_011378299.1
Synpcc7942_2070,WP_011378300.1
Synpcc7942_2071,WP_011378301.1
Synpcc7942_2072,WP_011378302.1
Synpcc7942_2073,WP_011378303.1
Synpcc7942_2074,WP_011244329.1
Synpcc7942_2075,WP_011244328.1
Synpcc7942_2076,WP_011378304.1
Synpcc7942_2077,WP_011244326.1
Synpcc7942_2078,WP_011378305.1
Synpcc7942_2079,WP_011378306.1
Synpcc7942_2080,WP_011244323.1
Synpcc7942_2081,WP_011378307.1
Synpcc7942_2082,WP_011244321.1
Synpcc7942_2083,WP_011244320.1
Synpcc7942_2084,WP_011378308.1
Synpcc7942_2085,WP_011244318.1
Synpcc7942_2086,WP_011244317.1
Synpcc7942_2087,WP_011378309.1
Synpcc7942_2088,WP_011378310.1
Synpcc7942_2089,WP_011244314.1
Synpcc7942_2090,WP_011244313.1
Synpcc7942_2091,WP_011378312.1
Synpcc7942_2092,WP_011378313.1
Synpcc7942_2093,WP_011378314.1
Synpcc7942_2094,WP_011244309.1
Synpcc7942_2095,WP_011244308.1
Synpcc7942_2096,WP_011378315.1
Synpcc7942_2097,WP_011378316.1
Synpcc7942_2098,WP_011244305.1
Synpcc7942_2099,WP_011244304.1
Synpcc7942_2100,WP_011244303.1
Synpcc7942_2101,WP_011244302.1
Synpcc7942_2102,WP_011244301.1
Synpcc7942_2103,WP_011244300.1
Synpcc7942_2104,WP_011244299.1
Synpcc7942_2105,WP_011244298.1
Synpcc7942_2106,WP_011244297.1
Synpcc7942_2107,WP_011378317.1
Synpcc7942_2108,WP_011378318.1
Synpcc7942_2109,WP_011378319.1
Synpcc7942_2110,WP_011244292.1
Synpcc7942_2111,WP_011378320.1
Synpcc7942_2112,WP_011244290.1
Synpcc7942_2113,WP_011378321.1
Synpcc7942_2114,WP_011378322.1
Synpcc7942_2115,WP_011244287.1
Synpcc7942_2116,WP_011378323.1
Synpcc7942_2117,WP_011378324.1
Synpcc7942_2118,WP_011244284.1
Synpcc7942_2119,WP_011378325.1
Synpcc7942_2120,WP_011378326.1
Synpcc7942_2121,WP_011244281.1
Synpcc7942_2122,WP_011378327.1
Synpcc7942_2123,WP_011378328.1
Synpcc7942_2124,WP_011378329.1
Synpcc7942_2125,WP_011244277.1
Synpcc7942_2126,WP_011244276.1
Synpcc7942_2127,WP_011378330.1
Synpcc7942_2128,WP_011244274.1
