old_locus_tag,protein_id
all2314,WP_044521322.1
all2315,WP_010996471.1
all2316,WP_010996472.1
all2317,WP_010996473.1
all2318,WP_010996474.1
all2319,WP_010996475.1
all2320,WP_010996476.1
alr2321,WP_010996477.1
alr2322,WP_010996478.1
alr2323,WP_010996479.1
alr2324,WP_010996480.1
alr2325,WP_010996481.1
alr2326,WP_044521326.1
all2327,WP_010996483.1
alr2328,WP_010996484.1
asl2329,WP_010996485.1
asl2332,WP_010996488.1
all2333,WP_010996489.1
all2334,WP_010996490.1
alr2335,WP_010996491.1
alr2336,WP_010996492.1
alr2338,WP_010996494.1
alr2339,WP_010996495.1
all2340,WP_010996496.1
all2341,WP_044521338.1
all2342,WP_010996498.1
all2343,WP_044522974.1
all2344,WP_010996500.1
alr2345,WP_010996501.1
alr2346,WP_010996502.1
all2347,WP_010996503.1
all2349,WP_044522977.1
alr2350,WP_041455902.1
alr2351,WP_010996507.1
all2352,WP_084789093.1
asl2353,WP_010996509.1
alr2355,WP_010996511.1
all2356,WP_010996512.1
all2357,WP_010996513.1
all2358,WP_044521339.1
alr2359,WP_010996515.1
asl2360,WP_044521340.1
alr2361,WP_010996517.1
alr2363,WP_010996519.1
all2364,WP_010996520.1
alr2366,WP_044522982.1
all2367,WP_010996523.1
all2368,WP_084789094.1
asr2369,WP_044521343.1
all2371,WP_010996527.1
alr2372,WP_010996528.1
alr2373,WP_010996529.1
alr2374,WP_010996530.1
all2375,WP_010996531.1
alr2376,WP_010996532.1
alr2377,WP_044521345.1
asr2378,WP_010996534.1
all2379,WP_010996535.1
all2381,WP_010996537.1
all2382,WP_010996538.1
asl2383,WP_010996539.1
all2384,WP_010996540.1
alr2385,WP_010996541.1
alr2386,WP_010996542.1
asr2387,WP_010996543.1
asr2389,WP_010996545.1
all2390,WP_010996546.1
all2391,WP_010996547.1
alr2392,WP_010996548.1
alr2393,WP_010996549.1
alr2394,WP_044521348.1
all2395,WP_044521349.1
all2396,WP_010996552.1
alr2398,WP_010996554.1
all2399,WP_010996555.1
asl2400,WP_010996556.1
asl2401,WP_044521352.1
all2402,WP_010996558.1
asl2403,WP_010996559.1
alr2404,WP_010996560.1
alr2405,WP_010996561.1
alr2406,WP_010996562.1
alr2407,WP_010996563.1
alr2408,WP_010996564.1
all2409,WP_231865539.1
all2410,WP_010996566.1
alr2411,WP_044521355.1
alr2412,WP_010996568.1
all2413,WP_010996569.1
alr2414,WP_010996570.1
all2415,WP_010996571.1
all2416,WP_010996572.1
asl2417,WP_010996573.1
alr2418,WP_010996574.1
all2419,WP_010996575.1
asl2420,WP_010996576.1
all2421,WP_010996577.1
all2423,WP_231865540.1
all2424,WP_010996580.1
all2425,WP_010996581.1
alr2426,WP_044521360.1
asr2427,WP_010996583.1
alr2428,WP_010996584.1
alr2429,WP_010996585.1
all2430,WP_010996586.1
alr2431,WP_010996587.1
alr2432,WP_010996588.1
alr2433,WP_010996589.1
alr2434,WP_010996590.1
asl2435,WP_010996591.1
all2436,WP_010996592.1
asl2437,WP_231865541.1
all2438,WP_010996594.1
all2439,WP_126987027.1
alr2440,WP_010996596.1
all2441,WP_010996597.1
all2442,WP_010996598.1
all2443,WP_010996599.1
all2444,WP_010996600.1
alr2445,WP_010996601.1
alr2446,WP_010996602.1
alr2447,WP_010996603.1
asr2448,WP_010996604.1
alr2449,WP_010996605.1
alr2450,WP_010996606.1
asl2451,WP_011317267.1
all2452,WP_010996608.1
all2453,WP_010996609.1
alr2454,WP_010996610.1
all2456,WP_010996612.1
alr2458,WP_044521383.1
all2459,WP_010996615.1
all2460,WP_010996616.1
all2461,WP_010996617.1
alr2462,WP_010996618.1
alr2463,WP_010996619.1
alr2464,WP_010996620.1
alr2465,WP_010996621.1
all2466,WP_010996622.1
alr2467,WP_010996623.1
asr2468,WP_010996624.1
asl2469,WP_044521388.1
all2470,WP_010996626.1
alr2471,WP_010996627.1
alr2472,WP_010996628.1
all2473,WP_010996629.1
asr2474,WP_010996630.1
alr2475,WP_010996631.1
alr2476,WP_010996632.1
all2477,WP_010996633.1
alr2478,WP_010996634.1
alr2479,WP_044521393.1
all2480,WP_010996636.1
alr2481,WP_010996637.1
alr2482,WP_010996638.1
alr2483,WP_010996639.1
alr2484,WP_010996640.1
alr2485,WP_010996641.1
alr2486,WP_010996642.1
all2487,WP_010996643.1
alr2488,WP_010996644.1
alr2489,WP_010996645.1
asl2490,WP_010996646.1
all2491,WP_010996647.1
alr2492,WP_010996648.1
alr2493,WP_010996649.1
alr2494,WP_010996650.1
alr2495,WP_010996651.1
alr2496,WP_044521398.1
all2497,WP_010996653.1
all2498,WP_010996654.1
asr2499,WP_010996655.1
all2500,WP_010996656.1
all2501,WP_010996657.1
alr2502,WP_010996658.1
alr2503,WP_010996659.1
asr2504,WP_010996660.1
alr2505,WP_010996661.1
all2506,WP_010996662.1
all2507,WP_010996663.1
all2508,WP_010996664.1
all2509,WP_010996665.1
alr2510,WP_010996666.1
all2511,WP_010996667.1
all2512,WP_010996668.1
asr2513,WP_010996669.1
alr2514,WP_010996670.1
alr2515,WP_010996671.1
alr2516,WP_010996672.1
alr2517,WP_010996673.1
alr2518,WP_010996674.1
alr2520,WP_010996676.1
all2521,WP_010996677.1
alr2522,WP_010996678.1
asr2523,WP_010996679.1
alr2524,WP_010996680.1
alr2525,WP_010996681.1
alr2526,WP_010996682.1
alr2527,WP_011317341.1
all2528,WP_010996684.1
all2529,WP_010996685.1
all2531,WP_010996687.1
alr2532,WP_010996688.1
all2533,WP_010996689.1
alr2536,WP_010996692.1
alr2537,WP_010996693.1
alr2538,WP_010996694.1
alr2539,WP_010996695.1
alr2541,WP_044522999.1
alr2542,WP_010996698.1
alr2543,WP_010996699.1
all2544,WP_010996700.1
all2545,WP_010996701.1
all2546,WP_010996702.1
all2547,WP_010996703.1
all2548,WP_010996704.1
all2549,WP_010996705.1
all2550,WP_010996706.1
asl2551,WP_010996707.1
alr2554,WP_010996710.1
all2556,WP_010996712.1
asl2557,WP_010996713.1
alr2558,WP_010996714.1
alr2559,WP_049942433.1
alr2560,WP_010996716.1
all2561,WP_010996717.1
alr2562,WP_126987023.1
all2563,WP_010996719.1
all2564,WP_010996720.1
all2566,WP_010996722.1
all2567,WP_010996723.1
all2568,WP_010996724.1
alr2569,WP_010996725.1
alr2570,WP_044521418.1
all2571,WP_010996727.1
alr2572,WP_010996728.1
all2573,WP_010996729.1
alr2574,WP_010996730.1
alr2575,WP_010996731.1
alr2576,WP_231865561.1
alr2577,WP_010996733.1
all2580,WP_010996736.1
alr2581,WP_044521420.1
alr2582,WP_010996738.1
alr2583,WP_010996739.1
all2584,WP_044523010.1
all2585,WP_010996741.1
all2586,WP_010996742.1
alr2587,WP_010996743.1
alr2588,WP_044521421.1
alr2589,WP_010996745.1
alr2590,WP_010996746.1
alr2591,WP_010996747.1
alr2592,WP_010996748.1
alr2593,WP_010996749.1
alr2594,WP_044523016.1
alr2595,WP_010996751.1
alr2596,WP_044521422.1
alr2597,WP_231865542.1
all2598,WP_010996754.1
alr2599,WP_010996755.1
asr2600,WP_010996756.1
asr2607,WP_010996763.1
all2608,WP_010996764.1
all2609,WP_158303714.1
all2610,WP_010996766.1
all2613,WP_010996769.1
alr2615,WP_010996771.1
alr2616,WP_010996772.1
all2617,WP_010996773.1
all2620,WP_010996776.1
all2622,WP_010996778.1
all2623,WP_010996779.1
all2624,WP_010996780.1
alr2625,WP_010996781.1
alr2626,WP_044521425.1
alr2627,WP_010996783.1
alr2628,WP_010996784.1
alr2629,WP_010996785.1
asl2630,WP_010996786.1
all2631,WP_010996787.1
all2633,WP_010996789.1
alr2634,WP_010996790.1
all2635,WP_010996791.1
all2636,WP_010996792.1
all2637,WP_010996793.1
all2638,WP_044521428.1
all2640,WP_010996796.1
all2641,WP_010996797.1
all2642,WP_010996798.1
all2643,WP_010996799.1
all2644,WP_010996800.1
all2645,WP_010996801.1
all2646,WP_010996802.1
all2647,WP_010996803.1
all2648,WP_044521430.1
all2649,WP_010996805.1
all2650,WP_231865546.1
all2651,WP_010996807.1
all2652,WP_044523038.1
all2653,WP_010996809.1
all2654,WP_010996810.1
asl2657,WP_044521432.1
all2658,WP_010996814.1
alr2659,WP_010996815.1
alr2660,WP_010996816.1
all2661,WP_231865456.1
alr2662,WP_010996818.1
alr2663,WP_010996819.1
all2664,WP_010996820.1
asr2667,WP_010996823.1
asr2668,WP_010996824.1
asr2669,WP_010996825.1
all2672,WP_010996828.1
all2673,WP_269083579.1
all2674,WP_010996830.1
all2675,WP_010996831.1
all2676,WP_010996832.1
all2677,WP_010996833.1
alr2678,WP_010996834.1
alr2679,WP_044523045.1
alr2680,WP_010996836.1
all2681,WP_010996837.1
alr2682,WP_010996838.1
alr2683,WP_010995738.1
all2684,WP_010996839.1
all2685,WP_010996840.1
asl2686,WP_010996841.1
all2688,WP_010996843.1
alr2691,WP_010996846.1
alr2694,WP_010996820.1
alr2695,WP_010996848.1
alr2696,WP_010996849.1
alr2697,WP_126987825.1
alr2698,WP_010996851.1
all2699,WP_010996852.1
all2700,WP_010996853.1
all2701,WP_010996854.1
all2702,WP_010996855.1
all2703,WP_010996856.1
all2704,WP_010996857.1
all2705,WP_010996858.1
all2706,WP_010996859.1
all2707,WP_010996860.1
alr2708,WP_010996861.1
alr2709,WP_010996862.1
alr2710,WP_044521450.1
alr2711,WP_044521453.1
alr2712,WP_010996865.1
asl2713,WP_010996866.1
asl2714,WP_010996867.1
all2715,WP_044523051.1
all2716,WP_010996869.1
alr2717,WP_010996870.1
alr2718,WP_010996871.1
alr2719,WP_010996872.1
all2720,WP_010996873.1
all2721,WP_010996874.1
alr2722,WP_010996875.1
alr2723,WP_010996876.1
all2724,WP_010996877.1
alr2725,WP_010996878.1
alr2726,WP_010996879.1
asl2727,WP_010996880.1
alr2728,WP_010996881.1
alr2729,WP_010996882.1
alr2730,WP_010996883.1
alr2731,WP_010996884.1
alr2732,WP_010996885.1
alr2734,WP_010996887.1
alr2735,WP_010996888.1
all2736,WP_044521468.1
alr2737,WP_010996890.1
alr2738,WP_010996891.1
alr2739,WP_010996892.1
all2740,WP_010996893.1
alr2741,WP_010996894.1
alr2742,WP_010996895.1
alr2743,WP_010996896.1
alr2744,WP_010996897.1
alr2745,WP_010996898.1
alr2746,WP_010996899.1
all2747,WP_010996900.1
all2748,WP_010996901.1
alr2749,WP_010996902.1
alr2751,WP_010996904.1
alr2752,WP_231865564.1
all2753,WP_010996906.1
all2754,WP_010996907.1
all2756,WP_010996909.1
alr2758,WP_044521481.1
alr2759,WP_010996912.1
all2760,WP_010996913.1
all2761,WP_010996914.1
alr2762,WP_010996915.1
alr2764,WP_010996917.1
alr2765,WP_010996918.1
alr2766,WP_010996919.1
all2767,WP_231865457.1
alr2768,WP_010996921.1
alr2769,WP_010996922.1
all2770,WP_010996923.1
alr2771,WP_010996924.1
all2772,WP_231865458.1
alr2775,WP_044521491.1
all2776,WP_010996927.1
all2777,WP_010996928.1
all2778,WP_010996929.1
asl2779,WP_010996930.1
alr2780,WP_010996931.1
alr2782,WP_010996933.1
alr2783,WP_010996934.1
alr2784,WP_010996935.1
alr2785,WP_010996936.1
all2787,WP_010996938.1
all2788,WP_010996939.1
all2789,WP_010996940.1
alr2790,WP_010996941.1
alr2791,WP_010996942.1
all2792,WP_010996943.1
asl2794,WP_044521502.1
all2796,WP_010996947.1
all2797,WP_010996948.1
all2798,WP_010996949.1
all2799,WP_010996950.1
alr2800,WP_044521506.1
all2801,WP_010996952.1
alr2802,WP_010996953.1
alr2803,WP_010996954.1
all2804,WP_010996955.1
asl2805,WP_010996956.1
all2806,WP_010996957.1
alr2807,WP_010996958.1
all2808,WP_010996959.1
alr2809,WP_044521508.1
all2810,WP_010996961.1
alr2811,WP_010996962.1
alr2812,WP_010996963.1
all2813,WP_044521510.1
alr2814,WP_010996965.1
alr2816,WP_010996967.1
alr2817,WP_010996968.1
alr2818,WP_010996969.1
alr2820,WP_010996971.1
all2821,WP_010996972.1
alr2822,WP_010996973.1
alr2823,WP_010996974.1
alr2824,WP_010996975.1
alr2825,WP_010996976.1
alr2826,WP_010996977.1
alr2827,WP_010996978.1
alr2828,WP_010996979.1
alr2829,WP_010996980.1
alr2830,WP_010996981.1
alr2831,WP_010996982.1
alr2832,WP_010996983.1
alr2833,WP_044523061.1
alr2834,WP_010996985.1
alr2835,WP_010996986.1
alr2836,WP_010996987.1
alr2837,WP_010996988.1
alr2838,WP_044521515.1
alr2839,WP_010996990.1
alr2840,WP_010996991.1
alr2841,WP_010996992.1
all2842,WP_044521516.1
all2843,WP_190449559.1
asl2844,WP_010996995.1
all2845,WP_049942525.1
all2846,WP_010996997.1
all2847,WP_010996998.1
asl2848,WP_010996999.1
all2849,WP_010997000.1
asl2850,WP_010997001.1
alr2851,WP_010997002.1
all2852,WP_010997003.1
all2853,WP_010997004.1
all2854,WP_010997005.1
alr2856,WP_010997007.1
alr2857,WP_010997008.1
alr2858,WP_010997009.1
alr2859,WP_010997010.1
alr2860,WP_010997011.1
alr2861,WP_010997012.1
alr2862,WP_010997013.1
alr2863,WP_231865565.1
alr2865,WP_010997016.1
alr2866,WP_010997017.1
alr2867,WP_010997018.1
all2868,WP_231865460.1
all2869,WP_010997020.1
all2870,WP_010997021.1
all2871,WP_010997022.1
alr2872,WP_010997023.1
alr2873,WP_044521526.1
all2874,WP_010997025.1
all2875,WP_010997026.1
all2876,WP_010997027.1
alr2877,WP_010997028.1
alr2878,WP_010997029.1
alr2879,WP_010997030.1
alr2880,WP_010997031.1
alr2881,WP_044521530.1
alr2882,WP_010997033.1
all2883,WP_044523071.1
alr2884,WP_010997035.1
alr2885,WP_010997036.1
alr2886,WP_010997037.1
alr2887,WP_010997038.1
alr2888,WP_010997039.1
alr2889,WP_010997040.1
alr2890,WP_010997041.1
all2891,WP_010997042.1
alr2892,WP_010997043.1
all2893,WP_010997044.1
all2894,WP_010997045.1
alr2895,WP_010997046.1
asr2896,WP_010997047.1
all2897,WP_010997048.1
all2898,WP_044523073.1
all2899,WP_010997050.1
all2900,WP_010997051.1
alr2902,WP_010997053.1
alr2903,WP_010997054.1
all2904,WP_010997055.1
all2905,WP_010997056.1
all2906,WP_010997057.1
all2907,WP_044521541.1
all2908,WP_010997059.1
all2909,WP_010997060.1
all2910,WP_010997061.1
all2911,WP_010997062.1
all2912,WP_010997063.1
all2913,WP_010997064.1
asl2914,WP_010997065.1
all2915,WP_010997066.1
all2916,WP_044521548.1
all2917,WP_010997068.1
all2918,WP_010997069.1
all2919,WP_010997070.1
alr2921,WP_010997072.1
alr2922,WP_010997073.1
asl2923,WP_010997074.1
all2924,WP_010997075.1
alr2925,WP_010997076.1
alr2926,WP_010997077.1
alr2927,WP_044521553.1
all2928,WP_010997079.1
all2929,WP_010997080.1
all2930,WP_010997081.1
all2931,WP_010997082.1
asr2932,WP_010997083.1
alr2933,WP_010997084.1
all2934,WP_010997085.1
alr2935,WP_010997086.1
alr2936,WP_010997087.1
alr2938,WP_010997089.1
asr2939,WP_010997090.1
alr2940,WP_010997091.1
all2941,WP_010997092.1
alr2943,WP_044521560.1
alr2944,WP_010997095.1
alr2945,WP_044523080.1
alr2946,WP_010997097.1
alr2947,WP_010997098.1
alr2948,WP_010997099.1
alr2949,WP_231865567.1
all2950,WP_010997101.1
all2951,WP_010997102.1
all2952,WP_044523083.1
alr2954,WP_010997105.1
all2955,WP_010997106.1
alr2957,WP_010997108.1
asr2958,WP_010997109.1
asr2959,WP_044521565.1
all2960,WP_010997111.1
all2961,WP_010997112.1
all2962,WP_010997113.1
all2963,WP_231865461.1
all2964,WP_010997115.1
all2965,WP_010997116.1
alr2966,WP_010997117.1
alr2967,WP_010997118.1
alr2968,WP_010997119.1
all2969,WP_044521575.1
all2970,WP_010997121.1
all2971,WP_010997122.1
alr2972,WP_010997123.1
alr2973,WP_010997124.1
alr2974,WP_044521577.1
alr2975,WP_010997126.1
all2976,WP_010997127.1
all2977,WP_010997128.1
alr2979,WP_010997130.1
alr2980,WP_010997131.1
all2981,WP_010997132.1
alr2982,WP_010997133.1
alr2983,WP_010997134.1
alr2984,WP_199318882.1
asr2985,WP_010997136.1
alr2986,WP_010997137.1
alr2987,WP_010997138.1
alr2988,WP_010997139.1
all2989,WP_010997140.1
alr2990,WP_010997141.1
alr2991,WP_190449581.1
all2992,WP_010997143.1
alr2993,WP_010997144.1
asr2994,WP_010997145.1
all2995,WP_010997146.1
all2996,WP_010997147.1
all2997,WP_010997148.1
alr2998,WP_010997149.1
alr2999,WP_044521582.1
all3000,WP_010997151.1
asr3002,WP_010997153.1
alr3003,WP_010997154.1
alr3004,WP_231865463.1
asr3005,WP_010997156.1
all3007,WP_010997158.1
alr3008,WP_010997159.1
alr3009,WP_010997160.1
all3010,WP_010997161.1
all3011,WP_010997162.1
alr3012,WP_010997163.1
all3013,WP_010997164.1
all3014,WP_010997165.1
alr3015,WP_010997166.1
all3016,WP_010997167.1
alr3017,WP_044521589.1
alr3018,WP_010997169.1
asr3019,WP_010997170.1
alr3020,WP_010997171.1
all3021,WP_010997172.1
all3022,WP_044523095.1
all3023,WP_010997174.1
all3024,WP_010997175.1
asl3025,WP_010997176.1
alr3026,WP_010997177.1
alr3027,WP_010997178.1
all3028,WP_010997179.1
all3029,WP_010997180.1
all3030,WP_010997181.1
all3031,WP_010997182.1
all3032,WP_010997183.1
all3033,WP_044523099.1
all3034,WP_044521594.1
all3035,WP_010997186.1
alr3037,WP_010997188.1
alr3038,WP_010997189.1
all3041,WP_010997192.1
asr3042,WP_010997193.1
asr3043,WP_010997194.1
all3044,WP_010997195.1
all3045,WP_010997196.1
alr3046,WP_010997197.1
all3047,WP_010997198.1
all3048,WP_010997199.1
alr3050,WP_010997201.1
all3051,WP_010997202.1
alr3052,WP_044521605.1
all3054,WP_010997205.1
alr3055,WP_010997206.1
alr3056,WP_010997207.1
alr3057,WP_010997208.1
alr3058,WP_044523101.1
alr3059,WP_010997210.1
alr3060,WP_010997211.1
alr3061,WP_010997212.1
alr3062,WP_010997213.1
alr3063,WP_044521610.1
alr3064,WP_010997215.1
alr3065,WP_010997216.1
alr3066,WP_010997217.1
alr3067,WP_044521611.1
alr3068,WP_010997219.1
alr3069,WP_010997220.1
alr3070,WP_010997221.1
alr3071,WP_010997222.1
alr3072,WP_010997223.1
alr3073,WP_010997224.1
alr3074,WP_010997225.1
all3075,WP_010997226.1
alr3077,WP_231865464.1
alr3078,WP_010997229.1
alr3079,WP_010997230.1
asr3080,WP_010997231.1
all3083,WP_010997234.1
all3084,WP_010997235.1
alr3085,WP_010997236.1
alr3086,WP_010997237.1
all3087,WP_010997238.1
alr3088,WP_010997239.1
asr3089,WP_010997240.1
alr3090,WP_010997241.1
alr3091,WP_010997242.1
alr3092,WP_010997243.1
all3093,WP_010997244.1
alr3095,WP_010997246.1
alr3096,WP_010997247.1
alr3097,WP_010997248.1
asr3098,WP_044523102.1
alr3099,WP_010997250.1
alr3100,WP_010997251.1
alr3101,WP_044521623.1
alr3102,WP_010997253.1
alr3103,WP_010997254.1
all3104,WP_231865465.1
alr3105,WP_010997256.1
alr3106,WP_010997257.1
all3107,WP_197535800.1
all3108,WP_010997259.1
asr3109,WP_010997260.1
all3110,WP_010997261.1
all3111,WP_010997262.1
asl3112,WP_011320507.1
all3113,WP_010997264.1
all3114,WP_044523105.1
alr3115,WP_010997266.1
all3116,WP_010997267.1
asl3117,WP_044521629.1
all3118,WP_044521631.1
alr3119,WP_010997270.1
alr3120,WP_044521632.1
alr3121,WP_010997272.1
alr3122,WP_010997273.1
alr3123,WP_010997274.1
all3124,WP_010997275.1
alr3125,WP_010997276.1
alr3126,WP_010997277.1
all3127,WP_010997278.1
all3130,WP_010997281.1
all3131,WP_010997282.1
all3132,WP_010997283.1
asr3134,WP_010997285.1
all3135,WP_010997286.1
all3136,WP_010997287.1
asr3137,WP_010997288.1
alr3138,WP_044521636.1
alr3139,WP_010997290.1
alr3140,WP_010997291.1
all3141,WP_010997292.1
all3143,WP_010997294.1
all3144,WP_010997295.1
all3145,WP_044521637.1
all3148,WP_010997299.1
all3149,WP_010997300.1
alr3150,WP_010997301.1
all3151,WP_010997302.1
asl3152,WP_010997303.1
all3153,WP_010997304.1
all3154,WP_010997305.1
alr3155,WP_044521642.1
alr3156,WP_010997307.1
alr3157,WP_010997308.1
alr3158,WP_010997309.1
alr3159,WP_010997310.1
all3160,WP_010997311.1
all3161,WP_044521650.1
alr3162,WP_010997313.1
all3163,WP_010997314.1
asl3164,WP_010997315.1
alr3165,WP_010997316.1
alr3166,WP_010997317.1
all3167,WP_010997318.1
all3169,WP_010997320.1
alr3170,WP_010997321.1
all3171,WP_044521656.1
alr3172,WP_044523109.1
all3173,WP_010997324.1
all3174,WP_044521660.1
alr3175,WP_010997326.1
alr3176,WP_010997327.1
alr3177,WP_010997328.1
alr3178,WP_010997329.1
all3179,WP_010997330.1
all3180,WP_044521666.1
all3181,WP_010997332.1
alr3182,WP_010997333.1
alr3183,WP_010997334.1
all3184,WP_010997335.1
alr3185,WP_010997336.1
all3186,WP_231865468.1
alr3187,WP_010997338.1
alr3188,WP_044521670.1
alr3189,WP_010997340.1
all3191,WP_010997342.1
asl3192,WP_010997343.1
all3193,WP_010997344.1
all3194,WP_010997345.1
alr3195,WP_044521674.1
asl3196,WP_010997347.1
all3197,WP_010997348.1
all3198,WP_010997349.1
alr3199,WP_010997350.1
alr3200,WP_010997351.1
alr3201,WP_010997352.1
alr3202,WP_044521676.1
alr3203,WP_010997354.1
alr3204,WP_010997355.1
all3205,WP_010997356.1
all3206,WP_010997357.1
all3207,WP_010997358.1
all3208,WP_010997359.1
all3209,WP_010997360.1
alr3210,WP_044523110.1
all3211,WP_010997362.1
asl3212,WP_010997363.1
alr3213,WP_010997364.1
alr3214,WP_044521678.1
alr3215,WP_010997366.1
alr3216,WP_010997367.1
asr3217,WP_010997368.1
alr3219,WP_010997370.1
all3220,WP_010997371.1
all3221,WP_044521691.1
alr3222,WP_010997373.1
alr3224,WP_010997375.1
alr3225,WP_126986990.1
all3226,WP_010997377.1
all3227,WP_010997378.1
alr3228,WP_010997379.1
alr3229,WP_010997380.1
alr3230,WP_010997381.1
alr3231,WP_010997382.1
all3232,WP_044523117.1
alr3233,WP_044521700.1
alr3235,WP_044521702.1
asl3236,WP_010997387.1
all3237,WP_010997388.1
alr3238,WP_010997389.1
all3239,WP_126986987.1
alr3240,WP_010997391.1
alr3241,WP_010997392.1
alr3242,WP_010997393.1
alr3243,WP_010997394.1
all3244,WP_010997395.1
all3245,WP_010997396.1
alr3246,WP_010997397.1
alr3247,WP_010997398.1
asr3250,WP_010997401.1
alr3251,WP_010997402.1
alr3252,WP_044523121.1
all3254,WP_010997405.1
all3255,WP_010997406.1
all3256,WP_010997407.1
all3257,WP_010997408.1
alr3258,WP_010997409.1
all3259,WP_010997410.1
alr3260,WP_010997411.1
asl3261,WP_010997412.1
all3263,WP_010997414.1
asl3264,WP_010997415.1
alr3265,WP_010997416.1
all3267,WP_231865470.1
alr3268,WP_010997419.1
alr3269,WP_044523126.1
all3270,WP_010997421.1
all3271,WP_010997422.1
all3272,WP_010997423.1
alr3273,WP_010997424.1
all3274,WP_010997425.1
all3275,WP_010997426.1
alr3276,WP_010997427.1
alr3277,WP_010997428.1
all3278,WP_010997429.1
alr3280,WP_010997431.1
alr3281,WP_010997432.1
all3282,WP_010997433.1
alr3283,WP_010997434.1
all3284,WP_010997435.1
alr3285,WP_010997436.1
all3286,WP_010997437.1
alr3287,WP_010997438.1
all3288,WP_010997439.1
all3289,WP_010997440.1
all3290,WP_010997441.1
all3291,WP_010997442.1
all3292,WP_010997443.1
alr3293,WP_010997444.1
asr3294,WP_010997445.1
all3295,WP_010997446.1
alr3296,WP_010997447.1
alr3297,WP_010997448.1
all3298,WP_010997449.1
alr3300,WP_010997451.1
alr3301,WP_010997452.1
alr3302,WP_010997453.1
alr3303,WP_010997454.1
alr3304,WP_010997455.1
all3305,WP_044521716.1
all3306,WP_049942470.1
alr3307,WP_010997458.1
asr3308,WP_010997459.1
all3310,WP_010997461.1
alr3312,WP_010997463.1
all3314,WP_010997465.1
all3315,WP_010997466.1
all3316,WP_010997467.1
all3317,WP_010997468.1
all3318,WP_010997469.1
all3319,WP_010997470.1
all3320,WP_010997471.1
all3321,WP_010997472.1
all3323,WP_010997474.1
all3324,WP_010997475.1
all3325,WP_010997476.1
all3326,WP_010997477.1
all3327,WP_010997478.1
all3328,WP_010997479.1
all3329,WP_010997480.1
alr3330,WP_010997481.1
alr3331,WP_010997482.1
all3332,WP_084789107.1
all3333,WP_010997484.1
all3334,WP_010997485.1
all3335,WP_010997486.1
alr3336,WP_010997487.1
alr3337,WP_010997488.1
alr3338,WP_010997489.1
alr3339,WP_010997490.1
alr3340,WP_010997491.1
all3341,WP_010997492.1
asr3342,WP_010997493.1
alr3343,WP_010997494.1
alr3344,WP_010997495.1
alr3345,WP_010997496.1
all3347,WP_010997498.1
all3348,WP_010997499.1
all3349,WP_010997500.1
alr3350,WP_010997501.1
alr3351,WP_010997502.1
alr3352,WP_010997503.1
alr3353,WP_044521720.1
all3354,WP_010997505.1
alr3355,WP_010997506.1
alr3356,WP_010997507.1
alr3357,WP_010997508.1
alr3358,WP_010997509.1
all3359,WP_044521723.1
alr3361,WP_010997512.1
alr3362,WP_010997513.1
alr3363,WP_010997514.1
alr3364,WP_190449575.1
alr3365,WP_044521726.1
alr3366,WP_010997517.1
all3367,WP_010997518.1
asr3368,WP_010997519.1
alr3370,WP_044521731.1
all3371,WP_010997522.1
all3373,WP_010997524.1
all3374,WP_010997525.1
all3375,WP_044521735.1
alr3376,WP_010997527.1
alr3377,WP_010997528.1
all3378,WP_010997529.1
alr3379,WP_010997530.1
alr3380,WP_010997531.1
alr3381,WP_044521740.1
alr3382,WP_010997533.1
asl3383,WP_010997534.1
alr3384,WP_010995738.1
alr3386,WP_010997536.1
asr3387,WP_010997537.1
alr3388,WP_010997538.1
asr3389,WP_044521742.1
asr3390,WP_010997540.1
all3391,WP_010997541.1
all3392,WP_010997542.1
alr3393,WP_044521745.1
alr3394,WP_010997544.1
alr3395,WP_010997545.1
alr3397,WP_010997547.1
all3398,WP_010997548.1
alr3399,WP_010997549.1
alr3400,WP_010997550.1
all3401,WP_044521749.1
all3403,WP_010997553.1
alr3406,WP_010997556.1
alr3407,WP_010997557.1
all3408,WP_010997558.1
asl3409,WP_010997559.1
all3410,WP_044521757.1
alr3411,WP_044521759.1
alr3413,WP_010997563.1
alr3414,WP_010997564.1
alr3415,WP_010997565.1
alr3416,WP_010997566.1
alr3417,WP_010997567.1
all3418,WP_010997568.1
alr3419,WP_010997569.1
all3420,WP_010997570.1
alr3421,WP_010997571.1
alr3422,WP_010997572.1
alr3423,WP_010997573.1
alr3424,WP_010997574.1
alr3425,WP_010997575.1
alr3426,WP_010997576.1
asr3427,WP_010997577.1
alr3428,WP_010997578.1
alr3429,WP_010997579.1
alr3430,WP_010997580.1
alr3431,WP_010997581.1
all3432,WP_044521768.1
all3433,WP_010997583.1
alr3434,WP_010997584.1
all3435,WP_010997585.1
all3436,WP_010997586.1
alr3437,WP_010997587.1
asl3438,WP_010997588.1
all3439,WP_010997589.1
alr3441,WP_010997591.1
alr3442,WP_010997592.1
alr3443,WP_010997593.1
alr3444,WP_010997594.1
alr3445,WP_044521771.1
all3446,WP_010997596.1
all3447,WP_010997597.1
alr3448,WP_010997598.1
alr3449,WP_010997599.1
alr3450,WP_010997600.1
alr3451,WP_010997601.1
alr3452,WP_010997602.1
alr3453,WP_044523157.1
alr3454,WP_010997604.1
alr3455,WP_190449770.1
alr3456,WP_010997606.1
asr3457,WP_010997607.1
all3458,WP_010997608.1
