protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed
WP_011377559.1,WP_010998627.1,Synpcc7942_0388,alr4494,RBH,True
WP_011378365.1,WP_010998328.1,Synpcc7942_2207,all4189,RBH,True
WP_011243922.1,WP_010996694.1,Synpcc7942_2494,alr2538,RBH,True
WP_011377902.1,WP_010997985.1,Synpcc7942_1178,alr3844,RBH,True
WP_126147644.1,WP_010999279.1,Synpcc7942_2050,all5153,RBH,True
WP_011242681.1,WP_010997982.1,Synpcc7942_1181,all3841,RBH,True
WP_011244008.1,WP_010996784.1,Synpcc7942_2407,alr2628,RBH,True
WP_011378257.1,WP_010995386.1,Synpcc7942_1967,all1214,RBH,True
WP_011242414.1,WP_010994417.1,Synpcc7942_1456,alr0240,RBH,True
WP_011244546.1,WP_010996061.1,Synpcc7942_1858,all1897,RBH,True
WP_011378226.1,WP_010997117.1,Synpcc7942_1867,alr2966,RBH,True
WP_011378433.1,WP_010997681.1,Synpcc7942_2372,all3531,RBH,True
WP_011243417.1,WP_010994587.1,Synpcc7942_0411,all0411,RBH,True
WP_011244253.1,WP_010996529.1,Synpcc7942_2149,alr2373,RBH,True
WP_011242865.1,WP_010995842.1,Synpcc7942_0991,all1673,RBH,True
WP_011243345.1,WP_010997490.1,Synpcc7942_0486,alr3339,RBH,True
WP_011378397.1,WP_010998523.1,Synpcc7942_2303,alr4386,RBH,True
WP_011378329.1,WP_010995013.1,Synpcc7942_2124,all0839,RBH,True
WP_011244034.1,WP_010995691.1,Synpcc7942_2381,all1522,RBH,True
WP_011243530.1,WP_010997995.1,Synpcc7942_0294,all3854,RBH,True
WP_011242367.1,WP_010999411.1,Synpcc7942_1597,alr5287,RBH,True
WP_011378331.1,WP_010995285.1,Synpcc7942_2131,alr1112,RBH,True
WP_011243142.1,WP_010995056.1,Synpcc7942_0700,alr0882,RBH,True
WP_011377561.1,WP_010997084.1,Synpcc7942_0392,alr2933,RBH,True
WP_011378325.1,WP_010995332.1,Synpcc7942_2119,alr1159,RBH,True
WP_011244292.1,WP_010997610.1,Synpcc7942_2110,alr3460,RBH,True
WP_011244141.1,WP_010994474.1,Synpcc7942_2268,alr0297,RBH,True
WP_231621286.1,WP_010995450.1,Synpcc7942_1706,alr1278,RBH,True
WP_011378502.1,WP_010995862.1,Synpcc7942_2522,all1693,RBH,True
WP_011242725.1,WP_010997164.1,Synpcc7942_1137,all3013,RBH,True
WP_011377436.1,WP_010998836.1,Synpcc7942_0094,all4705,RBH,True
WP_011378306.1,WP_010996717.1,Synpcc7942_2079,all2561,RBH,True
WP_011242382.1,WP_044521757.1,Synpcc7942_1612,all3410,RBH,True
WP_011244226.1,WP_044521530.1,Synpcc7942_2179,alr2881,RBH,True
WP_011378023.1,WP_010995556.1,Synpcc7942_1406,alr1384,RBH,True
WP_190528534.1,WP_010997701.1,Synpcc7942_1917,all3551,RBH,True
WP_011378063.1,WP_010995762.1,Synpcc7942_1521,alr1593,RBH,True
WP_011377983.1,WP_010998458.1,Synpcc7942_1323,alr4320,RBH,True
WP_011244411.1,WP_010997414.1,Synpcc7942_1995,all3263,RBH,True
WP_011377803.1,WP_010996249.1,Synpcc7942_0951,all2091,RBH,True
WP_011378231.1,WP_010995220.1,Synpcc7942_1893,all1046,RBH,True
WP_011242428.1,WP_010996240.1,Synpcc7942_1441,alr2082,RBH,True
WP_011244501.1,WP_010996831.1,Synpcc7942_1904,all2675,RBH,True
WP_011242523.1,WP_010994401.1,Synpcc7942_1344,alr0224,RBH,True
WP_011243838.1,WP_010997068.1,Synpcc7942_2582,all2917,RBH,True
WP_011244715.1,WP_010994496.1,Synpcc7942_1685,all0320,RBH,True
WP_011243820.1,WP_010995122.1,Synpcc7942_2600,all0948,RBH,True
WP_011377515.1,WP_010995378.1,Synpcc7942_0269,all1205,RBH,True
WP_011242771.1,WP_010996701.1,Synpcc7942_1090,all2545,RBH,True
WP_231621402.1,WP_010996612.1,Synpcc7942_1578,all2456,RBH,True
WP_011243747.1,WP_010995788.1,Synpcc7942_0068,alr1619,RBH,True
WP_011378490.1,WP_010997604.1,Synpcc7942_2502,alr3454,RBH,True
WP_011243562.1,WP_010997147.1,Synpcc7942_0263,all2996,RBH,True
WP_011242810.1,WP_010994706.1,Synpcc7942_1050,alr0530,RBH,True
WP_011244785.1,WP_010997029.1,Synpcc7942_1489,alr2878,RBH,True
WP_011243541.1,WP_010995399.1,Synpcc7942_0283,all1227,RBH,True
WP_011242881.1,WP_010997505.1,Synpcc7942_0975,all3354,RBH,True
WP_011243691.1,WP_010998527.1,Synpcc7942_0125,all4390,RBH,True
WP_231621350.1,WP_010997926.1,Synpcc7942_0484,all3785,RBH,True
WP_011242770.1,WP_010997508.1,Synpcc7942_1091,alr3357,RBH,True
WP_011244783.1,WP_010996890.1,Synpcc7942_1487,alr2737,RBH,True
WP_011243923.1,WP_010996695.1,Synpcc7942_2493,alr2539,RBH,True
WP_011243853.1,WP_010999187.1,Synpcc7942_2567,alr5061,RBH,True
WP_011243847.1,WP_010997723.1,Synpcc7942_2573,all3574,RBH,True
WP_011377832.1,WP_010998414.1,Synpcc7942_1017,all4276,RBH,True
WP_011244825.1,WP_010998642.1,Synpcc7942_1529,alr4509,RBH,True
WP_011378164.1,WP_010996650.1,Synpcc7942_1737,alr2494,RBH,True
WP_011244030.1,WP_010996076.1,Synpcc7942_2385,alr1912,RBH,True
WP_011377794.1,WP_044521310.1,Synpcc7942_0931,alr2272,RBH,True
WP_011378020.1,WP_010994756.1,Synpcc7942_1403,all0580,RBH,True
WP_011378117.1,WP_010995775.1,Synpcc7942_1627,all1606,RBH,True
WP_011243894.1,WP_010997826.1,Synpcc7942_2525,alr3683,RBH,True
WP_011377866.1,WP_044522000.1,Synpcc7942_1109,alr3936,RBH,True
WP_011242622.1,WP_010994778.1,Synpcc7942_1242,all0602,RBH,True
WP_011378140.1,WP_010994497.1,Synpcc7942_1682,all0321,RBH,True
WP_011377752.1,WP_010999374.1,Synpcc7942_0833,all5250,RBH,True
WP_011244364.1,WP_010997236.1,Synpcc7942_2040,alr3085,RBH,True
WP_011378517.1,WP_010994936.1,Synpcc7942_2557,alr0762,RBH,True
WP_011377565.1,WP_010995690.1,Synpcc7942_0397,alr1521,RBH,True
WP_011243506.1,WP_044522754.1,Synpcc7942_0319,all0906,RBH,True
WP_011243220.1,WP_010998184.1,Synpcc7942_0616,alr4044,RBH,True
WP_011242455.1,WP_010994615.1,Synpcc7942_1414,all0439,RBH,True
WP_011378489.1,WP_010999390.1,Synpcc7942_2490,alr5266,RBH,True
WP_011378146.1,WP_010997496.1,Synpcc7942_1695,alr3345,RBH,True
WP_011378103.1,WP_010995546.1,Synpcc7942_1592,alr1374,RBH,True
WP_011377621.1,WP_010994627.1,Synpcc7942_0553,alr0451,RBH,True
WP_011243382.1,WP_010998111.1,Synpcc7942_0447,all3970,RBH,True
WP_011378322.1,WP_010997749.1,Synpcc7942_2114,all3600,RBH,True
WP_011243947.1,WP_010996218.1,Synpcc7942_2467,alr2057,RBH,True
WP_407830092.1,WP_010994271.1,Synpcc7942_2361,alr0094,RBH,True
WP_011243446.1,WP_010998157.1,Synpcc7942_0380,alr4017,RBH,True
WP_011244340.1,WP_010998974.1,Synpcc7942_2063,alr4846,RBH,True
WP_011244351.1,WP_044522439.1,Synpcc7942_2052,all5003,RBH,True
WP_011244457.1,WP_010997514.1,Synpcc7942_1947,alr3363,RBH,True
WP_011243372.1,WP_010996959.1,Synpcc7942_0458,all2808,RBH,True
WP_011243270.1,WP_010997855.1,Synpcc7942_0564,alr3712,RBH,True
WP_011244544.1,WP_010995904.1,Synpcc7942_1860,all1736,RBH,True
WP_011243448.1,WP_010998155.1,Synpcc7942_0378,alr4015,RBH,True
WP_011243066.1,WP_010996129.1,Synpcc7942_0783,alr1965,RBH,True
WP_011377652.1,WP_010996464.1,Synpcc7942_0624,alr2308,RBH,True
WP_011377452.1,WP_010999018.1,Synpcc7942_0121,all4892,RBH,True
WP_173282573.1,WP_010996724.1,Synpcc7942_2589,all2568,RBH,True
WP_011242637.1,WP_010996507.1,Synpcc7942_1227,alr2351,RBH,True
WP_011243700.1,WP_010994693.1,Synpcc7942_0116,alr0517,RBH,True
WP_011377507.1,WP_010998305.1,Synpcc7942_0248,alr4166,RBH,True
WP_011378232.1,WP_010995221.1,Synpcc7942_1894,all1047,RBH,True
WP_011377781.1,WP_010995525.1,Synpcc7942_0901,all1353,RBH,True
WP_039755627.1,WP_010997703.1,Synpcc7942_1964,alr3553,RBH,True
WP_011244173.1,WP_010998023.1,Synpcc7942_2235,alr3882,RBH,True
WP_011243515.1,WP_010997381.1,Synpcc7942_0310,alr3230,RBH,True
WP_011244575.1,WP_010998639.1,Synpcc7942_1829,all4506,RBH,True
WP_011377478.1,WP_010994368.1,Synpcc7942_0177,alr0191,RBH,True
WP_231621316.1,WP_010995033.1,Synpcc7942_1172,all0859,RBH,True
WP_011244531.1,WP_010995367.1,Synpcc7942_1873,alr1194,RBH,True
WP_231621306.1,WP_044521393.1,Synpcc7942_1360,alr2479,RBH,True
WP_231621405.1,WP_010995062.1,Synpcc7942_0584,all0888,RBH,True
WP_011243962.1,WP_010995202.1,Synpcc7942_2453,alr1028,RBH,True
WP_011377689.1,WP_010995497.1,Synpcc7942_0703,all1325,RBH,True
WP_011243813.1,WP_010999430.1,Synpcc7942_2607,all5306,RBH,True
WP_011377657.1,WP_010999423.1,Synpcc7942_0635,alr5299,RBH,True
WP_011378106.1,WP_010998676.1,Synpcc7942_1603,alr4543,RBH,True
WP_011377874.1,WP_010996626.1,Synpcc7942_1130,all2470,RBH,True
WP_011243277.1,WP_010997411.1,Synpcc7942_0556,alr3260,RBH,True
WP_265575068.1,WP_010995410.1,Synpcc7942_1554,alr1238,RBH,True
WP_011378263.1,WP_010998095.1,Synpcc7942_1979,alr3954,RBH,True
WP_011244461.1,WP_010996860.1,Synpcc7942_1943,all2707,RBH,True
WP_011243818.1,WP_010995124.1,Synpcc7942_2602,alr0950,RBH,True
WP_011244421.1,WP_010999252.1,Synpcc7942_1985,alr5126,RBH,True
WP_011377925.1,WP_010997850.1,Synpcc7942_1225,alr3707,RBH,True
WP_011244661.1,WP_010999192.1,Synpcc7942_1740,alr5066,RBH,True
WP_011243877.1,WP_010997169.1,Synpcc7942_2543,alr3018,RBH,True
WP_011243055.1,WP_010996498.1,Synpcc7942_0794,all2342,RBH,True
WP_011242917.1,WP_010998045.1,Synpcc7942_0937,alr3904,RBH,True
WP_011377791.1,WP_010996425.1,Synpcc7942_0927,alr2268,RBH,True
WP_011378157.1,WP_010994800.1,Synpcc7942_1718,all0624,RBH,True
WP_011243032.1,WP_010996631.1,Synpcc7942_0819,alr2475,RBH,True
WP_011242361.1,WP_010995252.1,Synpcc7942_1591,alr1078,RBH,True
WP_011243555.1,WP_010998985.1,Synpcc7942_0270,all4857,RBH,True
WP_011242503.1,WP_044522644.1,Synpcc7942_1366,alr0033,RBH,True
WP_011242635.1,WP_010998829.1,Synpcc7942_1229,all4698,RBH,True
WP_011243855.1,WP_010999184.1,Synpcc7942_2565,all5058,RBH,True
WP_231621284.1,WP_010997038.1,Synpcc7942_1761,alr2887,RBH,True
WP_231621357.1,WP_010994357.1,Synpcc7942_0350,alr0180,RBH,True
WP_011244181.1,WP_010998347.1,Synpcc7942_2226,all4209,RBH,True
WP_011242845.1,WP_044522204.1,Synpcc7942_1012,all4503,RBH,True
WP_011242925.1,WP_010996427.1,Synpcc7942_0929,alr2270,RBH,True
WP_011244508.1,WP_010998805.1,Synpcc7942_1897,alr4674,RBH,True
WP_011243390.1,WP_010997352.1,Synpcc7942_0439,alr3201,RBH,True
WP_155813853.1,WP_010998249.1,Synpcc7942_1371,all4110,RBH,True
WP_011242970.1,WP_010998473.1,Synpcc7942_0882,all4335,RBH,True
WP_011377529.1,WP_010994832.1,Synpcc7942_0307,alr0656,RBH,True
WP_011244723.1,WP_010995526.1,Synpcc7942_1677,all1354,RBH,True
WP_011377404.1,WP_010998291.1,Synpcc7942_0022,all4152,RBH,True
WP_011244176.1,WP_010998352.1,Synpcc7942_2231,all4214,RBH,True
WP_011243222.1,WP_010998182.1,Synpcc7942_0614,all4042,RBH,True
WP_011378242.1,WP_010997427.1,Synpcc7942_1925,alr3276,RBH,True
WP_011242897.1,WP_044521937.1,Synpcc7942_0957,all3802,RBH,True
WP_011243971.1,WP_010995268.1,Synpcc7942_2445,alr1094,RBH,True
WP_011378414.1,WP_010994660.1,Synpcc7942_2341,alr0484,RBH,True
WP_011243427.1,WP_044520553.1,Synpcc7942_0400,all0269,RBH,True
WP_011377796.1,WP_010994777.1,Synpcc7942_0934,all0601,RBH,True
WP_231621376.1,WP_010997725.1,Synpcc7942_2575,alr3576,RBH,True
WP_011378480.1,WP_010995929.1,Synpcc7942_2470,all1761,RBH,True
WP_011378054.1,WP_010994688.1,Synpcc7942_1493,alr0512,RBH,True
WP_011243340.1,WP_010998976.1,Synpcc7942_0492,alr4848,RBH,True
WP_011243857.1,WP_010998128.1,Synpcc7942_2563,alr3988,RBH,True
WP_011244106.1,WP_010998881.1,Synpcc7942_2305,all4750,RBH,True
WP_011378294.1,WP_010994664.1,Synpcc7942_2058,alr0488,RBH,True
WP_011378043.1,WP_044521288.1,Synpcc7942_1464,alr2231,RBH,True
WP_231621390.1,WP_010995075.1,Synpcc7942_2024,alr0901,RBH,True
WP_011242413.1,WP_010994418.1,Synpcc7942_1457,alr0241,RBH,True
WP_011377945.1,WP_010996269.1,Synpcc7942_1265,alr2111,RBH,True
WP_011377895.1,WP_010998026.1,Synpcc7942_1168,alr3885,RBH,True
WP_011244218.1,WP_010994209.1,Synpcc7942_2188,all0032,RBH,True
WP_011242719.1,WP_010994409.1,Synpcc7942_1143,all0232,RBH,True
WP_011242486.1,WP_010997720.1,Synpcc7942_1383,all3570,RBH,True
WP_011378388.1,WP_010994492.1,Synpcc7942_2284,all0316,RBH,True
WP_011244067.1,WP_010994250.1,Synpcc7942_2346,alr0073,RBH,True
WP_011243257.1,WP_010995912.1,Synpcc7942_0578,alr1744,RBH,True
WP_011243851.1,WP_010997134.1,Synpcc7942_2569,alr2983,RBH,True
WP_011242632.1,WP_010996609.1,Synpcc7942_1232,all2453,RBH,True
WP_011244187.1,WP_010998341.1,Synpcc7942_2220,all4203,RBH,True
WP_011243325.1,WP_010995381.1,Synpcc7942_0507,alr1208,RBH,True
WP_011243036.1,WP_010997063.1,Synpcc7942_0815,all2912,RBH,True
WP_011243514.1,WP_010997380.1,Synpcc7942_0311,alr3229,RBH,True
WP_011243061.1,WP_010997939.1,Synpcc7942_0788,alr3798,RBH,True
WP_039755832.1,WP_010998301.1,Synpcc7942_0710,all4162,RBH,True
WP_011055138.1,WP_010995344.1,Synpcc7942_B2646,alr1171,RBH,True
WP_039755585.1,WP_010995456.1,Synpcc7942_2177,all1284,RBH,True
WP_011377776.1,WP_010998472.1,Synpcc7942_0881,alr4334,RBH,True
WP_011377730.1,WP_010997287.1,Synpcc7942_0791,all3136,RBH,True
WP_011378478.1,WP_010998450.1,Synpcc7942_2466,all4312,RBH,True
WP_011377735.1,WP_010999463.1,Synpcc7942_0800,all5339,RBH,True
WP_011244442.1,WP_010996876.1,Synpcc7942_1963,alr2723,RBH,True
WP_011243982.1,WP_041456726.1,Synpcc7942_2434,alr4627,RBH,True
WP_011243750.1,WP_011318830.1,Synpcc7942_0065,all4623,RBH,True
WP_011244175.1,WP_010998353.1,Synpcc7942_2232,all4215,RBH,True
WP_011378001.1,WP_044522102.1,Synpcc7942_1358,all4155,RBH,True
WP_011378473.1,WP_044521166.1,Synpcc7942_2458,all1983,RBH,True
WP_011243499.1,WP_010994199.1,Synpcc7942_0326,alr0022,RBH,True
WP_011377681.1,WP_010999291.1,Synpcc7942_0681,all5167,RBH,True
WP_039755845.1,WP_010998215.1,Synpcc7942_0659,alr4075,RBH,True
WP_011378062.1,WP_010994723.1,Synpcc7942_1515,alr0547,RBH,True
WP_011244414.1,WP_010997716.1,Synpcc7942_1992,all3566,RBH,True
WP_011378042.1,WP_010998682.1,Synpcc7942_1463,alr4550,RBH,True
WP_011378021.1,WP_044521154.1,Synpcc7942_1404,all1964,RBH,True
WP_011243554.1,WP_010997600.1,Synpcc7942_0271,alr3450,RBH,True
WP_039755989.1,WP_010995106.1,Synpcc7942_1138,all0932,RBH,True
WP_011242642.1,WP_010995712.1,Synpcc7942_1222,alr1543,RBH,True
WP_231621330.1,WP_010996972.1,Synpcc7942_0855,all2821,RBH,True
WP_011242799.1,WP_010999079.1,Synpcc7942_1061,alr4953,RBH,True
WP_011378458.1,WP_044521989.1,Synpcc7942_2427,all3918,RBH,True
WP_011243727.1,WP_010995251.1,Synpcc7942_0089,alr1077,RBH,True
WP_011243074.1,WP_010994288.1,Synpcc7942_0774,all0111,RBH,True
WP_173282575.1,WP_044522999.1,Synpcc7942_2492,alr2541,RBH,True
WP_011378435.1,WP_010997690.1,Synpcc7942_2379,all3540,RBH,True
WP_011242788.1,WP_010994246.1,Synpcc7942_1073,alr0069,RBH,True
WP_011378205.1,WP_010998629.1,Synpcc7942_1816,all4496,RBH,True
WP_011242808.1,WP_010994704.1,Synpcc7942_1047,alr0528,RBH,True
WP_011242808.1,WP_010994704.1,Synpcc7942_1052,alr0528,RBH,True
WP_011244686.1,WP_010996224.1,Synpcc7942_1715,all2063,RBH,True
WP_011244514.1,WP_044522369.1,Synpcc7942_1891,alr4839,RBH,True
WP_011378195.1,WP_010994873.1,Synpcc7942_1799,alr0698,RBH,True
WP_011244680.1,WP_010994792.1,Synpcc7942_1721,alr0616,RBH,True
WP_011243604.1,WP_010996194.1,Synpcc7942_0220,all2033,RBH,True
WP_011244164.1,WP_010998133.1,Synpcc7942_2244,alr3993,RBH,True
WP_011243648.1,WP_010998813.1,Synpcc7942_0173,alr4682,RBH,True
WP_011377762.1,WP_011319519.1,Synpcc7942_0849,alr5217,RBH,True
WP_011244805.1,WP_010997994.1,Synpcc7942_1510,all3853,RBH,True
WP_011242360.1,WP_010999014.1,Synpcc7942_1590,alr4888,RBH,True
WP_011378221.1,WP_010997509.1,Synpcc7942_1857,alr3358,RBH,True
WP_011244795.1,WP_010996055.1,Synpcc7942_1500,alr1891,RBH,True
WP_011243882.1,WP_010998495.1,Synpcc7942_2538,all4358,RBH,True
WP_011244505.1,WP_044522646.1,Synpcc7942_1900,all0066,RBH,True
WP_011055144.1,WP_010994059.1,Synpcc7942_B2651,alr8001,RBH,True
WP_011377995.1,WP_010997574.1,Synpcc7942_1342,alr3424,RBH,True
WP_011243498.1,WP_010994198.1,Synpcc7942_0327,alr0021,RBH,True
WP_011377829.1,WP_010998635.1,Synpcc7942_1011,all4502,RBH,True
WP_199290572.1,WP_010995413.1,Synpcc7942_1910,alr1241,RBH,True
WP_011377690.1,WP_010998017.1,Synpcc7942_0706,all3876,RBH,True
WP_011243587.1,WP_010998842.1,Synpcc7942_0238,alr4711,RBH,True
WP_011243163.1,WP_010997932.1,Synpcc7942_0678,all3791,RBH,True
WP_011244481.1,WP_010997431.1,Synpcc7942_1923,alr3280,RBH,True
WP_011244777.1,WP_010995540.1,Synpcc7942_1481,all1368,RBH,True
WP_011244380.1,WP_044522366.1,Synpcc7942_2025,all4830,RBH,True
WP_011244314.1,WP_010995392.1,Synpcc7942_2089,all1220,RBH,True
WP_011378245.1,WP_010995844.1,Synpcc7942_1937,alr1675,RBH,True
WP_011242527.1,WP_010997230.1,Synpcc7942_1340,alr3079,RBH,True
WP_011377989.1,WP_010998821.1,Synpcc7942_1330,all4690,RBH,True
WP_011243872.1,WP_010995588.1,Synpcc7942_2548,all1416,RBH,True
WP_011242664.1,WP_044520512.1,Synpcc7942_1199,alr0175,RBH,True
WP_011244765.1,WP_010996005.1,Synpcc7942_1468,all1837,RBH,True
WP_011243688.1,WP_010998530.1,Synpcc7942_0128,alr4393,RBH,True
WP_011244091.1,WP_010997344.1,Synpcc7942_2321,all3193,RBH,True
WP_234701778.1,WP_010994454.1,Synpcc7942_1784,alr0277,RBH,True
WP_011243314.1,WP_010999064.1,Synpcc7942_0518,alr4938,RBH,True
WP_039755844.1,WP_010995314.1,Synpcc7942_0660,all1141,RBH,True
WP_011243253.1,WP_010994307.1,Synpcc7942_0582,alr0130,RBH,True
WP_231621324.1,WP_010998195.1,Synpcc7942_0954,all4055,RBH,True
WP_011244318.1,WP_010998614.1,Synpcc7942_2085,all4481,RBH,True
WP_231621368.1,WP_010997569.1,Synpcc7942_0088,alr3419,RBH,True
WP_011244434.1,WP_010997044.1,Synpcc7942_1972,all2893,RBH,True
WP_011243312.1,WP_010997408.1,Synpcc7942_0520,all3257,RBH,True
WP_011378521.1,WP_010997724.1,Synpcc7942_2574,all3575,RBH,True
WP_011244513.1,WP_010994560.1,Synpcc7942_1892,all0384,RBH,True
WP_011377952.1,WP_044522253.1,Synpcc7942_1275,alr4621,RBH,True
WP_011377903.1,WP_010997981.1,Synpcc7942_1182,all3840,RBH,True
WP_011244080.1,WP_010997572.1,Synpcc7942_2332,alr3422,RBH,True
WP_011377641.1,WP_010997138.1,Synpcc7942_0605,alr2987,RBH,True
WP_011243786.1,WP_010995948.1,Synpcc7942_0021,all1780,RBH,True
WP_011378126.1,WP_010995874.1,Synpcc7942_1651,alr1705,RBH,True
WP_011378525.1,WP_010999225.1,Synpcc7942_2592,alr5099,RBH,True
WP_011244727.1,WP_010997962.1,Synpcc7942_1673,all3821,RBH,True
WP_011244565.1,WP_010994431.1,Synpcc7942_1839,all0254,RBH,True
WP_011378248.1,WP_010998060.1,Synpcc7942_1941,alr3919,RBH,True
WP_011242837.1,WP_010994212.1,Synpcc7942_1021,alr0035,RBH,True
WP_231621290.1,WP_010996589.1,Synpcc7942_1532,alr2433,RBH,True
WP_011377875.1,WP_010999274.1,Synpcc7942_1132,alr5148,RBH,True
WP_011244639.1,WP_010998594.1,Synpcc7942_1763,all4461,RBH,True
WP_011377618.1,WP_010997553.1,Synpcc7942_0549,all3403,RBH,True
WP_231621332.1,WP_010998822.1,Synpcc7942_0809,alr4691,RBH,True
WP_011244191.1,WP_010998337.1,Synpcc7942_2216,all4199,RBH,True
WP_011377724.1,WP_010998018.1,Synpcc7942_0780,alr3877,RBH,True
WP_011244671.1,WP_010994689.1,Synpcc7942_1730,all0513,RBH,True
WP_011378421.1,WP_010997335.1,Synpcc7942_2352,all3184,RBH,True
WP_011243749.1,WP_010995790.1,Synpcc7942_0066,alr1621,RBH,True
WP_011242692.1,WP_010998024.1,Synpcc7942_1170,alr3883,RBH,True
WP_011244812.1,WP_010996728.1,Synpcc7942_1517,alr2572,RBH,True
WP_011244189.1,WP_010998339.1,Synpcc7942_2218,all4201,RBH,True
WP_011378315.1,WP_044521632.1,Synpcc7942_2096,alr3120,RBH,True
WP_011244551.1,WP_010994631.1,Synpcc7942_1853,all0455,RBH,True
WP_011378354.1,WP_010994319.1,Synpcc7942_2183,alr0142,RBH,True
WP_011244060.1,WP_010997336.1,Synpcc7942_2353,alr3185,RBH,True
WP_011378223.1,WP_010994292.1,Synpcc7942_1863,alr0115,RBH,True
WP_011377760.1,WP_010997091.1,Synpcc7942_0844,alr2940,RBH,True
WP_011242762.1,WP_010999376.1,Synpcc7942_1099,alr5252,RBH,True
WP_049749323.1,WP_010995163.1,Synpcc7942_0441,alr0989,RBH,True
WP_011377445.1,WP_010998284.1,Synpcc7942_0109,all4145,RBH,True
WP_011243467.1,WP_044522875.1,Synpcc7942_0358,alr1845,RBH,True
WP_011243585.1,WP_010997797.1,Synpcc7942_0240,all3653,RBH,True
WP_231621322.1,WP_044521526.1,Synpcc7942_0996,alr2873,RBH,True
WP_161565872.1,WP_010995143.1,Synpcc7942_0025,all0969,RBH,True
WP_011242445.1,WP_044520749.1,Synpcc7942_1425,all0863,RBH,True
WP_011378246.1,WP_010995271.1,Synpcc7942_1938,alr1097,RBH,True
WP_011243841.1,WP_190449581.1,Synpcc7942_2579,alr2991,RBH,True
WP_011243502.1,WP_010997273.1,Synpcc7942_0323,alr3122,RBH,True
WP_011377665.1,WP_010998427.1,Synpcc7942_0654,all4289,RBH,True
WP_011242847.1,WP_010998014.1,Synpcc7942_1010,all3873,RBH,True
WP_011378529.1,WP_044520784.1,Synpcc7942_2601,all0949,RBH,True
WP_011377867.1,WP_010998505.1,Synpcc7942_1111,alr4368,RBH,True
WP_011377688.1,WP_010995499.1,Synpcc7942_0702,all1327,RBH,True
WP_011243998.1,WP_010998239.1,Synpcc7942_2418,alr4099,RBH,True
WP_011242780.1,WP_011321462.1,Synpcc7942_1081,all1800,RBH,True
WP_011243393.1,WP_010997513.1,Synpcc7942_0435,alr3362,RBH,True
WP_011242806.1,WP_010994708.1,Synpcc7942_1054,alr0532,RBH,True
WP_011242896.1,WP_044522749.1,Synpcc7942_0958,all0788,RBH,True
WP_011243598.1,WP_044520743.1,Synpcc7942_0227,all0844,RBH,True
WP_011377645.1,WP_010995585.1,Synpcc7942_0610,all1413,RBH,True
WP_011377946.1,WP_010999214.1,Synpcc7942_1266,all5088,RBH,True
WP_011243428.1,WP_010994445.1,Synpcc7942_0399,all0268,RBH,True
WP_011377623.1,WP_010995716.1,Synpcc7942_0560,all1547,RBH,True
WP_011244359.1,WP_010995302.1,Synpcc7942_2044,alr1129,RBH,True
WP_011244756.1,WP_010998679.1,Synpcc7942_1639,all4546,RBH,True
WP_011055135.1,WP_010993849.1,Synpcc7942_B2643,all7521,RBH,True
WP_011243558.1,WP_010997333.1,Synpcc7942_0267,alr3182,RBH,True
WP_011244138.1,WP_010997105.1,Synpcc7942_2271,alr2954,RBH,True
WP_011243837.1,WP_010999105.1,Synpcc7942_2583,alr4979,RBH,True
WP_011243995.1,WP_010998080.1,Synpcc7942_2421,all3939,RBH,True
WP_011242314.1,WP_010996561.1,Synpcc7942_1541,alr2405,RBH,True
WP_011243836.1,WP_010995592.1,Synpcc7942_2584,all1420,RBH,True
WP_011244809.1,WP_010994721.1,Synpcc7942_1514,alr0545,RBH,True
WP_011243816.1,WP_010995126.1,Synpcc7942_2604,alr0952,RBH,True
WP_231621404.1,WP_126987094.1,Synpcc7942_1119,alr2207,RBH,True
WP_011244222.1,WP_010994503.1,Synpcc7942_2184,all0327,RBH,True
WP_011244649.1,WP_010998670.1,Synpcc7942_1752,alr4537,RBH,True
WP_231621309.1,WP_010998240.1,Synpcc7942_1329,alr4100,RBH,True
WP_011242940.1,WP_010997072.1,Synpcc7942_0914,alr2921,RBH,True
WP_039755809.1,WP_010997089.1,Synpcc7942_0801,alr2938,RBH,True
WP_011244525.1,WP_010998977.1,Synpcc7942_1879,alr4849,RBH,True
WP_071818121.1,WP_010995835.1,Synpcc7942_1934,alr1666,RBH,True
WP_011244343.1,WP_010994662.1,Synpcc7942_2060,alr0486,RBH,True
WP_011242873.1,WP_010998313.1,Synpcc7942_0983,alr4174,RBH,True
WP_011242807.1,WP_010994705.1,Synpcc7942_1048,alr0529,RBH,True
WP_011242807.1,WP_010994705.1,Synpcc7942_1053,alr0529,RBH,True
WP_011244473.1,WP_010998507.1,Synpcc7942_1931,alr4370,RBH,True
WP_011055139.1,WP_010995343.1,Synpcc7942_B2647,alr1170,RBH,True
WP_011243118.1,WP_010999714.1,Synpcc7942_0725,alr7157,RBH,True
WP_011055136.1,WP_010993850.1,Synpcc7942_B2644,alr7522,RBH,True
WP_011244601.1,WP_010995134.1,Synpcc7942_1802,alr0960,RBH,True
WP_011377568.1,WP_010999412.1,Synpcc7942_0408,all5288,RBH,True
WP_011244063.1,WP_010994378.1,Synpcc7942_2350,alr0201,RBH,True
WP_011244287.1,WP_010999885.1,Synpcc7942_2115,alr7336,RBH,True
