# category is assigned from the Anabaena side only (Kushige's own curated scheme; Ito publishes no equivalent) -- see notebook Sec 2.
locus_tag_7942,locus_tag_anabaena,gene_symbol_7942,gene_symbol_anabaena,annotation_7942,annotation_anabaena,category,amplitude_cv_7942,amplitude_cv_anabaena,amp_pct_7942,amp_pct_anabaena,cycling_7942,cycling_anabaena
Synpcc7942_1718,all0624,glcE,glcE,glycolate oxidase subunit GlcE,glycolate oxidase subunit,Energy metabolism,0.13613048689906646,0.2279004590088337,0.5980119284294234,0.11637931034482758,a,AR
Synpcc7942_0819,alr2475,purL,-,phosphoribosyl formylglycinamidine synthase,phosphoribosylformyl glycinamidine synthetase,"Purines, pyrimidines, nucleosides, and nucleotides",0.1118482135193066,0.22407702374801963,0.3912524850894632,0.10532233883058471,a,AR
Synpcc7942_1591,alr1078,"nbp1, rps1b",rps1,nucleic acid-binding protein  30S ribosomal protein S1-like,30S ribosomal protein S1,Translation,0.1110003335059927,0.2078141942832117,0.3856858846918489,0.06859070464767617,a,AR
Synpcc7942_0270,all4857,,-,probable glycosyltransferase,hypothetical protein,Hypothetical,0.16466500920388785,0.27319847322272695,0.7546719681908549,0.26705397301349326,a,AR
Synpcc7942_1366,alr0033,menA,menA,14-dihydroxy-2-naphtoic acid prenyltransferase,DHNA phythltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.06045964208677702,0.26366717394792,0.03936381709741551,0.23275862068965517,AR,AR
Synpcc7942_1229,all4698,cobM,-,precorrin-4 C11-methyltransferase,precorrin-3 methylase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1883325599854937,0.369991642853009,0.8258449304174951,0.58452023988006,a,AR
Synpcc7942_2565,all5058,efp,efp,elongation factor P,translation elongation factor EF-P,Translation,0.1246881860502127,0.27646541647463524,0.5093439363817097,0.27792353823088456,a,AR
Synpcc7942_1761,alr2887,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10283182818190707,0.2582647278408933,0.31411530815109345,0.21495502248875561,a,AR
Synpcc7942_0350,alr0180,,-,ATP-binding protein of ABC transporter,ATP-binding protein of ABC transporter,Transport and binding proteins,0.0906426669683445,0.1518327426414625,0.21709741550695824,0.003373313343328336,AR,AR
Synpcc7942_2226,all4209,rps3,rps3,30S ribosomal protein S3,30S ribosomal protein S3,Translation,0.10390725210011192,0.4125050926372952,0.3240556660039761,0.698088455772114,AR,AR
Synpcc7942_1012,all4503,sphR,-,phosphate-sensing two-component response regulator OmpR subfamily,two-component response regulator,Regulatory functions,0.08957723516692033,0.20771368326514797,0.20715705765407555,0.06802848575712143,AR,AR
Synpcc7942_0929,alr2270,lpxC,-,UDP-3-0-acyl N-acetylglcosamine deacetylase,UDP-3-O-acyl N-acetylglucosamine deacetylase,Cell envelope,0.11330300287012146,0.20684749568019728,0.4059642147117296,0.0661544227886057,a,c
Synpcc7942_1897,alr4674,,-,putative transcripton factor DevT homolog,putative transcripton factor for heterocyst differentiation DevT,Energy metabolism,0.09660903303144033,0.4307473758015959,0.26043737574552683,0.7381934032983508,AR,AR
Synpcc7942_0439,alr3201,chlM,chlM,S-adenosylmethionine--Mg-protoporphyrin IX methyltransferase,S-adenosylmethionine--Mg-protoporphyrin IX methyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.16648004432482202,0.1377448853001483,0.7606361829025845,0.0018740629685157421,a,AR
Synpcc7942_1371,all4110,,-,"metal ion transporter, MIT family",probable cation transporter,Transport and binding proteins,0.2749130854232805,0.4496208478882191,0.9240556660039762,0.7758620689655172,a,AR
Synpcc7942_0882,all4335,lon,-,ATP-dependent Lon protease,hypothetical protein,Hypothetical,0.08488067068378383,0.1849086589341048,0.1713717693836978,0.02717391304347826,AR,AR
Synpcc7942_0307,alr0656,"nhaS5, napA",-,Na+/H+ antiporter,Na+/H+ antiporter,Transport and binding proteins,0.16341946490603765,0.17923728890922722,0.7491053677932406,0.020239880059970013,a,AR
Synpcc7942_1677,all1354,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1451325335586807,0.2977695572309222,0.6560636182902585,0.35344827586206895,AR,AR
Synpcc7942_0022,all4152,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1061666029085177,0.3054757294476469,0.3463220675944334,0.38099700149925037,AR,AR
Synpcc7942_2231,all4214,rpl4,rpl4,50S ribosomal protein L4,50S ribosomal protein L4,Translation,0.0948288499555921,0.47885624497763396,0.24652087475149106,0.8287106446776612,AR,AR
Synpcc7942_0614,all4042,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14974119420469653,0.35582042194181474,0.6823061630218688,0.5449775112443778,a,AR
Synpcc7942_1925,alr3276,,-,probable peptidase,probable peptidase,Translation,0.1157575412058599,0.24951351369544178,0.4286282306163022,0.18403298350824587,a,AR
Synpcc7942_0957,all3802,cobO,-,cob(I) alamin adenosyltransferase,cob(I)alamin adenosyltransferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.09479437180299773,0.5196992333242819,0.24612326043737576,0.8766866566716641,AR,AR
Synpcc7942_2445,alr1094,sphX,-,periplasmic phosphate-binding protein of ABC transporter,periplasmic phosphate-binding protein of ABC transporter,Transport and binding proteins,0.20336317708057502,0.36383323158638603,0.858051689860835,0.5689655172413793,a,AR
Synpcc7942_2341,alr0484,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10886509301757252,0.23541893022429292,0.37017892644135186,0.14055472263868066,AR,AR
Synpcc7942_0400,all0269,trpG,trpG,anthranilate synthase component II,anthranilate synthase component II,Amino acid biosynthesis,0.06719622707996173,0.20628650775099241,0.07077534791252485,0.06484257871064468,AR,AR
Synpcc7942_0934,all0601,,cnaT,"hypothetical protein, probable glycosyl transferase",a protein required for expression of the nitrate assimilation nirA operon,Hypothetical,0.11135998462831918,0.5422559347127852,0.38807157057654074,0.8986131934032984,AR,AR
Synpcc7942_2575,alr3576,"mntC, znuA",-,ABC-type manganese transport system substrate-binding protein MntC,adhesin precursor,Other categories,0.16417486062237052,0.42933192002220644,0.7518886679920477,0.7361319340329835,AR,AR
Synpcc7942_2470,all1761,,-,hypothetical protein,hypothetical protein,Hypothetical,0.10527072139168371,0.23655162168756633,0.3379721669980119,0.14430284857571216,a,AR
Synpcc7942_1493,alr0512,,-,MazG protein homolog,hypothetical protein,Hypothetical,0.10383406276178107,0.2575894499391478,0.32365805168986084,0.21195652173913043,AR,AR
Synpcc7942_0492,alr4848,,-,hypothetical protein,riboflavin kinase/FAD synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.09721691412367306,0.3112565863456342,0.263220675944334,0.4012368815592204,AR,AR
Synpcc7942_2563,alr3988,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1208088121547143,0.377205497739351,0.47157057654075546,0.6051349325337332,AR,AR
Synpcc7942_2305,all4750,nblR,-,two-component response regulator OmpR subfamily,two-component response regulator,Regulatory functions,0.10489386940247472,0.21273186285449738,0.3320079522862823,0.07908545727136432,AR,AR
Synpcc7942_2058,alr0488,proC,-,pyrroline-5-carboxylate reductase,pyrroline-5-carboxylate reductase,Amino acid biosynthesis,0.18079370981735074,0.2981769845691266,0.8067594433399602,0.35438530734632684,AR,AR
Synpcc7942_1464,alr2231,somA,-,probable porin; major outer membrane protein,hypothetical protein,Hypothetical,0.10409531504843941,0.4010251060459539,0.3256461232604374,0.6681034482758621,a,AR
Synpcc7942_2024,alr0901,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11408624555505524,0.2617288444093853,0.4143141153081511,0.22694902548725637,AR,AR
Synpcc7942_1457,alr0241,plsC,-,1-acyl-sn-glycerol-3-phosphate acyltransferase,putative acyltransferase,Other categories,0.13496561613171312,0.20211514220205143,0.588469184890656,0.05603448275862069,AR,AR
Synpcc7942_1265,alr2111,,-,hypothetical protein,hypothetical protein,Hypothetical,0.07012860789538225,0.40917594623261416,0.08508946322067594,0.6889055472263869,AR,AR
Synpcc7942_1168,alr3885,cpmA,-,circadian phase modifier CpmA,probable phosphoribosylaminoimidazole carboxylase catalytic subunit,"Purines, pyrimidines, nucleosides, and nucleotides",0.12209151786925347,0.3300850568521584,0.48031809145129223,0.46682908545727136,AR,AR
Synpcc7942_2188,all0032,"menF, entC",-,salicylate biosynthesis isochorismate synthase,isochorismate synthase,Transport and binding proteins,0.17727635801644773,0.25379037206113647,0.7976143141153081,0.1977136431784108,a,AR
Synpcc7942_1143,all0232,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12991033485500486,0.3523335852504478,0.5546719681908548,0.5350449775112444,AR,a
Synpcc7942_1383,all3570,ppa,ppa,soluble inorganic pyrophosphatase,inorganic pyrophosphatase,Central intermediary metabolism,0.16870519384487961,0.37858869321041166,0.7693836978131213,0.6100074962518741,a,AR
Synpcc7942_2284,all0316,todF,-,2-hydroxy-6-oxohepta-24-dienoate hydrolase,"2-hydroxy-6-oxohepta-2,4-dienoate hydrolase",Other categories,0.08707756376924544,0.1897508229936602,0.18886679920477137,0.03373313343328336,AR,AR
Synpcc7942_2346,alr0073,hisB,hisB,imidazoleglycerol-phosphate dehydratase,imidazoleglycerol-phosphate dehydratase,Amino acid biosynthesis,0.2905732133088634,0.18966741785546928,0.9304174950298211,0.03354572713643179,a,AR
Synpcc7942_0578,alr1744,sqdB,-,sulfolipid biosynthesis protein,sulfolipid biosynthesis protein,Other categories,0.09743717691921898,0.4332660897428179,0.26759443339960237,0.7440029985007496,AR,AR
Synpcc7942_2569,alr2983,pyrF,-,orotidine 5' monophosphate decarboxylase,orotidine 5' monophosphate decarboxylase,"Purines, pyrimidines, nucleosides, and nucleotides",0.17118824660296336,0.2987041010371997,0.7749502982107356,0.35625937031484256,a,AR
Synpcc7942_1232,all2453,petC,petC,cytochrome b6-f complex iron-sulfur subunit (Rieske iron sulfur protein),plastoquinol--plastocyanin reductase,Photosynthesis and respiration,0.12028756724316533,0.4260759615476713,0.46560636182902587,0.72976011994003,a,AR
Synpcc7942_2220,all4203,rpl5,rpl5,50S ribosomal protein L5,50S ribosomal protein L5,Translation,0.11906041263165158,0.6116004157760156,0.45606361829025843,0.9355322338830585,AR,AR
Synpcc7942_0507,alr1208,rrf,-,ribosome recycling factor,ribosome recycling factor,Translation,0.15152091893648553,0.31804178948524026,0.6914512922465209,0.42822338830584705,a,AR
Synpcc7942_0815,all2912,livF,natE,branched-chain amino acid transport system ATP-binding protein,ATPase subunit of neutral amino acid ABC-transporter (N-I),Transport and binding proteins,0.11689475889660182,0.48398359711567795,0.43737574552683894,0.8348950524737632,AR,AR
Synpcc7942_0311,alr3229,ksgA,-,dimethyladenosine transferase,"rRNA (adenine-N6,N6)-dimethyltransferase",Transcription,0.14579289283983404,0.26620327923251247,0.6624254473161034,0.23931784107946028,AR,AR
Synpcc7942_0788,alr3798,gst1,-,glutathione S-transferase,glutathione S-transferase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1351652075912041,0.21082845129338643,0.5904572564612326,0.07571214392803598,a,AR
Synpcc7942_0710,all4162,,-,hypothetical protein,hypothetical protein,Hypothetical,0.05356721965645119,0.2784325752848831,0.02147117296222664,0.28598200899550225,AR,AR
Synpcc7942_2177,all1284,natD,natD,integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD,Transmembrane protein of neutral amino acid ABC-transporter (N-I),Transport and binding proteins,0.11981260885877626,0.22824305640402492,0.4608349900596421,0.11750374812593703,a,AR
Synpcc7942_0881,alr4334,pheA,-,prephenate dehydratase,prephenate dehydratase,Amino acid biosynthesis,0.1573659406994345,0.42848598161259793,0.7220675944333996,0.7348200899550225,AR,AR
Synpcc7942_0791,all3136,pcnB,-,polyA polymerase,polyA polymerase,Other categories,0.09780996436710006,0.36889670630929455,0.2699801192842942,0.5818965517241379,AR,AR
Synpcc7942_2466,all4312,,nrrA,two-component system response regulator OmpR subfamily,nitrogen-responsive response regulator,Regulatory functions,0.10740627532400587,0.21052963620699508,0.3554671968190855,0.07496251874062969,a,AR
Synpcc7942_0800,all5339,cpcT,cpcT,phycocyanobilin lyase,phycocyanobilin lyase,Hypothetical,0.16540083559062618,0.2623378738850625,0.7558648111332008,0.22863568215892055,a,AR
Synpcc7942_1963,alr2723,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09958381308339438,0.3184180854796849,0.2819085487077535,0.42916041979010494,AR,AR
Synpcc7942_2434,alr4627,ilvN,ilvN,acetolactate synthase small subunit,acetolactate synthase,Amino acid biosynthesis,0.08929046751269741,0.2162452396418521,0.20318091451292247,0.08639430284857572,AR,AR
Synpcc7942_0065,all4623,infC,infC,initiation factor IF-3,translation initiation factor IF-3,Translation,0.08846769851753711,0.20659980122647334,0.19761431411530814,0.0654047976011994,AR,AR
Synpcc7942_2232,all4215,rpl3,rpl3,50S ribosomal protein L3,50S ribosomal protein L3,Translation,0.09737382129878686,0.481967502797092,0.2652087475149105,0.8322713643178411,AR,AR
Synpcc7942_1358,all4155,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1006722981126287,0.440702743609847,0.2922465208747515,0.760119940029985,AR,AR
Synpcc7942_2458,all1983,comE,comE,competence protein ComE,competence protein,Cellular processes,0.3091002335482637,0.2740148810167273,0.9391650099403579,0.2691154422788606,a,AR
Synpcc7942_0326,alr0022,apcB,apcB,allophycocyanin beta subunit,allophycocyanin beta subunit,Photosynthesis and respiration,0.04335442663107145,0.3428468701187878,0.005566600397614314,0.5067466266866567,AR,a
Synpcc7942_0681,all5167,ispD,-,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,4-diphosphocytidyl-2C-methyl-D-erythritol synthase,Cell envelope,0.10057272796363956,0.3028556572992147,0.29105367793240555,0.37106446776611696,AR,AR
Synpcc7942_0659,alr4075,,-,"hypothetical protein, carboxyl-terminal protease",hypothetical protein,Hypothetical,0.1578026332200096,0.2770544362497789,0.7236580516898609,0.2801724137931034,a,AR
Synpcc7942_1515,alr0547,,-,probable protein phosphatase,probable protein phosphatase,Other categories,0.05654145646912042,0.25305789772474047,0.02823061630218688,0.19490254872563717,AR,AR
Synpcc7942_1992,all3566,eIF2BA,-,probable translation initiation factor eIF-2B alpha subunit,translation initiation factor IF-2B alpha subunit,Translation,0.10899555351624671,0.2491124528192422,0.3709741550695825,0.18197151424287855,AR,AR
Synpcc7942_1463,alr4550,somB,-,probable porin; major outer membrane protein,hypothetical protein,Hypothetical,0.15314531960569755,0.2938057747849746,0.6990059642147117,0.33695652173913043,a,AR
Synpcc7942_1404,all1964,,manR,two-component response regulator OmpR subfamily,two-component system response regulator (OmpR subfamily) ; manganese sensing response regulator,Regulatory functions,0.11248731804867015,0.328501190692941,0.3976143141153082,0.4606446776611694,AR,AR
Synpcc7942_0271,alr3450,cobA,cobA/hemD,uroporphyrinogen III C-methyltransferase,bifunctional uroporphyrinogen-III C-methyltransferase/uroporphyrinogen-III synthase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1365204949758629,0.3457703793047266,0.5996023856858846,0.5148050974512743,AR,AR
Synpcc7942_1138,all0932,ycf62,-,hypothetical protein YCF62,hypothetical protein,Hypothetical,0.05614243323322451,0.53524719033475,0.02584493041749503,0.8929910044977512,AR,AR
Synpcc7942_1222,alr1543,truB,truB,tRNA pseudouridine synthase B,tRNA pseudouridine synthase B,Translation,0.14600983014928762,0.22554700086388016,0.6636182902584493,0.1090704647676162,AR,AR
Synpcc7942_0855,all2821,"pixG, pisG, taxP1, rer1, cheY, rre36",-,two-component response regulator PatA subfamily,two-component response regulator,Regulatory functions,0.43455955079701264,0.38691190352406457,0.9662027833001988,0.6317466266866567,b,AR
Synpcc7942_1061,alr4953,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09166944106212531,0.3786988441173816,0.22504970178926442,0.6107571214392804,AR,AR
Synpcc7942_2427,all3918,,-,thiosulfate sulfurtransferase,thiosulfate sulfurtransferase,Other categories,0.07989553585321263,0.193467650566259,0.1415506958250497,0.03973013493253373,AR,AR
Synpcc7942_0089,alr1077,clcD,-,carboxymethylenebutenolidase,probable carboxymethylenebutenolidase,Other categories,0.1236572643458636,0.20136296710994092,0.4962226640159046,0.0545352323838081,AR,AR
Synpcc7942_0774,all0111,,-,esterase,esterase,Other categories,0.10646651718921009,0.3319901216170093,0.3491053677932406,0.4724512743628186,AR,AR
Synpcc7942_2492,alr2541,"livF, urtE",-,branched-chain amino acid transport system ATP-binding protein,ATP-binding protein of branched-chain amino acid ABC transporter,Transport and binding proteins,0.1726832457217306,0.535128368497993,0.7813121272365805,0.892616191904048,AR,AR
Synpcc7942_2379,all3540,thiD,-,phosphomethylpyrimidine kinase,phosphomethylpyrimidine kinase,"Purines, pyrimidines, nucleosides, and nucleotides",0.11446781300956999,0.3141337487380443,0.41789264413518884,0.41285607196401797,AR,AR
Synpcc7942_1073,alr0069,,-,hypothetical protein,ribonuclease PH,Transcription,0.1299056368264106,0.16374906456837962,0.5538767395626243,0.007308845577211395,a,AR
Synpcc7942_1816,all4496,ltnB,hepK,two-component system sensory histidine kinase  hik6-like,two-component system sensory histidine kinase,Regulatory functions,0.10169441886749696,0.26295099820260803,0.30417495029821073,0.23069715142428784,AR,AR
Synpcc7942_1047,alr0528,cpcB1,cpcB,C-phycocyanin beta subunit,C-phycocyanin beta subunit,Photosynthesis and respiration,0.062136947066503134,0.31715067473981634,0.044532803180914515,0.42466266866566715,AR,AR
Synpcc7942_1715,all2063,"upp, uraP",-,uracil phosphoribosyltransferase,uracil phosphoribosyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",0.1763101737446193,0.18285819104957918,0.7928429423459245,0.024550224887556222,a,AR
Synpcc7942_1891,alr4839,labA,-,A negative regulator for circadian gene expression,hypothetical protein,Hypothetical,0.08027448920466698,0.36638789750789097,0.14512922465208747,0.5755247376311844,AR,AR
Synpcc7942_1799,alr0698,hypE,hupE,hydrogenase expression/formation protein HypE,hydrogenase expression/formation protein,Other categories,0.1518321014094087,0.39554088678425553,0.6926441351888668,0.6544227886056971,AR,AR
Synpcc7942_1721,alr0616,,-,similar to phycocyanin alpha phycocyanobilin lyase related protein NblB,hypothetical protein,Hypothetical,0.15621932386576404,0.25956875544923236,0.7137176938369781,0.21982758620689655,a,AR
Synpcc7942_0220,all2033,minD,minD,probable cell division inhibitor minD,cell division inhibitor,Cellular processes,0.08365429239575972,0.3429769375897923,0.16421471172962226,0.5069340329835083,AR,AR
Synpcc7942_2244,alr3993,ribH,-,riboflavin synthase beta subunit,"6,7-dimethyl-8-ribityllumazine synthase; riboflavin synthase beta chain","Biosynthesis of cofactors, prosthetic groups, and carriers",0.12374560489439569,0.22014570618818052,0.4974155069582505,0.09501499250374812,a,AR
Synpcc7942_0173,alr4682,"cysQ, amtA",amt1,CysQ protein homolog  ammonium transport protein,ammonium transporter protein 1,Transport and binding proteins,0.1612072041376398,0.23117386311003849,0.7415506958250497,0.12556221889055472,AR,AR
Synpcc7942_0849,alr5217,,-,hypothetical protein,hypothetical protein,Hypothetical,0.059425437487139375,0.2239042812796822,0.036978131212723656,0.10419790104947527,AR,AR
Synpcc7942_1510,all3853,sigF1,sigF,group3 RNA polymerase sigma factor SigF1,RNA polymerase group 3 sigma subunit,Transcription,0.1429631511693366,0.3446257834406893,0.6421471172962226,0.5119940029985007,a,AR
Synpcc7942_1590,alr4888,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15332030995057025,0.2924976337883625,0.7009940357852883,0.33170914542728636,AR,AR
Synpcc7942_1857,alr3358,mmsB,-,3-hydroxyacid dehydrogenase,3-hydroxyacid dehydrogenase,Other categories,0.07733578217867854,0.3473198184259469,0.12286282306163022,0.5209895052473763,AR,c
Synpcc7942_1500,alr1891,prmA,-,probable methyltransferase,ribosomal protein L11 methyltransferase,Translation,0.17979290267114614,0.2345317796249959,0.8027833001988072,0.13718140929535233,AR,AR
Synpcc7942_2538,all4358,clpP,clpP,ATP-dependent Clp protease proteolytic subunit,ATP-dependent Clp protease proteolytic subunit,Translation,0.06655281525667023,0.2120770996769161,0.06759443339960239,0.07796101949025487,AR,AR
Synpcc7942_1900,all0066,dcd,-,dCTP deaminase,dCTP deaminase,Other categories,0.08189923169953785,0.20119543581920923,0.15268389662027834,0.05416041979010495,AR,AR
Synpcc7942_1342,alr3424,,-,GDP-mannose 46-dehydratase,"GDP-mannose 4,6-dehydratase",Other categories,0.08945839012471991,0.20912330857957245,0.205168986083499,0.0727136431784108,AR,AR
Synpcc7942_0327,alr0021,apcA,apcA,Allophycocyanin alpha subunit,Allophycocyanin alpha subunit,Photosynthesis and respiration,0.06613410066343099,0.4505018728158263,0.06481113320079523,0.7775487256371814,AR,AR
Synpcc7942_1011,all4502,sphS,-,two-component sensor histidine kinase,two-component sensor histidine kinase,Regulatory functions,0.1760184075618826,0.19431399511678807,0.7920477137176939,0.04104197901049475,AR,AR
Synpcc7942_1910,alr1241,ubiX,-,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,3-octaprenyl-4-hydroxybenzoate carboxy-lyase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.10171903604205923,0.19103795750602792,0.30457256461232607,0.03691904047976012,AR,AR
Synpcc7942_0706,all3876,cobL,-,precorrin decarbocylase,precorrin decarbocylase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.14421668227033127,0.317992707977004,0.6512922465208748,0.4278485757121439,AR,AR
Synpcc7942_0238,alr4711,,-,hypothetical protein,unknown protein,Hypothetical,0.08634753126826535,0.3729568639669918,0.18131212723658052,0.5938905547226386,AR,AR
Synpcc7942_0678,all3791,rnd,-,probable ribonuclease D,ribonuclease D,Transcription,0.1311251917115235,0.4621633842977326,0.563817097415507,0.8034107946026986,a,AR
Synpcc7942_1923,alr3280,sigG,sigG,group3 RNA polymerase ECF-type sigma factor SigG,RNA polymerase group 4 (ECF) sigma subunit,Transcription,0.16661941507178993,0.4435159031021598,0.7618290258449304,0.7649925037481259,AR,AR
Synpcc7942_1481,all1368,hisH,-,amidotransferase HisH,amidotransferase,Other categories,0.14616878512274276,0.21444795457497773,0.6648111332007952,0.08302098950524738,a,AR
Synpcc7942_2025,all4830,rfaG,-,probable glycosyltransferase,mannosyl transferase,Cell envelope,0.14464676435277254,0.2280951073116041,0.652882703777336,0.11675412293853074,AR,AR
Synpcc7942_2089,all1220,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12409655154791915,0.26850532217559736,0.5013916500994036,0.24943778110944528,a,AR
Synpcc7942_1937,alr1675,"msrA, pms",-,peptide methionine sulfoxide reductase,protein-methionine-S-oxide reductase,Other categories,0.1503565161329209,0.22901781734083534,0.6870775347912524,0.11900299850074962,AR,AR
Synpcc7942_1340,alr3079,,-,polypeptide deformylase,polypeptide deformylase,Translation,0.07326010231110398,0.22509761963144648,0.09821073558648111,0.10775862068965517,AR,AR
Synpcc7942_1330,all4690,,-,hypothetical protein,hypothetical protein,Hypothetical,0.11072120697066316,0.29339674544192473,0.38330019880715704,0.3350824587706147,AR,AR
Synpcc7942_2548,all1416,leuD,leuD,3-isopropylmalate dehydratase small subunit,"3-isopropylmalate dehydratase, small subunit",Amino acid biosynthesis,0.10378253465925778,0.3501455190400007,0.3232604373757455,0.5281109445277361,a,AR
Synpcc7942_1199,alr0175,,-,probable tRNA/rRNA methyltransferase,rRNA methylase,Transcription,0.10735394844569031,0.23626390430507763,0.35506958250497017,0.1431784107946027,AR,AR
Synpcc7942_1468,all1837,,-,hypothetical protein,hypothetical protein,Hypothetical,0.12444019598236108,0.3110046502035554,0.5061630218687873,0.40011244377811095,AR,AR
Synpcc7942_0128,alr4393,,-,hypothetical protein,hypothetical protein,Hypothetical,0.16161065187702273,0.42225349637630066,0.7427435387673956,0.720952023988006,a,AR
Synpcc7942_2321,all3193,ycf3,-,photosystem I assembly related protein  TPR-repeat protein,hypothetical protein,Hypothetical,0.05613036848519069,0.22936568888572895,0.025447316103379723,0.12031484257871064,AR,AR
Synpcc7942_1784,alr0277,sigF2,sigJ,group3 RNA polymerase sigma factor SigF2,RNA polymerase group 3 sigma subunit,Transcription,0.6188951286951458,0.38001124533512365,0.9848906560636183,0.6145052473763118,b,AR
Synpcc7942_0518,alr4938,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08084957576186207,0.23517297521381586,0.147117296222664,0.13943028485757122,AR,AR
Synpcc7942_0660,all1141,tyrA,-,prephenate dehydrogenase,prephenate dehydrogenase,Amino acid biosynthesis,0.10938938955611317,0.17551970987094645,0.37296222664015904,0.016116941529235384,AR,AR
Synpcc7942_0582,alr0130,,-,hypothetical protein,hypothetical protein,Hypothetical,0.13427804854983044,0.23073697673636512,0.5848906560636183,0.12368815592203898,AR,AR
Synpcc7942_0954,all4055,,-,similar to glycine cleavage T-protein (aminomethyltransferase),glycine cleavage T-protein; aminomethyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",0.1133220956920164,0.3140282248131502,0.40636182902584495,0.4121064467766117,AR,AR
Synpcc7942_2085,all4481,,-,probable anion transporting ATPase,hypothetical protein,Hypothetical,0.136770843088397,0.31313674980213557,0.6019880715705765,0.4098575712143928,a,AR
Synpcc7942_0088,alr3419,,-,hypothetical protein,hypothetical protein,Hypothetical,0.09145830851551992,0.45730833703679097,0.2238568588469185,0.7923538230884558,AR,AR
Synpcc7942_1972,all2893,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15182650926542357,0.3730089090906522,0.6922465208747515,0.5944527736131934,AR,AR
Synpcc7942_0520,all3257,,-,hypothetical protein,hypothetical protein,Hypothetical,0.1287196083101851,0.3317996352532286,0.5447316103379721,0.4717016491754123,a,AR
Synpcc7942_2574,all3575,mntA,-,manganese transport system ATP-binding protein MntA,ATP-binding protein of ABC transporter,Transport and binding proteins,0.13935362383786967,0.5000052316925266,0.6186878727634195,0.8541979010494752,AR,AR
Synpcc7942_1892,all0384,,-,hypothetical protein,hypothetical protein,Hypothetical,0.08334913155115697,0.36071961817134407,0.16182902584493042,0.5582833583208395,AR,AR
Synpcc7942_1275,alr4621,,-,hypothetical protein,hypothetical protein,Hypothetical,0.2216997445320221,0.3339865255691912,0.882703777335984,0.47938530734632684,a,AR
Synpcc7942_1182,all3840,ndhJ,ndhJ,NADH dehydrogenase subunit I,NADH dehydrogenase chain J,Photosynthesis and respiration,0.0740583616657944,0.16917675730472467,0.10139165009940358,0.011619190404797601,AR,AR
Synpcc7942_2332,alr3422,petD,petD,cytochrome b6-f complex subunit 4,"plastoquinol--plastocyanin reductase, apocytochrome subunit 4",Photosynthesis and respiration,0.05888426695326054,0.381996490267209,0.033797216699801194,0.6199400299850075,AR,AR
Synpcc7942_0605,alr2987,,-,hypothetical protein,hypothetical protein,Hypothetical,0.14932028452050264,0.5150687568644762,0.6803180914512923,0.8710644677661169,a,AR
Synpcc7942_0021,all1780,cobK,-,precorrin-6x reductase,precorrin-6x reductase,"Biosynthesis of cofactors, prosthetic groups, and carriers",0.1904564951276231,0.26736366112040927,0.8318091451292247,0.24456521739130435,AR,AR
Synpcc7942_1651,alr1705,rffM,rffM,probable UDP-N-acetyl-D-mannosaminuronic acid transferase,UDP-N-acetyl-D-mannosaminuronic acid transferase,Cell envelope,0.15111154724038006,0.48237136064764646,0.689065606361829,0.8328335832083958,AR,AR
Synpcc7942_2592,alr5099,"umpS, pyrE",-,orotate phosphoribosyltransferase,orotate phosphoribosyltransferase,"Purines, pyrimidines, nucleosides, and nucleotides",0.19737799899067085,0.26611949335035195,0.8473161033797216,0.2391304347826087,AR,AR
Synpcc7942_1673,all3821,,-,hypothetical protein,hypothetical protein,Hypothetical,0.15200362529620515,0.21372535571504667,0.6950298210735586,0.08189655172413793,AR,c
Synpcc7942_1839,all0254,,-,hypothetical protein,hypothetical protein,Hypothetical,0.06599941443642547,0.7217554388417106,0.0636182902584493,0.9653298350824587,AR,AR
