protein_id_7942,protein_id_anabaena,locus_tag_7942,locus_tag_anabaena,ortholog_method,rbh_confirmed,gene_symbol_7942,annotation_7942,peak_time_h_7942,corr_p_7942,amplitude_cv_7942,rhythmic_tier_7942,gene_symbol_anabaena,annotation_anabaena,peak_time_h_anabaena,corr_p_anabaena,ri_ttest_p_anabaena,amplitude_cv_anabaena,rhythmic_tier_anabaena
WP_011377414.1,WP_044523099.1,Synpcc7942_0041,all3033,RBH,True,,probable transport protein,8.2,0.02334,0.18073809910132055,a,-,hypothetical protein,20.0,,0.194133918319634,0.4580837096836167,AR
WP_011243451.1,WP_231865521.1,Synpcc7942_0375,all1939,RBH,True,ymxG,processing protease,23.0,0.00026,0.39729848374920623,b,-,processing proteinase,4.0,,0.0276831842708671,0.25768843197199154,AR
WP_039755415.1,WP_010995380.1,Synpcc7942_0506,alr1207,RBH,True,pyrH,hypothetical protein,21.6,0.01696,0.10856724419027587,a,-,uridylate kinase,4.0,,0.104570392353058,0.2909181990519332,AR
WP_011242666.1,WP_010998877.1,Synpcc7942_1197,alr4746,RBH,True,trpC,indole-3-glycerol phosphate synthase,20.8,0.01367,0.13430271337343416,a,trpC,indole-3-glycerol phosphate synthase,0.0,,0.961257528730886,0.16982181208688285,AR
WP_011243394.1,WP_010997512.1,Synpcc7942_0434,alr3361,RBH,True,,hypothetical protein,0.40000000000000213,0.04272,0.10792040770085992,a,-,hypothetical protein,0.0,,0.309458708306697,0.22744650413101378,AR
WP_011378438.1,WP_010994871.1,Synpcc7942_2386,alr0696,RBH,True,hypD,hydrogenase isoenzymes formation protein HypD,11.0,0.00013,0.37259769494088457,b,hupD,hydrogenase expression/formation protein,12.0,,0.0014576993037158,0.3328237547273773,AR
WP_011378292.1,WP_010996243.1,Synpcc7942_2054,all2085,RBH,True,,hypothetical protein,21.8,0.01618,0.10360334220838797,a,-,hypothetical protein,8.0,,0.799737714952545,0.24467393660777356,AR
WP_011377721.1,WP_010994389.1,Synpcc7942_0777,alr0212,RBH,True,folD,FolD bifunctional protein,14.0,0.01262,0.11450846177542917,a,-,methylenetetrahydrofolate dehydrogenase,8.0,,0.107470384401704,0.4440659250059863,AR
WP_011242774.1,WP_010998049.1,Synpcc7942_1087,all3908,RBH,True,,hypothetical protein,22.6,0.05978,0.16838156474913113,a,-,hypothetical protein,20.0,,0.360161325709193,0.27766120284323115,AR
WP_011242830.1,WP_010996914.1,Synpcc7942_1028,all2761,RBH,True,,hypothetical protein,23.0,0.07316,0.1093598919957262,a,-,hypothetical protein,8.0,,0.510857002967792,0.1677450715887819,AR
WP_011378320.1,WP_010999128.1,Synpcc7942_2111,all5002,RBH,True,,glucokinase  xylose repressor    transcription factor ROK family,23.0,0.01286,0.15770389791710984,a,-,sugar kinase,0.0,,0.872390925437684,0.21909424940405267,AR
WP_011378385.1,WP_199315729.1,Synpcc7942_2279,alr0992,RBH,True,amt1,ammonium/methylammonium permease,11.0,2e-05,0.44386556655160575,b,-,ammonium transporter,8.0,,0.0106407390136333,0.5328755482694919,AR
WP_231621302.1,WP_010998570.1,Synpcc7942_1402,alr4435,RBH,True,,hypothetical protein,10.4,0.00017,0.4344443867789597,b,-,hypothetical protein,12.0,,0.358221759234271,0.39589949074747427,AR
WP_011377545.1,WP_010997003.1,Synpcc7942_0359,all2852,RBH,True,,hypothetical protein,22.6,0.01054,0.1712965971184897,a,-,hypothetical protein,12.0,,0.283689572069066,0.24509104455698777,AR
WP_011243603.1,WP_010997124.1,Synpcc7942_0221,alr2973,RBH,True,glk,glucokinase,22.0,0.0436,0.11006581891468331,a,-,glucokinase,4.0,,0.640651644938381,0.2780357342760284,AR
WP_011378400.1,WP_010998772.1,Synpcc7942_2309,alr4641,RBH,True,tpx,thioredoxin peroxidase,23.2,0.00854,0.14533763163285615,a,-,peroxiredoxin,4.0,,0.0354568993921332,0.21523496899531283,c
WP_011377559.1,WP_010998627.1,Synpcc7942_0388,alr4494,RBH,True,rfaG,probable glycosyltransferase,22.8,0.00272,0.1318856168674659,a,-,mannosyltransferase,20.0,,0.793909992780537,0.31859489913133116,AR
WP_011244008.1,WP_010996784.1,Synpcc7942_2407,alr2628,RBH,True,,hypothetical protein,13.0,0.03564,0.17339440584288052,a,-,unknown protein,16.0,,0.825131601725686,0.3195978884418899,AR
WP_011242414.1,WP_010994417.1,Synpcc7942_1456,alr0240,RBH,True,,malonyl coenzyme A-acyl carrier,20.4,0.06351,0.13211849923474117,a,-,malonyl coenzyme A-acyl carrier protein transacylase,0.0,,0.226836683334481,0.33717483245752355,c
WP_011378433.1,WP_010997681.1,Synpcc7942_2372,all3531,RBH,True,,hypothetical protein,11.0,0.06036,0.1955360498412758,a,-,hypothetical protein,20.0,,0.0360195372367536,0.3703770864457909,AR
WP_011243417.1,WP_010994587.1,Synpcc7942_0411,all0411,RBH,True,trpA,tryptophan synthase alpha chain,22.8,0.01223,0.1805161343473183,a,trpA,tryptophan synthase alpha chain,0.0,,0.770061194546818,0.4622116239417194,AR
WP_011244034.1,WP_010995691.1,Synpcc7942_2381,all1522,RBH,True,panB,3-methyl-2-oxobutanoate hydroxymethyltransferase,21.0,0.01515,0.12599252849144432,a,-,3-methyl-2-oxobutanoate hydroxymethyltransferase,0.0,,0.737837150572139,0.5677904584966528,AR
WP_011242367.1,WP_010999411.1,Synpcc7942_1597,alr5287,RBH,True,folE,GTP cyclohydrolase I,18.6,0.03702,0.11216948459867229,a,-,GTP cyclohydrolase I,4.0,,0.269058213219799,0.4282219946173123,AR
WP_011378331.1,WP_010995285.1,Synpcc7942_2131,alr1112,RBH,True,slt,probable soluble lytic transglycosylase,21.0,0.02371,0.13068911344580833,a,-,probable transglycosylase,0.0,,0.279921700075569,0.21400338190281773,AR
WP_011378306.1,WP_010996717.1,Synpcc7942_2079,all2561,RBH,True,ackA,acetate kinase,10.8,0.00423,0.46308329197884507,a,ackA,acetate kinase,16.0,,0.0304334205654983,0.43447032928178575,AR
WP_011242382.1,WP_044521757.1,Synpcc7942_1612,all3410,RBH,True,pntA,pyridine nucleotide transhydrogenase alpha subunit,11.0,0.00021,0.992667491675402,b,-,"nicotinamide nucleotide transhydrogenase, subunit alpha",0.0,,0.274992830200087,0.329044703493634,AR
WP_190528534.1,WP_010997701.1,Synpcc7942_1917,all3551,RBH,True,,"hypothetical protein,  permease of the drug/metabolite transporter (DMT) superfamily",20.6,0.09538,0.18071239486267482,a,-,hypothetical protein,16.0,,0.300351889891213,0.302288910693515,AR
WP_011377983.1,WP_010998458.1,Synpcc7942_1323,alr4320,RBH,True,fpg,formamidopyrimidine-DNA glycosylase,23.2,0.01317,0.13418161737952441,a,-,formamidopyrimidine-DNA glycosylase,0.0,,0.801430950525753,0.16868477798237105,AR
WP_011243820.1,WP_010995122.1,Synpcc7942_2600,all0948,RBH,True,ctaB,cytochrome c oxidase folding protein,9.4,0.01319,0.2965272714193071,a,-,heme O synthase,16.0,,0.0022925440156215,0.4152041535103715,AR
WP_011377515.1,WP_010995378.1,Synpcc7942_0269,all1205,RBH,True,,hypothetical protein,22.8,0.00748,0.1535157987529625,a,-,hypothetical protein,20.0,,0.586832154637055,0.28072333183045484,AR
WP_011243747.1,WP_010995788.1,Synpcc7942_0068,alr1619,RBH,True,,ATP-binding protein of ABC transporter,23.6,0.04493,0.14389715084802499,a,-,ATP-binding protein of ABC transporter,16.0,,0.671697780314492,0.16366796476810513,AR
WP_011378490.1,WP_010997604.1,Synpcc7942_2502,alr3454,RBH,True,,hypothetical protein,1.0,0.07994,0.14300474691120257,a,-,hypothetical protein,12.0,,0.280262403969602,0.35056318971454126,AR
WP_231621350.1,WP_010997926.1,Synpcc7942_0484,all3785,RBH,True,,hypothetical protein,20.6,0.00225,0.17185709951589148,a,-,hypothetical protein,0.0,,0.86182922720542,0.37859720673416314,AR
WP_011378164.1,WP_010996650.1,Synpcc7942_1737,alr2494,RBH,True,,hypothetical protein,12.6,0.0678,0.10314880911369657,a,-,hypothetical protein,0.0,,0.0048539558941975,0.2936294685361755,AR
WP_011244030.1,WP_010996076.1,Synpcc7942_2385,alr1912,RBH,True,,hypothetical protein,10.4,0.00024,0.7367472837220534,b,-,hypothetical protein,0.0,,0.622629280300292,0.4293878082793717,AR
WP_011243894.1,WP_010997826.1,Synpcc7942_2525,alr3683,RBH,True,clpP,ATP-dependent Clp protease proteolytic subunit,21.2,0.05743,0.11516695862785357,a,clpP,ATP-dependent Clp protease proteolytic subunit,20.0,,0.755187013788683,0.27288162807272165,AR
WP_011377752.1,WP_010999374.1,Synpcc7942_0833,all5250,RBH,True,,conserved hypothetical protein,21.2,0.03078,0.1056261880449782,a,-,conserved hypothetical protein,8.0,,0.520746472198432,0.2668401376905232,AR
WP_011378517.1,WP_010994936.1,Synpcc7942_2557,alr0762,RBH,True,hoxU,NAD-reducing hydrogenase HoxS gamma subunit,10.4,0.0003,0.7661085437316929,b,hoxU,hydrogenase chain U,12.0,,0.529564813325468,0.25365255260367847,c
WP_011243220.1,WP_010998184.1,Synpcc7942_0616,alr4044,RBH,True,hrcA,heat-inducible transcription repressor HrcA,22.4,0.06912,0.17475590506351735,a,hrcA,heat-inducible transcriptional repressor,8.0,,0.0006452206247706,0.2755132974283844,AR
WP_011242455.1,WP_010994615.1,Synpcc7942_1414,all0439,RBH,True,,ATP-binding protein of ABC transporter,23.0,0.00258,0.20432823350219778,a,-,ATP-binding protein of ABC transporter,12.0,,0.124283466702019,0.3528454715275858,AR
WP_011378146.1,WP_010997496.1,Synpcc7942_1695,alr3345,RBH,True,,hypothetical protein,22.8,0.05295,0.2797853520260839,a,-,hypothetical protein,8.0,,0.0453667179208326,0.4958639922937713,AR
WP_011377621.1,WP_010994627.1,Synpcc7942_0553,alr0451,RBH,True,,hypothetical protein,21.8,0.01365,0.18075177048024693,a,-,hypothetical protein,8.0,,0.13763996758617,0.3567046378857034,AR
WP_011244340.1,WP_010998974.1,Synpcc7942_2063,alr4846,RBH,True,surE,acid phosphatase  stationary-phase survival protein SurE homolog,20.0,0.03765,0.13552311452683416,a,-,stationary phase survival protein,20.0,,0.582560096036819,0.3027051513798785,AR
WP_011243448.1,WP_010998155.1,Synpcc7942_0378,alr4015,RBH,True,ycf63,hypothetical protein YCF63  putative ABC transporter permease protein,10.4,0.073,0.17125736848448897,a,-,hypothetical protein,0.0,,0.889576557490533,0.25877807671823133,AR
WP_011242637.1,WP_010996507.1,Synpcc7942_1227,alr2351,RBH,True,radC,DNA repair protein RadC,11.2,0.00412,0.41411401679617993,a,radC,DNA repair protein,16.0,,0.0824390929972107,0.27837176731486923,AR
WP_011377781.1,WP_010995525.1,Synpcc7942_0901,all1353,RBH,True,,putative hydrolase,23.6,0.00312,0.30936607741062194,a,-,putative hydrolase,8.0,0.031,0.0118075466213025,0.23190790697357344,b
WP_231621405.1,WP_010995062.1,Synpcc7942_0584,all0888,RBH,True,"rpiA, cbbI, ppi",ribose 5-phosphate isomerase,23.6,0.01742,0.1564117919003907,a,-,ribose 5-phosphate isomerase,0.0,0.019,0.0601773370585909,0.2533206185355405,b
WP_011377689.1,WP_010995497.1,Synpcc7942_0703,all1325,RBH,True,smf,hypothetical protein,11.4,0.00694,0.5607563483281974,a,-,DNA processing protein,16.0,,0.0104594078157261,0.6190902036138557,AR
WP_011243813.1,WP_010999430.1,Synpcc7942_2607,all5306,RBH,True,xthA,exodeoxyribonuclease III,22.8,0.02516,0.22042321263512415,a,-,exodeoxyribonuclease III,12.0,,0.180323595681092,0.2470358327265857,AR
WP_011378106.1,WP_010998676.1,Synpcc7942_1603,alr4543,RBH,True,"ampC, penP",beta-lactamase,0.0,0.03377,0.1344690856905749,a,-,hypothetical protein,12.0,,0.463035973084029,0.26528461085536287,AR
WP_011243277.1,WP_010997411.1,Synpcc7942_0556,alr3260,RBH,True,srrB,two-component response regulator  OmpR family,10.0,0.00095,0.775691167498695,b,-,two-component response regulator,0.0,,0.00254156273666,0.2720850570947441,AR
WP_011243818.1,WP_010995124.1,Synpcc7942_2602,alr0950,RBH,True,ctaC,cytochrome c oxidase subunit II,9.6,0.00631,0.30330520813027767,a,coxB1,cytochrome c oxidase subunit II,16.0,,0.0773646527669179,0.48592401085419307,AR
WP_011377925.1,WP_010997850.1,Synpcc7942_1225,alr3707,RBH,True,pcyA,3Z-phycocyanobilin:ferredoxin oxidoreductase,0.4,0.00193,0.1451204774831626,a,pcyA,3Z-phycocyanobilin:ferredoxin oxidoreductase,16.0,,0.156915230208708,0.24457376476310932,AR
WP_011377791.1,WP_010996425.1,Synpcc7942_0927,alr2268,RBH,True,purC,phosphoribosyl aminoidazole succinocarboxamide synthetase,21.4,0.06794,0.11355795190775508,a,purC,phosphoribosylaminoimidazolesuccinocarboxamide synthase,0.0,,0.219475317909368,0.19257440545491014,AR
WP_011378157.1,WP_010994800.1,Synpcc7942_1718,all0624,RBH,True,glcE,glycolate oxidase subunit GlcE,0.6,0.06924,0.13613048689906646,a,glcE,glycolate oxidase subunit,20.0,,0.0684263738160753,0.2279004590088337,AR
WP_011243032.1,WP_010996631.1,Synpcc7942_0819,alr2475,RBH,True,purL,phosphoribosyl formylglycinamidine synthase,21.6,0.00878,0.1118482135193066,a,-,phosphoribosylformyl glycinamidine synthetase,0.0,,0.672084407793306,0.22407702374801963,AR
WP_011242361.1,WP_010995252.1,Synpcc7942_1591,alr1078,RBH,True,"nbp1, rps1b",nucleic acid-binding protein  30S ribosomal protein S1-like,19.6,0.06323,0.1110003335059927,a,rps1,30S ribosomal protein S1,4.0,,0.462443505168866,0.2078141942832117,AR
WP_011243555.1,WP_010998985.1,Synpcc7942_0270,all4857,RBH,True,,probable glycosyltransferase,21.2,0.00638,0.16466500920388785,a,-,hypothetical protein,0.0,,0.422073126611917,0.27319847322272695,AR
WP_011242635.1,WP_010998829.1,Synpcc7942_1229,all4698,RBH,True,cobM,precorrin-4 C11-methyltransferase,21.6,0.02014,0.1883325599854937,a,-,precorrin-3 methylase,20.0,,0.0046212635583199,0.369991642853009,AR
WP_011243855.1,WP_010999184.1,Synpcc7942_2565,all5058,RBH,True,efp,elongation factor P,20.6,0.00741,0.1246881860502127,a,efp,translation elongation factor EF-P,16.0,,0.0372726186643784,0.27646541647463524,AR
WP_231621284.1,WP_010997038.1,Synpcc7942_1761,alr2887,RBH,True,,hypothetical protein,1.0,0.07005,0.10283182818190707,a,-,hypothetical protein,20.0,,0.146253074714739,0.2582647278408933,AR
WP_011242925.1,WP_010996427.1,Synpcc7942_0929,alr2270,RBH,True,lpxC,UDP-3-0-acyl N-acetylglcosamine deacetylase,22.6,0.08649,0.11330300287012146,a,-,UDP-3-O-acyl N-acetylglucosamine deacetylase,20.0,,0.911720997755853,0.20684749568019728,c
WP_011243390.1,WP_010997352.1,Synpcc7942_0439,alr3201,RBH,True,chlM,S-adenosylmethionine--Mg-protoporphyrin IX methyltransferase,21.8,0.00508,0.16648004432482202,a,chlM,S-adenosylmethionine--Mg-protoporphyrin IX methyltransferase,4.0,,0.528665180049015,0.1377448853001483,AR
WP_155813853.1,WP_010998249.1,Synpcc7942_1371,all4110,RBH,True,,"metal ion transporter, MIT family",8.2,0.03038,0.2749130854232805,a,-,probable cation transporter,0.0,,0.754359516060878,0.4496208478882191,AR
WP_011377529.1,WP_010994832.1,Synpcc7942_0307,alr0656,RBH,True,"nhaS5, napA",Na+/H+ antiporter,7.8,0.06139,0.16341946490603765,a,-,Na+/H+ antiporter,20.0,,0.0223950203987525,0.17923728890922722,AR
WP_011243222.1,WP_010998182.1,Synpcc7942_0614,all4042,RBH,True,,hypothetical protein,20.6,0.01317,0.14974119420469653,a,-,hypothetical protein,16.0,,0.0727197317583459,0.35582042194181474,AR
WP_011378242.1,WP_010997427.1,Synpcc7942_1925,alr3276,RBH,True,,probable peptidase,11.0,0.08862,0.1157575412058599,a,-,probable peptidase,12.0,,0.143381307170025,0.24951351369544178,AR
WP_011243971.1,WP_010995268.1,Synpcc7942_2445,alr1094,RBH,True,sphX,periplasmic phosphate-binding protein of ABC transporter,9.2,0.03434,0.20336317708057502,a,-,periplasmic phosphate-binding protein of ABC transporter,16.0,,0.548050683651646,0.36383323158638603,AR
WP_011378480.1,WP_010995929.1,Synpcc7942_2470,all1761,RBH,True,,hypothetical protein,20.0,0.0268,0.10527072139168371,a,-,hypothetical protein,4.0,,0.0521531725010606,0.23655162168756633,AR
WP_011378043.1,WP_044521288.1,Synpcc7942_1464,alr2231,RBH,True,somA,probable porin; major outer membrane protein,2.8,0.00924,0.10409531504843941,a,-,hypothetical protein,0.0,,,0.4010251060459539,AR
WP_011244218.1,WP_010994209.1,Synpcc7942_2188,all0032,RBH,True,"menF, entC",salicylate biosynthesis isochorismate synthase,0.6,0.0004,0.17727635801644773,a,-,isochorismate synthase,0.0,,0.224084975425151,0.25379037206113647,AR
WP_011242486.1,WP_010997720.1,Synpcc7942_1383,all3570,RBH,True,ppa,soluble inorganic pyrophosphatase,22.2,0.00168,0.16870519384487961,a,ppa,inorganic pyrophosphatase,20.0,,0.278277592763949,0.37858869321041166,AR
WP_011244067.1,WP_010994250.1,Synpcc7942_2346,alr0073,RBH,True,hisB,imidazoleglycerol-phosphate dehydratase,12.2,0.01299,0.2905732133088634,a,hisB,imidazoleglycerol-phosphate dehydratase,4.0,,0.969062751888865,0.18966741785546928,AR
WP_011243851.1,WP_010997134.1,Synpcc7942_2569,alr2983,RBH,True,pyrF,orotidine 5' monophosphate decarboxylase,21.4,0.04504,0.17118824660296336,a,-,orotidine 5' monophosphate decarboxylase,0.0,,0.11387757534341,0.2987041010371997,AR
WP_011242632.1,WP_010996609.1,Synpcc7942_1232,all2453,RBH,True,petC,cytochrome b6-f complex iron-sulfur subunit (Rieske iron sulfur protein),21.2,0.03708,0.12028756724316533,a,petC,plastoquinol--plastocyanin reductase,4.0,,0.0088844556294098,0.4260759615476713,AR
WP_011243325.1,WP_010995381.1,Synpcc7942_0507,alr1208,RBH,True,rrf,ribosome recycling factor,21.4,0.00262,0.15152091893648553,a,-,ribosome recycling factor,16.0,,0.0138096105015388,0.31804178948524026,AR
WP_011243061.1,WP_010997939.1,Synpcc7942_0788,alr3798,RBH,True,gst1,glutathione S-transferase,22.8,0.00061,0.1351652075912041,a,-,glutathione S-transferase,4.0,,0.0062730015765368,0.21082845129338643,AR
WP_039755585.1,WP_010995456.1,Synpcc7942_2177,all1284,RBH,True,natD,integral membrane protein of the ABC-type Nat permease for neutral amino acids NatD,23.8,0.03296,0.11981260885877626,a,natD,Transmembrane protein of neutral amino acid ABC-transporter (N-I),16.0,,0.0720110680438458,0.22824305640402492,AR
WP_011378478.1,WP_010998450.1,Synpcc7942_2466,all4312,RBH,True,,two-component system response regulator OmpR subfamily,10.4,0.04862,0.10740627532400587,a,nrrA,nitrogen-responsive response regulator,12.0,,4.69668812089462e-05,0.21052963620699508,AR
WP_011377735.1,WP_010999463.1,Synpcc7942_0800,all5339,RBH,True,cpcT,phycocyanobilin lyase,22.0,0.02126,0.16540083559062618,a,cpcT,phycocyanobilin lyase,4.0,,0.0201038225205317,0.2623378738850625,AR
WP_011378473.1,WP_044521166.1,Synpcc7942_2458,all1983,RBH,True,comE,competence protein ComE,11.2,0.01619,0.3091002335482637,a,comE,competence protein,0.0,,0.864667580081457,0.2740148810167273,AR
WP_039755845.1,WP_010998215.1,Synpcc7942_0659,alr4075,RBH,True,,"hypothetical protein, carboxyl-terminal protease",23.0,0.00029,0.1578026332200096,a,-,hypothetical protein,0.0,,0.0306725972454678,0.2770544362497789,AR
WP_011378042.1,WP_010998682.1,Synpcc7942_1463,alr4550,RBH,True,somB,probable porin; major outer membrane protein,11.2,0.03286,0.15314531960569755,a,-,hypothetical protein,8.0,,0.0002982890491359,0.2938057747849746,AR
WP_231621330.1,WP_010996972.1,Synpcc7942_0855,all2821,RBH,True,"pixG, pisG, taxP1, rer1, cheY, rre36",two-component response regulator PatA subfamily,23.8,0.00069,0.43455955079701264,b,-,two-component response regulator,0.0,,0.0368031489507003,0.38691190352406457,AR
WP_011242788.1,WP_010994246.1,Synpcc7942_1073,alr0069,RBH,True,,hypothetical protein,18.8,0.02873,0.1299056368264106,a,-,ribonuclease PH,16.0,,0.533085452424995,0.16374906456837962,AR
WP_011244686.1,WP_010996224.1,Synpcc7942_1715,all2063,RBH,True,"upp, uraP",uracil phosphoribosyltransferase,22.0,0.06822,0.1763101737446193,a,-,uracil phosphoribosyltransferase,20.0,,0.303013455184352,0.18285819104957918,AR
WP_011244680.1,WP_010994792.1,Synpcc7942_1721,alr0616,RBH,True,,similar to phycocyanin alpha phycocyanobilin lyase related protein NblB,22.4,0.00394,0.15621932386576404,a,-,hypothetical protein,16.0,,0.137746055283952,0.25956875544923236,AR
WP_011244164.1,WP_010998133.1,Synpcc7942_2244,alr3993,RBH,True,ribH,riboflavin synthase beta subunit,23.6,0.05312,0.12374560489439569,a,-,"6,7-dimethyl-8-ribityllumazine synthase; riboflavin synthase beta chain",20.0,,0.0468705721771029,0.22014570618818052,AR
WP_011244805.1,WP_010997994.1,Synpcc7942_1510,all3853,RBH,True,sigF1,group3 RNA polymerase sigma factor SigF1,2.8,0.09166,0.1429631511693366,a,sigF,RNA polymerase group 3 sigma subunit,12.0,,0.681847476742603,0.3446257834406893,AR
WP_011243163.1,WP_010997932.1,Synpcc7942_0678,all3791,RBH,True,rnd,probable ribonuclease D,21.0,0.0416,0.1311251917115235,a,-,ribonuclease D,0.0,,0.689671432307846,0.4621633842977326,AR
WP_011244777.1,WP_010995540.1,Synpcc7942_1481,all1368,RBH,True,hisH,amidotransferase HisH,22.0,0.00328,0.14616878512274276,a,-,amidotransferase,0.0,,0.0076002361915746,0.21444795457497773,AR
WP_011244314.1,WP_010995392.1,Synpcc7942_2089,all1220,RBH,True,,hypothetical protein,1.0,0.00377,0.12409655154791915,a,-,hypothetical protein,20.0,,0.689462837842173,0.26850532217559736,AR
WP_011243872.1,WP_010995588.1,Synpcc7942_2548,all1416,RBH,True,leuD,3-isopropylmalate dehydratase small subunit,23.2,0.06537,0.10378253465925778,a,leuD,"3-isopropylmalate dehydratase, small subunit",16.0,,0.996330365710579,0.3501455190400007,AR
WP_011243688.1,WP_010998530.1,Synpcc7942_0128,alr4393,RBH,True,,hypothetical protein,9.8,0.03657,0.16161065187702273,a,-,hypothetical protein,0.0,,0.0230524178304594,0.42225349637630066,AR
WP_234701778.1,WP_010994454.1,Synpcc7942_1784,alr0277,RBH,True,sigF2,group3 RNA polymerase sigma factor SigF2,10.8,0.00015,0.6188951286951458,b,sigJ,RNA polymerase group 3 sigma subunit,0.0,,0.335361795746814,0.38001124533512365,AR
WP_011244318.1,WP_010998614.1,Synpcc7942_2085,all4481,RBH,True,,probable anion transporting ATPase,23.2,0.06669,0.136770843088397,a,-,hypothetical protein,20.0,,0.0499625187785135,0.31313674980213557,AR
WP_011243312.1,WP_010997408.1,Synpcc7942_0520,all3257,RBH,True,,hypothetical protein,22.2,0.07845,0.1287196083101851,a,-,hypothetical protein,20.0,,0.155232618112041,0.3317996352532286,AR
WP_011377952.1,WP_044522253.1,Synpcc7942_1275,alr4621,RBH,True,,hypothetical protein,9.2,0.02955,0.2216997445320221,a,-,hypothetical protein,4.0,,0.175116420795963,0.3339865255691912,AR
WP_011377641.1,WP_010997138.1,Synpcc7942_0605,alr2987,RBH,True,,hypothetical protein,23.2,0.07967,0.14932028452050264,a,-,hypothetical protein,8.0,,0.22669697931787,0.5150687568644762,AR
WP_011377724.1,WP_010998018.1,Synpcc7942_0780,alr3877,RBH,True,,serine/threonine kinase,10.2,0.0002,0.19485539220870754,a,-,serine/threonine kinase,8.0,,0.190816595140992,0.3171354083126594,c
WP_011378223.1,WP_010994292.1,Synpcc7942_1863,alr0115,RBH,True,"hemG, hemK",putative N(5)-glutamine methyltransferase,22.2,0.0147,0.11879857986368163,a,hemK,N(5)-glutamine methyltransferase,16.0,,0.262151439345933,0.17994480347274208,c
WP_011242762.1,WP_010999376.1,Synpcc7942_1099,alr5252,RBH,True,"ubiE, menG",ubiquinone/menaquinone biosynthesis methyltransferase,1.0,0.01331,0.15193197701392813,a,-,probable methyltransferase,0.0,,0.748519676760315,0.3639809524799207,AR
WP_011377445.1,WP_010998284.1,Synpcc7942_0109,all4145,RBH,True,,probable DNA-binding stress protein,10.6,0.01596,0.2515655101036657,a,-,probable DNA-binding stress protein,4.0,,0.203796472756088,0.17660679421685183,AR
WP_011243585.1,WP_010997797.1,Synpcc7942_0240,all3653,RBH,True,apcD,allophycocyanin alpha-B subunit,0.6,0.09004,0.10273579436282465,a,apcD,allophycocyanin alpha-B subunit,8.0,,0.0227853704188808,0.3465268615663579,AR
WP_011378529.1,WP_044520784.1,Synpcc7942_2601,all0949,RBH,True,,hypothetical protein,9.4,0.00614,0.2774146256435181,a,-,hypothetical protein,16.0,,0.0029794981838918,0.6060621021952098,c
WP_011243393.1,WP_010997513.1,Synpcc7942_0435,alr3362,RBH,True,,hypothetical protein,22.0,0.01556,0.12950463673236753,a,-,hypothetical protein,4.0,,0.93291824302374,0.2966852256323076,AR
WP_011377645.1,WP_010995585.1,Synpcc7942_0610,all1413,RBH,True,,hypothetical protein,23.2,0.00437,0.21182726622657408,a,-,hypothetical protein,0.0,,0.807397132428104,0.45596143663140265,AR
WP_011243428.1,WP_010994445.1,Synpcc7942_0399,all0268,RBH,True,,hypothetical protein,22.2,0.01473,0.1488022802199647,a,-,hypothetical protein,4.0,,0.196220487376368,0.175583979113056,AR
WP_011243558.1,WP_010997333.1,Synpcc7942_0267,alr3182,RBH,True,gidB,glucose inhibited division protein B,8.2,0.01155,0.15998601367474652,a,-,glucose inhibited division protein B,12.0,,0.667352293600654,0.2924111214888454,AR
WP_011242314.1,WP_010996561.1,Synpcc7942_1541,alr2405,RBH,True,isiB,flavodoxin,0.1999999999999993,0.07099,0.2028325937602484,a,"petI, fld, nifF, isiB",flavodoxin,8.0,,0.934796474780179,0.46046806747182273,AR
WP_011244809.1,WP_010994721.1,Synpcc7942_1514,alr0545,RBH,True,,probable pseudouridine synthase,22.0,0.00205,0.12344409051409297,a,-,probable pseudouridine synthase,12.0,0.039,0.991167701935417,0.41457879795652713,b
WP_011243816.1,WP_010995126.1,Synpcc7942_2604,alr0952,RBH,True,ctaE,cytochrome c oxidase subunit III,9.4,0.02762,0.20323276800988357,a,coxC1,cytochrome c oxidase subunit III,16.0,,0.0007419603390675,0.37016233545313465,AR
WP_039755809.1,WP_010997089.1,Synpcc7942_0801,alr2938,RBH,True,sodB,superoxide dismutase,20.2,0.00586,0.15729554599190027,a,sodB,iron superoxide dismutase,0.0,,0.0001595689239587,0.36629668437149837,AR
WP_011244343.1,WP_010994662.1,Synpcc7942_2060,alr0486,RBH,True,,hypothetical protein,22.8,0.0045,0.12211502116873339,a,-,hypothetical protein,0.0,,0.112605065999996,0.24907353818622302,AR
WP_011243874.1,WP_010995960.1,Synpcc7942_2546,alr1792,RBH,True,,hypothetical protein,23.2,0.00573,0.16421974108101844,a,-,hypothetical protein,0.0,,0.455367125560553,0.2974687852470712,AR
WP_011244700.1,WP_010998954.1,Synpcc7942_1700,all4826,RBH,True,wcaG,GDP-fucose synthetase  NAD dependent epimerase/dehydratase,23.6,0.0233,0.1700389488120666,a,-,dTDP-glucose dehydratase,0.0,,0.524468858488974,0.3728316348548894,AR
WP_011377614.1,WP_010994619.1,Synpcc7942_0531,all0443,RBH,True,,hypothetical protein,10.6,0.01048,0.14816763661165774,a,-,hypothetical protein,16.0,,0.333476937277145,0.13440690827526025,AR
WP_011378305.1,WP_010999032.1,Synpcc7942_2078,all4906,RBH,True,,phosphoglycerate mutase,10.4,0.00136,0.45943110515473673,a,-,phosphoglycerate mutase,16.0,,0.0021729002718158,0.3390195989391685,AR
